cycle,recipient,recipient_type,candidate_id,candidate_name,candidate_office,candidate_office_state,candidate_office_district,member_context_status,transaction_rows,linked_transaction_rows,member_context_transaction_rows,voteview_congress,voteview_chamber,bioguide_id,bioname,member_party,member_state,member_district,district_id,sponsor_bill_context_status,matched_bill_count,matched_bill_ids,matched_congresses,matched_policy_areas,matched_committees,matched_committee_reported_bill_count,matched_floor_considered_bill_count,matched_enacted_bill_count,matched_enacted_bill_ids,match_basis,evidence_layers,missing_links,source_urls,claim_boundary
2024,S2TX00312,candidate,S2TX00312,"CRUZ, RAFAEL EDWARD TED",Senate,TX,00,candidate_voteview_member_context,1,1,1,118,Senate,C001098,"CRUZ, Rafael Edward (Ted)",R,TX,0,,candidate_sponsored_bill_context,6,118-s-12; 118-s-29; 118-s-56; 118-s-60; 118-s-9; 118-sjres-2,118,Government Operations and Politics; Armed Forces and National Security; Taxation; Education; Energy; Congress,ssga00 Homeland Security and Governmental Affairs Committee Senate Standing Referred To 2023-01-23T21:01:46Z; ssas00 Armed Services Committee Senate Standing Referred To 2023-01-24T15:37:16Z; ssfi00 Finance Committee Senate Standing Referred to 2023-01-24T22:14:27Z; ssfi00 Finance Committee Senate Standing Referred To 2023-01-24T22:42:10Z; sseg00 Energy and Natural Resources Committee Senate Standing Referred To 2023-01-23T21:13:18Z; ssju00 Judiciary Committee Senate Standing Referred To 2023-01-23T21:05:07Z,0,0,0,,candidate_voteview_bioguide_to_govinfo_sponsor_bioguide,fec_recipient_metadata; fec_candidate_metadata; voteview_member_context; govinfo_billstatus_sponsor_metadata,bill_specific_finance_or_lobbying_influence; committee_action_influence; reviewed_outside_spending_target; private_contributor_disclosure; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_influence_or_capture_validation,https://voteview.com/static/data/out/members/HS118_members.csv; https://www.fec.gov/files/bulk-downloads/2024/ccl24.zip; https://www.fec.gov/files/bulk-downloads/2024/cm24.zip; https://www.fec.gov/files/bulk-downloads/2024/cn24.zip; https://www.congress.gov/bill/118th-congress/s-bill/12; https://www.govinfo.gov/bulkdata/BILLSTATUS/118/s/BILLSTATUS-118s12.xml; https://www.congress.gov/bill/118th-congress/s-bill/29; https://www.govinfo.gov/bulkdata/BILLSTATUS/118/s/BILLSTATUS-118s29.xml; https://www.congress.gov/bill/118th-congress/s-bill/56; https://www.govinfo.gov/bulkdata/BILLSTATUS/118/s/BILLSTATUS-118s56.xml; https://www.congress.gov/bill/118th-congress/s-bill/60; https://www.govinfo.gov/bulkdata/BILLSTATUS/118/s/BILLSTATUS-118s60.xml; https://www.congress.gov/bill/118th-congress/s-bill/9; https://www.govinfo.gov/bulkdata/BILLSTATUS/118/s/BILLSTATUS-118s9.xml; https://www.congress.gov/bill/118th-congress/sjres-bill/2; https://www.govinfo.gov/bulkdata/BILLSTATUS/118/sjres/BILLSTATUS-118sjres2.xml,"Bounded public FEC candidate/member context joined by Bioguide ID to cached govinfo sponsored-bill metadata only; not evidence that contributions, spending, candidates, or committees funded, caused, influenced, targeted, or benefited any bill, committee decision, public law, implementation outcome, public benefit, causal capture, private contributor disclosure, or model validation."
2024,H0IL15129,candidate,H0IL15129,"MILLER, MARY",House,IL,15,candidate_voteview_member_context,1,1,1,118,House,M001211,"MILLER, Mary E.",R,IL,15,IL-15,candidate_sponsored_bill_context,1,118-hr-935,118,"Civil Rights and Liberties, Minority Issues",hsed00 Education and Workforce Committee House Standing Referred To 2023-02-09T14:06:05Z,0,0,0,,candidate_voteview_bioguide_to_govinfo_sponsor_bioguide,fec_recipient_metadata; fec_candidate_metadata; voteview_member_context; govinfo_billstatus_sponsor_metadata,bill_specific_finance_or_lobbying_influence; committee_action_influence; reviewed_outside_spending_target; private_contributor_disclosure; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_influence_or_capture_validation,https://voteview.com/static/data/out/members/HS118_members.csv; https://www.fec.gov/files/bulk-downloads/2024/ccl24.zip; https://www.fec.gov/files/bulk-downloads/2024/cm24.zip; https://www.fec.gov/files/bulk-downloads/2024/cn24.zip; https://www.congress.gov/bill/118th-congress/hr-bill/935; https://www.govinfo.gov/bulkdata/BILLSTATUS/118/hr/BILLSTATUS-118hr935.xml,"Bounded public FEC candidate/member context joined by Bioguide ID to cached govinfo sponsored-bill metadata only; not evidence that contributions, spending, candidates, or committees funded, caused, influenced, targeted, or benefited any bill, committee decision, public law, implementation outcome, public benefit, causal capture, private contributor disclosure, or model validation."
2024,S8FL00273,candidate,S8FL00273,"SCOTT, RICK SEN",Senate,FL,00,candidate_voteview_member_context,1,1,1,118,Senate,S001217,"SCOTT, Richard Lynn (Rick)",R,FL,0,,candidate_sponsored_bill_context,2,118-s-43; 118-sjres-1,118,Congress; Economics and Public Finance,ssga00 Homeland Security and Governmental Affairs Committee Senate Standing Referred To 2023-01-24T19:42:53Z; ssju00 Judiciary Committee Senate Standing Referred To 2023-01-23T20:40:17Z,0,0,0,,candidate_voteview_bioguide_to_govinfo_sponsor_bioguide,fec_recipient_metadata; fec_candidate_metadata; voteview_member_context; govinfo_billstatus_sponsor_metadata,bill_specific_finance_or_lobbying_influence; committee_action_influence; reviewed_outside_spending_target; private_contributor_disclosure; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_influence_or_capture_validation,https://voteview.com/static/data/out/members/HS118_members.csv; https://www.fec.gov/files/bulk-downloads/2024/ccl24.zip; https://www.fec.gov/files/bulk-downloads/2024/cm24.zip; https://www.fec.gov/files/bulk-downloads/2024/cn24.zip; https://www.congress.gov/bill/118th-congress/s-bill/43; https://www.govinfo.gov/bulkdata/BILLSTATUS/118/s/BILLSTATUS-118s43.xml; https://www.congress.gov/bill/118th-congress/sjres-bill/1; https://www.govinfo.gov/bulkdata/BILLSTATUS/118/sjres/BILLSTATUS-118sjres1.xml,"Bounded public FEC candidate/member context joined by Bioguide ID to cached govinfo sponsored-bill metadata only; not evidence that contributions, spending, candidates, or committees funded, caused, influenced, targeted, or benefited any bill, committee decision, public law, implementation outcome, public benefit, causal capture, private contributor disclosure, or model validation."
