caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,vetoes,overriddenVetoes
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-alternatives-median,Default pass + median-seeking alternatives,9000,60.000,8516,56.773,57.187,0.946,0.953,0.608,0.551,0.576,0.448,0.054,0.047,0.000,0.000,0.163,0.000,0.005,0.003,0.233,0.858,1.000,0.499,0.000,0.000,0.000,0.142,0.953,0.594,0.077,0.233,0.000,0.520,0.000,0.000,0.000,0.005,0.000,0.000,0.003,6.000,0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,9000,60.000,5064,33.760,33.760,0.563,0.563,0.667,0.638,0.375,0.489,0.437,0.437,0.000,0.000,0.010,0.002,0.006,0.005,0.196,0.839,0.959,0.375,0.000,0.000,0.000,0.161,0.563,0.337,0.045,0.026,0.000,0.650,0.000,0.000,0.000,0.006,0.000,0.001,0.003,6.000,0.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-obstruction-substitute,Default pass + obstruction-with-substitute,9000,60.000,5057,33.713,33.713,0.562,0.562,0.667,0.641,0.375,0.491,0.438,0.438,0.000,0.000,0.010,0.002,0.005,0.005,0.196,0.840,0.956,0.374,0.000,0.000,0.000,0.160,0.562,0.338,0.045,0.026,0.000,0.650,0.000,0.000,0.000,0.005,0.000,0.000,0.003,5.000,0.438,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-law-registry,Default pass + law registry,9000,60.000,7875,52.500,60.000,0.875,1.000,0.550,0.491,0.481,0.134,0.125,0.000,0.000,0.000,0.400,0.014,0.834,0.595,0.256,0.794,0.993,0.591,0.000,0.000,0.000,0.206,0.000,0.000,0.168,0.808,0.000,0.396,0.567,0.527,5.107,0.834,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,2047,13.647,13.680,0.227,0.228,0.586,0.657,0.133,0.244,0.773,0.540,0.232,0.000,0.195,0.514,0.075,0.250,0.207,0.863,0.647,0.373,0.000,0.000,0.000,0.137,0.000,0.000,0.081,0.101,0.000,0.556,0.000,0.000,0.000,0.075,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5246,34.973,60.000,0.583,1.000,0.529,0.522,0.308,0.137,0.417,0.000,0.000,0.500,0.370,0.246,0.371,0.518,0.245,0.816,0.865,0.552,0.000,0.000,0.000,0.184,0.000,0.000,0.152,0.479,0.000,0.418,0.000,0.000,0.000,0.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2276,15.173,15.267,0.253,0.254,0.582,0.680,0.147,0.259,0.747,0.746,0.000,0.000,0.200,0.478,0.081,0.246,0.165,0.824,0.845,0.273,0.000,0.000,0.000,0.176,0.000,0.000,0.070,0.071,0.000,0.566,0.000,0.000,0.000,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,4040,26.933,56.027,0.449,0.934,0.561,0.604,0.252,0.175,0.551,0.066,0.000,0.000,0.248,0.182,0.228,0.406,0.197,0.812,0.911,0.367,0.000,0.000,0.000,0.188,0.000,0.000,0.100,0.250,0.000,0.520,0.000,0.000,0.000,0.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6590,43.933,51.600,0.732,0.860,0.534,0.506,0.391,0.111,0.268,0.140,0.000,0.000,0.447,0.122,0.568,0.643,0.247,0.806,0.894,0.547,0.000,0.000,0.000,0.194,0.000,0.000,0.158,0.638,0.000,0.407,0.000,0.000,0.000,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,bicameral-majority,Bicameral simple majority,9000,60.000,1591,10.607,60.000,0.177,1.000,0.623,0.677,0.110,0.282,0.823,0.000,0.000,0.000,0.000,0.589,0.052,0.223,0.200,0.831,0.540,0.360,0.000,0.000,0.000,0.169,0.000,0.000,0.068,0.067,0.000,0.604,0.000,0.000,0.000,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,990,6.600,60.000,0.110,1.000,0.638,0.695,0.070,0.316,0.890,0.000,0.000,0.000,0.000,0.735,0.029,0.192,0.204,0.832,0.355,0.365,0.000,0.000,0.000,0.168,0.000,0.000,0.062,0.040,0.000,0.625,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,544,7
low-polarization,Low Polarization,Legislators are less ideologically clustered.,simple-majority,Unicameral simple majority,9000,60.000,4676,31.173,60.000,0.520,1.000,0.636,0.654,0.330,0.283,0.480,0.000,0.000,0.000,0.000,0.167,0.162,0.217,0.218,0.854,0.915,0.393,0.000,0.000,0.000,0.146,0.000,0.000,0.077,0.289,0.000,0.576,0.000,0.000,0.000,0.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,simple-majority-alternatives-pairwise,Unicameral majority + pairwise alternatives,9000,60.000,5682,37.880,37.973,0.631,0.633,0.700,0.704,0.442,0.627,0.369,0.367,0.000,0.000,0.000,0.003,0.004,0.004,0.185,0.857,0.968,0.319,0.000,0.000,0.000,0.143,0.633,0.227,0.040,0.033,0.000,0.672,0.000,0.000,0.000,0.004,0.000,0.001,0.002,6.000,0.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,supermajority-60,Unicameral 60 percent passage,9000,60.000,2643,17.620,60.000,0.294,1.000,0.683,0.704,0.200,0.356,0.706,0.000,0.000,0.000,0.000,0.407,0.068,0.156,0.210,0.852,0.619,0.361,0.000,0.000,0.000,0.148,0.000,0.000,0.058,0.143,0.000,0.648,0.000,0.000,0.000,0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass,Default pass unless 2/3 block,9000,60.000,7623,50.820,60.000,0.847,1.000,0.577,0.581,0.489,0.201,0.153,0.000,0.000,0.000,0.315,0.026,0.395,0.331,0.238,0.839,0.996,0.472,0.000,0.000,0.000,0.161,0.000,0.000,0.115,0.665,0.000,0.474,0.000,0.000,0.000,0.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,8402,56.013,60.000,0.934,1.000,0.570,0.563,0.532,0.201,0.066,0.000,0.000,0.000,0.323,0.007,0.368,0.316,0.244,0.838,0.997,0.507,0.000,0.000,0.000,0.162,0.712,0.090,0.106,0.967,0.088,0.462,0.000,0.000,0.000,0.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-harm-threshold,Default pass + harm-weighted threshold,9000,60.000,7347,48.980,60.000,0.816,1.000,0.580,0.584,0.473,0.206,0.184,0.000,0.000,0.000,0.309,0.048,0.369,0.321,0.233,0.841,0.994,0.455,0.000,0.000,0.000,0.159,0.000,0.000,0.105,0.333,0.000,0.481,0.000,0.000,0.000,0.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-compensation,Default pass + compensation amendments,9000,60.000,7632,50.880,60.000,0.848,1.000,0.577,0.577,0.489,0.201,0.152,0.000,0.000,0.000,0.316,0.026,0.395,0.330,0.239,0.839,0.994,0.483,0.000,0.000,0.000,0.161,0.000,0.000,0.096,0.875,0.081,0.482,0.000,0.000,0.000,0.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-affected-consent,Default pass + affected-group consent,9000,60.000,7366,49.107,56.807,0.818,0.947,0.581,0.584,0.475,0.205,0.182,0.053,0.000,0.000,0.306,0.028,0.374,0.324,0.232,0.840,0.993,0.454,0.000,0.000,0.000,0.160,0.000,0.000,0.094,0.938,0.088,0.491,0.000,0.000,0.000,0.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-alternatives-benefit,Default pass + public-benefit alternatives,9000,60.000,8780,58.533,58.613,0.976,0.977,0.647,0.630,0.631,0.582,0.024,0.023,0.000,0.000,0.103,0.000,0.008,0.004,0.221,0.861,1.000,0.418,0.000,0.000,0.000,0.139,0.963,0.387,0.067,0.302,0.000,0.555,0.000,0.000,0.000,0.008,0.000,0.002,0.004,6.000,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-alternatives-support,Default pass + public-support alternatives,9000,60.000,7886,52.573,58.387,0.876,0.973,0.638,0.592,0.559,0.306,0.124,0.027,0.000,0.000,0.189,0.045,0.308,0.158,0.225,0.828,1.000,0.474,0.000,0.000,0.000,0.172,0.919,0.524,0.073,0.545,0.000,0.577,0.000,0.000,0.000,0.308,0.000,0.301,0.138,6.000,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-alternatives-median,Default pass + median-seeking alternatives,9000,60.000,8777,58.513,58.613,0.975,0.977,0.648,0.630,0.632,0.587,0.025,0.023,0.000,0.000,0.101,0.000,0.003,0.001,0.221,0.862,1.000,0.418,0.000,0.000,0.000,0.138,0.977,0.389,0.067,0.276,0.000,0.556,0.000,0.000,0.000,0.003,0.000,0.000,0.001,6.000,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,9000,60.000,5695,37.967,37.967,0.633,0.633,0.701,0.704,0.444,0.627,0.367,0.367,0.000,0.000,0.002,0.002,0.004,0.004,0.185,0.857,0.972,0.318,0.000,0.000,0.000,0.143,0.633,0.227,0.040,0.033,0.000,0.671,0.000,0.000,0.000,0.004,0.000,0.001,0.002,6.000,0.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-obstruction-substitute,Default pass + obstruction-with-substitute,9000,60.000,5687,37.913,37.913,0.632,0.632,0.700,0.709,0.442,0.632,0.368,0.368,0.000,0.000,0.002,0.002,0.003,0.002,0.185,0.858,0.971,0.317,0.000,0.000,0.000,0.142,0.632,0.228,0.040,0.033,0.000,0.670,0.000,0.000,0.000,0.003,0.000,0.000,0.001,5.000,0.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-law-registry,Default pass + law registry,9000,60.000,7809,52.060,60.000,0.868,1.000,0.599,0.576,0.520,0.222,0.132,0.000,0.000,0.000,0.282,0.023,0.547,0.343,0.240,0.827,0.999,0.481,0.000,0.000,0.000,0.173,0.000,0.000,0.119,0.719,0.000,0.475,0.556,0.496,5.165,0.547,0.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,4040,26.933,27.033,0.449,0.451,0.628,0.668,0.282,0.282,0.551,0.339,0.211,0.000,0.112,0.247,0.136,0.208,0.216,0.886,0.831,0.374,0.000,0.000,0.000,0.114,0.000,0.000,0.074,0.237,0.000,0.574,0.000,0.000,0.000,0.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5949,39.660,60.000,0.661,1.000,0.596,0.610,0.394,0.240,0.339,0.000,0.000,0.499,0.178,0.127,0.249,0.263,0.227,0.848,0.957,0.437,0.000,0.000,0.000,0.152,0.000,0.000,0.099,0.460,0.000,0.512,0.000,0.000,0.000,0.249,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,5470,36.467,37.027,0.608,0.617,0.606,0.641,0.368,0.265,0.392,0.383,0.000,0.000,0.184,0.144,0.187,0.210,0.203,0.852,0.987,0.349,0.000,0.000,0.000,0.148,0.000,0.000,0.083,0.305,0.000,0.538,0.000,0.000,0.000,0.187,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,5682,37.880,58.440,0.631,0.974,0.612,0.634,0.386,0.246,0.369,0.026,0.000,0.000,0.140,0.074,0.228,0.252,0.209,0.847,0.973,0.375,0.000,0.000,0.000,0.153,0.000,0.000,0.084,0.373,0.000,0.549,0.000,0.000,0.000,0.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6938,46.253,54.240,0.771,0.904,0.579,0.588,0.447,0.206,0.229,0.096,0.000,0.000,0.310,0.089,0.347,0.317,0.233,0.841,0.917,0.452,0.000,0.000,0.000,0.159,0.000,0.000,0.111,0.580,0.000,0.482,0.000,0.000,0.000,0.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,bicameral-majority,Bicameral simple majority,9000,60.000,3760,25.067,60.000,0.418,1.000,0.654,0.671,0.273,0.311,0.582,0.000,0.000,0.000,0.000,0.263,0.116,0.190,0.216,0.856,0.791,0.388,0.000,0.000,0.000,0.144,0.000,0.000,0.069,0.222,0.000,0.604,0.000,0.000,0.000,0.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,2652,17.680,60.000,0.295,1.000,0.672,0.696,0.198,0.337,0.705,0.000,0.000,0.000,0.000,0.432,0.076,0.176,0.216,0.852,0.590,0.377,0.000,0.000,0.000,0.148,0.000,0.000,0.061,0.144,0.000,0.634,0.000,0.000,0.000,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1034,20
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,simple-majority,Unicameral simple majority,9000,60.000,1554,10.360,60.000,0.173,1.000,0.580,0.644,0.100,0.227,0.827,0.000,0.000,0.000,0.000,0.580,0.066,0.302,0.205,0.805,0.557,0.390,0.000,0.000,0.000,0.195,0.000,0.000,0.086,0.071,0.000,0.561,0.000,0.000,0.000,0.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,simple-majority-alternatives-pairwise,Unicameral majority + pairwise alternatives,9000,60.000,4543,30.287,31.633,0.505,0.527,0.636,0.612,0.321,0.461,0.495,0.473,0.000,0.000,0.000,0.028,0.006,0.006,0.206,0.810,0.909,0.410,0.000,0.000,0.000,0.190,0.527,0.364,0.050,0.019,0.000,0.639,0.000,0.000,0.000,0.006,0.000,0.001,0.005,6.000,0.473,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,supermajority-60,Unicameral 60 percent passage,9000,60.000,373,2.487,60.000,0.041,1.000,0.649,0.738,0.027,0.362,0.959,0.000,0.000,0.000,0.000,0.868,0.007,0.121,0.212,0.798,0.138,0.360,0.000,0.000,0.000,0.202,0.000,0.000,0.044,0.009,0.000,0.677,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass,Default pass unless 2/3 block,9000,60.000,7531,50.207,60.000,0.837,1.000,0.521,0.461,0.436,0.081,0.163,0.000,0.000,0.000,0.482,0.022,0.773,0.807,0.265,0.788,0.991,0.647,0.000,0.000,0.000,0.212,0.000,0.000,0.188,0.784,0.000,0.365,0.000,0.000,0.000,0.773,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,7905,52.700,60.000,0.878,1.000,0.501,0.463,0.440,0.115,0.122,0.000,0.000,0.000,0.512,0.018,0.552,0.591,0.267,0.805,0.993,0.672,0.000,0.000,0.000,0.195,0.860,0.195,0.143,0.950,0.173,0.385,0.000,0.000,0.000,0.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-harm-threshold,Default pass + harm-weighted threshold,9000,60.000,6752,45.013,60.000,0.750,1.000,0.522,0.474,0.392,0.087,0.250,0.000,0.000,0.000,0.476,0.094,0.670,0.778,0.250,0.790,0.997,0.588,0.000,0.000,0.000,0.210,0.000,0.000,0.159,0.261,0.000,0.382,0.000,0.000,0.000,0.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
