adversaryId,attackFamily,caseKey,baselineScenario,attackedScenario,mechanismFamily,budgetUnit,budgetValue,informationLevel,runs,legislators,baseBillsPerRun,traceRows,attackSuccessCount,attackSuccessRate,antiCaptureBypassRate,captureEnactmentAddedRate,visibleSpendDeclineWithCapturePersistenceRate,meanLatentCaptureRisk,meanObservedScreenRiskDecline,meanShadowShareAdded,meanWatchdogDetectionDecline,meanVisibleSpendDecline,meanProxySponsors,meanPrivateGainPersistence,meanAdministrativeBurdenAdded,worstAdministrativeBurdenAdded,recoveryStatus,traceArtifact,claimBoundary
"A6","lobbying_camouflage","lobbying-camouflage-pressure","anti-capture-visible-lobbying-baseline","anti-capture-a6-lobbying-camouflage","anti_capture_public_interest_influence_system","camouflage_units",1,"medium",5,101,60,300,8,0.026667,0.026667,0.026667,0.016667,0.719648,0.215425,0.202630,0.202630,0.511420,1.000000,-0.190521,0.066601,0.069309,"not_modeled","reports/adversarial-failure-traces-a6.jsonl","A6 executable pilot only. Rows use same generated worlds and bill ids for synthetic latent capture targets under a transparent anti-capture influence-system baseline and a camouflaged proxy/shadow-lobbying attack. Latent capture risk is traced separately from observed screen risk. This is not an empirical campaign-finance, lobbying-disclosure, or proxy-sponsorship estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A6","lobbying_camouflage","lobbying-camouflage-pressure","anti-capture-visible-lobbying-baseline","anti-capture-a6-lobbying-camouflage","anti_capture_public_interest_influence_system","camouflage_units",3,"medium",5,101,60,300,8,0.026667,0.026667,0.026667,0.006667,0.718934,0.277266,0.268227,0.268227,0.521068,3.000000,-0.245443,0.174224,0.177323,"not_modeled","reports/adversarial-failure-traces-a6.jsonl","A6 executable pilot only. Rows use same generated worlds and bill ids for synthetic latent capture targets under a transparent anti-capture influence-system baseline and a camouflaged proxy/shadow-lobbying attack. Latent capture risk is traced separately from observed screen risk. This is not an empirical campaign-finance, lobbying-disclosure, or proxy-sponsorship estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A6","lobbying_camouflage","lobbying-camouflage-pressure","anti-capture-visible-lobbying-baseline","anti-capture-a6-lobbying-camouflage","anti_capture_public_interest_influence_system","camouflage_units",6,"medium",5,101,60,300,17,0.056667,0.056667,0.056667,0.000000,0.722203,0.373972,0.364384,0.364384,0.534062,6.000000,-0.324116,0.341329,0.345333,"not_modeled","reports/adversarial-failure-traces-a6.jsonl","A6 executable pilot only. Rows use same generated worlds and bill ids for synthetic latent capture targets under a transparent anti-capture influence-system baseline and a camouflaged proxy/shadow-lobbying attack. Latent capture risk is traced separately from observed screen risk. This is not an empirical campaign-finance, lobbying-disclosure, or proxy-sponsorship estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A6","lobbying_camouflage","lobbying-camouflage-pressure","anti-capture-visible-lobbying-baseline","anti-capture-a6-lobbying-camouflage","anti_capture_public_interest_influence_system","camouflage_units",1,"high",5,101,60,300,13,0.043333,0.043333,0.043333,0.013333,0.719648,0.284652,0.310267,0.310267,0.489114,2.000000,-0.252819,0.137239,0.140284,"not_modeled","reports/adversarial-failure-traces-a6.jsonl","A6 executable pilot only. Rows use same generated worlds and bill ids for synthetic latent capture targets under a transparent anti-capture influence-system baseline and a camouflaged proxy/shadow-lobbying attack. Latent capture risk is traced separately from observed screen risk. This is not an empirical campaign-finance, lobbying-disclosure, or proxy-sponsorship estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A6","lobbying_camouflage","lobbying-camouflage-pressure","anti-capture-visible-lobbying-baseline","anti-capture-a6-lobbying-camouflage","anti_capture_public_interest_influence_system","camouflage_units",3,"high",5,101,60,300,14,0.046667,0.046667,0.046667,0.000000,0.718934,0.359886,0.389463,0.389463,0.499592,4.000000,-0.321451,0.258468,0.261921,"not_modeled","reports/adversarial-failure-traces-a6.jsonl","A6 executable pilot only. Rows use same generated worlds and bill ids for synthetic latent capture targets under a transparent anti-capture influence-system baseline and a camouflaged proxy/shadow-lobbying attack. Latent capture risk is traced separately from observed screen risk. This is not an empirical campaign-finance, lobbying-disclosure, or proxy-sponsorship estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A6","lobbying_camouflage","lobbying-camouflage-pressure","anti-capture-visible-lobbying-baseline","anti-capture-a6-lobbying-camouflage","anti_capture_public_interest_influence_system","camouflage_units",6,"high",5,101,60,300,5,0.016667,0.016667,0.016667,0.000000,0.722203,0.477647,0.498925,0.498925,0.515923,7.000000,-0.418450,0.447686,0.451774,"not_modeled","reports/adversarial-failure-traces-a6.jsonl","A6 executable pilot only. Rows use same generated worlds and bill ids for synthetic latent capture targets under a transparent anti-capture influence-system baseline and a camouflaged proxy/shadow-lobbying attack. Latent capture risk is traced separately from observed screen risk. This is not an empirical campaign-finance, lobbying-disclosure, or proxy-sponsorship estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
