bill_id,original_route,house_screened_route,excluded_action_count,excluded_chambers,source_url
118-hr-4366,mixed_special_rule_and_suspension,adopted_special_rule,1,senate,https://www.govinfo.gov/bulkdata/BILLSTATUS/118/hr/BILLSTATUS-118hr4366.xml
