caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,vetoes,overriddenVetoes
baseline,Baseline,Moderately polarized three-party legislature.,simple-majority,Unicameral simple majority,9000,60.000,2420,16.133,60.000,0.269,1.000,0.596,0.647,0.160,0.236,0.731,0.000,0.000,0.000,0.000,0.442,0.104,0.310,0.209,0.826,0.712,0.384,0.000,0.000,0.000,0.174,0.000,0.000,0.088,0.122,0.000,0.557,0.000,0.000,0.000,0.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,9000,60.000,2593,17.287,60.000,0.288,1.000,0.606,0.648,0.175,0.230,0.712,0.000,0.000,0.000,0.000,0.385,0.119,0.333,0.194,0.839,0.781,0.350,0.000,0.000,0.000,0.161,0.000,0.000,0.083,0.118,0.000,0.569,0.000,0.000,0.000,0.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,supermajority-60,Unicameral 60 percent passage,9000,60.000,789,5.260,60.000,0.088,1.000,0.663,0.729,0.058,0.364,0.912,0.000,0.000,0.000,0.000,0.759,0.018,0.150,0.191,0.832,0.289,0.323,0.000,0.000,0.000,0.168,0.000,0.000,0.051,0.020,0.000,0.659,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass,Default pass unless 2/3 block,9000,60.000,7589,50.593,60.000,0.843,1.000,0.532,0.499,0.449,0.108,0.157,0.000,0.000,0.000,0.454,0.022,0.671,0.664,0.255,0.804,0.990,0.587,0.000,0.000,0.000,0.196,0.000,0.000,0.166,0.763,0.000,0.395,0.000,0.000,0.000,0.671,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,8082,53.880,60.000,0.898,1.000,0.519,0.494,0.466,0.135,0.102,0.000,0.000,0.000,0.451,0.018,0.504,0.516,0.258,0.817,0.996,0.615,0.000,0.000,0.000,0.183,0.828,0.161,0.132,0.950,0.150,0.407,0.000,0.000,0.000,0.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,9000,60.000,7591,50.607,60.000,0.843,1.000,0.531,0.498,0.448,0.108,0.157,0.000,0.000,0.000,0.454,0.022,0.672,0.664,0.257,0.803,0.994,0.592,0.107,0.616,2.032,0.197,0.000,0.000,0.166,0.754,0.000,0.394,0.000,0.000,0.000,0.672,0.000,0.000,0.000,0.000,0.000,3.946,0.213,0.213,0.190,0.195,0.188,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-budgeted-lobbying-transparency,Default pass + budgeted lobbying + transparency,9000,60.000,7536,50.240,60.000,0.837,1.000,0.532,0.499,0.445,0.109,0.163,0.000,0.000,0.000,0.457,0.018,0.670,0.668,0.196,0.798,0.999,0.570,0.107,0.616,1.544,0.202,0.000,0.000,0.165,0.736,0.000,0.389,0.000,0.000,0.000,0.670,0.000,0.000,0.000,0.000,0.000,3.924,0.213,0.213,0.190,0.195,0.188,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-budgeted-lobbying-bundle,Default pass + budgeted lobbying + anti-capture bundle,9000,60.000,6844,45.627,57.560,0.760,0.959,0.537,0.517,0.408,0.114,0.240,0.041,0.000,0.000,0.448,0.026,0.602,0.660,0.177,0.813,0.965,0.439,0.107,0.616,1.264,0.187,0.000,0.000,0.152,0.606,0.000,0.411,0.000,0.000,0.000,0.602,0.000,0.000,0.000,0.000,0.000,3.695,0.213,0.213,0.190,0.195,0.188,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-democracy-vouchers,Default pass + democracy vouchers,9000,60.000,7427,49.513,60.000,0.825,1.000,0.535,0.505,0.441,0.111,0.175,0.000,0.000,0.000,0.453,0.011,0.659,0.666,0.235,0.831,0.996,0.533,0.116,0.615,1.674,0.169,0.000,0.000,0.164,0.738,0.000,0.400,0.000,0.000,0.000,0.659,0.000,0.000,0.000,0.000,0.000,3.608,0.214,0.213,0.190,0.195,0.188,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-public-advocate,Default pass + equal-access public advocate,9000,60.000,7512,50.080,60.000,0.835,1.000,0.542,0.517,0.452,0.112,0.165,0.000,0.000,0.000,0.430,0.018,0.667,0.665,0.230,0.806,0.999,0.564,0.116,0.615,1.662,0.194,0.000,0.000,0.164,0.747,0.000,0.419,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,3.736,0.214,0.213,0.190,0.195,0.188,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-blind-lobby-review,Default pass + blind sponsor/lobby review,9000,60.000,7600,50.667,60.000,0.844,1.000,0.531,0.498,0.448,0.108,0.156,0.000,0.000,0.000,0.456,0.022,0.674,0.666,0.256,0.803,0.996,0.592,0.116,0.615,1.870,0.197,0.000,0.000,0.167,0.755,0.000,0.393,0.000,0.000,0.000,0.674,0.000,0.000,0.000,0.000,0.000,3.637,0.214,0.213,0.190,0.195,0.188,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-defensive-lobby-cap,Default pass + defensive lobbying cap,9000,60.000,7556,50.373,60.000,0.840,1.000,0.532,0.498,0.447,0.108,0.160,0.000,0.000,0.000,0.452,0.024,0.668,0.664,0.257,0.803,0.994,0.595,0.071,0.371,3.025,0.197,0.000,0.000,0.166,0.759,0.000,0.395,0.000,0.000,0.000,0.668,0.000,0.000,0.000,0.000,0.000,5.868,0.213,0.213,0.191,0.196,0.187,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-lobby-channel-bundle,Default pass + channel anti-capture bundle,9000,60.000,7539,50.260,60.000,0.838,1.000,0.541,0.516,0.453,0.113,0.162,0.000,0.000,0.000,0.432,0.015,0.665,0.662,0.222,0.821,0.999,0.535,0.096,0.531,1.945,0.179,0.000,0.000,0.164,0.749,0.000,0.415,0.000,0.000,0.000,0.665,0.000,0.000,0.000,0.000,0.000,4.522,0.213,0.213,0.191,0.196,0.187,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,6857,45.713,57.613,0.762,0.960,0.537,0.518,0.409,0.114,0.238,0.040,0.000,0.000,0.447,0.028,0.601,0.658,0.176,0.813,0.968,0.435,0.000,0.000,0.000,0.187,0.000,0.000,0.152,0.600,0.000,0.411,0.000,0.000,0.000,0.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-compensation,Default pass + compensation amendments,9000,60.000,7596,50.640,60.000,0.844,1.000,0.532,0.493,0.449,0.108,0.156,0.000,0.000,0.000,0.454,0.020,0.671,0.663,0.255,0.803,0.993,0.603,0.000,0.000,0.000,0.197,0.000,0.000,0.123,0.972,0.142,0.414,0.000,0.000,0.000,0.671,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-affected-consent,Default pass + affected-group consent,9000,60.000,6978,46.520,54.020,0.775,0.900,0.535,0.509,0.415,0.114,0.225,0.100,0.000,0.000,0.444,0.025,0.596,0.640,0.242,0.808,0.994,0.539,0.000,0.000,0.000,0.192,0.000,0.000,0.122,0.979,0.150,0.428,0.000,0.000,0.000,0.596,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-alternatives-benefit,Default pass + public-benefit alternatives,9000,60.000,8526,56.840,57.073,0.947,0.951,0.607,0.552,0.575,0.445,0.053,0.049,0.000,0.000,0.169,0.000,0.010,0.007,0.234,0.859,1.000,0.504,0.000,0.000,0.000,0.141,0.944,0.589,0.079,0.204,0.000,0.516,0.000,0.000,0.000,0.010,0.000,0.003,0.006,6.000,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-alternatives-median,Default pass + median-seeking alternatives,9000,60.000,8525,56.833,57.073,0.947,0.951,0.608,0.552,0.576,0.447,0.053,0.049,0.000,0.000,0.168,0.000,0.005,0.003,0.234,0.859,1.000,0.504,0.000,0.000,0.000,0.141,0.951,0.592,0.079,0.201,0.000,0.517,0.000,0.000,0.000,0.005,0.000,0.000,0.003,6.000,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,9000,60.000,5007,33.380,33.380,0.556,0.556,0.667,0.641,0.371,0.489,0.444,0.444,0.000,0.000,0.011,0.003,0.006,0.005,0.195,0.840,0.949,0.373,0.000,0.000,0.000,0.160,0.556,0.333,0.046,0.019,0.000,0.648,0.000,0.000,0.000,0.006,0.000,0.001,0.003,6.000,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-law-registry,Default pass + law registry,9000,60.000,7841,52.273,60.000,0.871,1.000,0.547,0.493,0.477,0.134,0.129,0.000,0.000,0.000,0.405,0.016,0.830,0.597,0.258,0.795,0.996,0.599,0.000,0.000,0.000,0.205,0.000,0.000,0.171,0.803,0.000,0.393,0.552,0.553,5.081,0.830,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,2013,13.420,13.473,0.224,0.225,0.583,0.661,0.130,0.241,0.776,0.534,0.241,0.000,0.207,0.513,0.074,0.251,0.201,0.860,0.620,0.355,0.000,0.000,0.000,0.140,0.000,0.000,0.084,0.098,0.000,0.554,0.000,0.000,0.000,0.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5253,35.020,60.000,0.584,1.000,0.528,0.520,0.308,0.137,0.416,0.000,0.000,0.500,0.378,0.249,0.381,0.532,0.244,0.817,0.870,0.550,0.000,0.000,0.000,0.183,0.000,0.000,0.156,0.472,0.000,0.414,0.000,0.000,0.000,0.381,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2274,15.160,15.273,0.253,0.255,0.580,0.685,0.147,0.257,0.747,0.745,0.000,0.000,0.208,0.472,0.080,0.250,0.163,0.825,0.860,0.270,0.000,0.000,0.000,0.175,0.000,0.000,0.070,0.061,0.000,0.565,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3981,26.540,56.020,0.442,0.934,0.562,0.608,0.249,0.175,0.558,0.066,0.001,0.000,0.244,0.183,0.219,0.398,0.195,0.812,0.909,0.359,0.000,0.000,0.000,0.188,0.000,0.000,0.101,0.229,0.000,0.518,0.000,0.000,0.000,0.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,bicameral-majority,Bicameral simple majority,9000,60.000,1597,10.647,60.000,0.177,1.000,0.623,0.680,0.111,0.281,0.823,0.000,0.000,0.000,0.000,0.585,0.055,0.233,0.201,0.828,0.509,0.356,0.000,0.000,0.000,0.172,0.000,0.000,0.074,0.064,0.000,0.599,0.000,0.000,0.000,0.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,977,6.513,60.000,0.109,1.000,0.635,0.696,0.069,0.307,0.891,0.000,0.000,0.000,0.000,0.728,0.031,0.215,0.204,0.828,0.304,0.356,0.000,0.000,0.000,0.172,0.000,0.000,0.067,0.036,0.000,0.622,0.000,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,543,5
low-polarization,Low Polarization,Legislators are less ideologically clustered.,simple-majority,Unicameral simple majority,9000,60.000,4667,31.113,60.000,0.519,1.000,0.634,0.650,0.329,0.275,0.481,0.000,0.000,0.000,0.000,0.169,0.163,0.222,0.222,0.854,0.871,0.403,0.000,0.000,0.000,0.146,0.000,0.000,0.077,0.277,0.000,0.573,0.000,0.000,0.000,0.163,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,9000,60.000,4695,31.300,60.000,0.522,1.000,0.650,0.657,0.339,0.277,0.478,0.000,0.000,0.000,0.000,0.138,0.170,0.231,0.207,0.868,0.933,0.366,0.000,0.000,0.000,0.132,0.000,0.000,0.074,0.271,0.000,0.586,0.000,0.000,0.000,0.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,supermajority-60,Unicameral 60 percent passage,9000,60.000,2611,17.407,60.000,0.290,1.000,0.682,0.700,0.198,0.350,0.710,0.000,0.000,0.000,0.000,0.408,0.069,0.160,0.217,0.852,0.609,0.376,0.000,0.000,0.000,0.148,0.000,0.000,0.058,0.153,0.000,0.647,0.000,0.000,0.000,0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass,Default pass unless 2/3 block,9000,60.000,7662,51.080,60.000,0.851,1.000,0.574,0.579,0.489,0.196,0.149,0.000,0.000,0.000,0.326,0.023,0.395,0.330,0.239,0.837,0.996,0.473,0.000,0.000,0.000,0.163,0.000,0.000,0.115,0.663,0.000,0.472,0.000,0.000,0.000,0.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-mediation,Default pass + mediated amendments,9000,60.000,8423,56.153,60.000,0.936,1.000,0.568,0.561,0.531,0.198,0.064,0.000,0.000,0.000,0.327,0.008,0.366,0.316,0.245,0.838,0.997,0.511,0.000,0.000,0.000,0.162,0.721,0.089,0.106,0.938,0.086,0.459,0.000,0.000,0.000,0.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,9000,60.000,7658,51.053,60.000,0.851,1.000,0.575,0.577,0.489,0.195,0.149,0.000,0.000,0.000,0.319,0.023,0.394,0.330,0.242,0.837,0.996,0.484,0.111,0.591,1.851,0.163,0.000,0.000,0.115,0.665,0.000,0.472,0.000,0.000,0.000,0.394,0.000,0.000,0.000,0.000,0.000,4.422,0.206,0.197,0.201,0.211,0.185,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-budgeted-lobbying-transparency,Default pass + budgeted lobbying + transparency,9000,60.000,7593,50.620,60.000,0.844,1.000,0.573,0.580,0.483,0.197,0.156,0.000,0.000,0.000,0.330,0.021,0.389,0.329,0.181,0.835,0.997,0.460,0.111,0.591,1.371,0.165,0.000,0.000,0.113,0.633,0.000,0.467,0.000,0.000,0.000,0.389,0.000,0.000,0.000,0.000,0.000,4.403,0.206,0.197,0.201,0.211,0.185,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-budgeted-lobbying-bundle,Default pass + budgeted lobbying + anti-capture bundle,9000,60.000,7029,46.860,58.633,0.781,0.977,0.586,0.595,0.457,0.204,0.219,0.023,0.000,0.000,0.306,0.032,0.354,0.321,0.165,0.852,0.980,0.378,0.111,0.591,1.160,0.148,0.000,0.000,0.103,0.510,0.000,0.488,0.000,0.000,0.000,0.354,0.000,0.000,0.000,0.000,0.000,4.182,0.206,0.197,0.201,0.211,0.185,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-democracy-vouchers,Default pass + democracy vouchers,9000,60.000,7556,50.373,60.000,0.840,1.000,0.584,0.584,0.490,0.202,0.160,0.000,0.000,0.000,0.303,0.021,0.382,0.324,0.220,0.867,0.997,0.431,0.120,0.590,1.533,0.133,0.000,0.000,0.112,0.624,0.000,0.478,0.000,0.000,0.000,0.382,0.000,0.000,0.000,0.000,0.000,4.074,0.206,0.197,0.201,0.211,0.185,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-public-advocate,Default pass + equal-access public advocate,9000,60.000,7584,50.560,60.000,0.843,1.000,0.597,0.599,0.503,0.204,0.157,0.000,0.000,0.000,0.285,0.020,0.392,0.332,0.213,0.845,0.997,0.451,0.120,0.590,1.491,0.155,0.000,0.000,0.112,0.639,0.000,0.502,0.000,0.000,0.000,0.392,0.000,0.000,0.000,0.000,0.000,4.198,0.206,0.197,0.201,0.211,0.185,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-blind-lobby-review,Default pass + blind sponsor/lobby review,9000,60.000,7606,50.707,60.000,0.845,1.000,0.574,0.580,0.485,0.196,0.155,0.000,0.000,0.000,0.324,0.022,0.391,0.330,0.242,0.838,0.994,0.482,0.120,0.590,1.697,0.162,0.000,0.000,0.114,0.658,0.000,0.473,0.000,0.000,0.000,0.391,0.000,0.000,0.000,0.000,0.000,4.070,0.206,0.197,0.201,0.211,0.185,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-defensive-lobby-cap,Default pass + defensive lobbying cap,9000,60.000,7643,50.953,60.000,0.849,1.000,0.574,0.579,0.488,0.195,0.151,0.000,0.000,0.000,0.321,0.022,0.395,0.332,0.241,0.836,0.996,0.483,0.076,0.338,2.707,0.164,0.000,0.000,0.114,0.664,0.000,0.473,0.000,0.000,0.000,0.395,0.000,0.000,0.000,0.000,0.000,6.492,0.206,0.197,0.201,0.213,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-lobby-channel-bundle,Default pass + channel anti-capture bundle,9000,60.000,7653,51.020,60.000,0.850,1.000,0.597,0.597,0.507,0.205,0.150,0.000,0.000,0.000,0.284,0.017,0.395,0.330,0.205,0.855,0.996,0.431,0.100,0.498,1.753,0.145,0.000,0.000,0.113,0.648,0.000,0.498,0.000,0.000,0.000,0.395,0.000,0.000,0.000,0.000,0.000,5.091,0.206,0.198,0.201,0.212,0.184,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,6968,46.453,58.667,0.774,0.978,0.587,0.597,0.454,0.205,0.226,0.022,0.000,0.000,0.306,0.035,0.352,0.322,0.163,0.854,0.980,0.368,0.000,0.000,0.000,0.146,0.000,0.000,0.102,0.503,0.000,0.491,0.000,0.000,0.000,0.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-compensation,Default pass + compensation amendments,9000,60.000,7643,50.953,60.000,0.849,1.000,0.575,0.576,0.488,0.195,0.151,0.000,0.000,0.000,0.321,0.024,0.393,0.331,0.241,0.838,0.994,0.487,0.000,0.000,0.000,0.162,0.000,0.000,0.096,0.893,0.079,0.480,0.000,0.000,0.000,0.393,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-affected-consent,Default pass + affected-group consent,9000,60.000,7369,49.127,56.740,0.819,0.946,0.578,0.584,0.473,0.200,0.181,0.054,0.000,0.000,0.307,0.024,0.372,0.322,0.233,0.838,0.996,0.456,0.000,0.000,0.000,0.162,0.000,0.000,0.094,0.904,0.086,0.489,0.000,0.000,0.000,0.372,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-alternatives-benefit,Default pass + public-benefit alternatives,9000,60.000,8758,58.387,58.540,0.973,0.976,0.647,0.630,0.630,0.582,0.027,0.024,0.000,0.000,0.106,0.000,0.007,0.004,0.223,0.862,1.000,0.420,0.000,0.000,0.000,0.138,0.963,0.386,0.067,0.275,0.000,0.555,0.000,0.000,0.000,0.007,0.000,0.002,0.004,6.000,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-alternatives-median,Default pass + median-seeking alternatives,9000,60.000,8759,58.393,58.540,0.973,0.976,0.648,0.631,0.631,0.587,0.027,0.024,0.000,0.000,0.100,0.000,0.003,0.001,0.222,0.861,1.000,0.419,0.000,0.000,0.000,0.139,0.976,0.389,0.067,0.252,0.000,0.556,0.000,0.000,0.000,0.003,0.000,0.000,0.001,6.000,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,9000,60.000,5703,38.020,38.020,0.634,0.634,0.700,0.702,0.443,0.627,0.366,0.366,0.000,0.000,0.003,0.001,0.004,0.003,0.189,0.858,0.967,0.329,0.000,0.000,0.000,0.142,0.634,0.230,0.040,0.032,0.000,0.670,0.000,0.000,0.000,0.004,0.000,0.001,0.002,6.000,0.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-law-registry,Default pass + law registry,9000,60.000,7829,52.193,60.000,0.870,1.000,0.598,0.574,0.520,0.222,0.130,0.000,0.000,0.000,0.280,0.018,0.549,0.342,0.241,0.825,0.991,0.481,0.000,0.000,0.000,0.175,0.000,0.000,0.118,0.714,0.000,0.473,0.545,0.529,5.117,0.549,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,3975,26.500,26.560,0.442,0.443,0.628,0.667,0.277,0.277,0.558,0.344,0.214,0.000,0.107,0.253,0.135,0.212,0.219,0.883,0.799,0.378,0.000,0.000,0.000,0.117,0.000,0.000,0.075,0.252,0.000,0.574,0.000,0.000,0.000,0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5933,39.553,60.000,0.659,1.000,0.595,0.607,0.392,0.236,0.341,0.000,0.000,0.499,0.177,0.129,0.251,0.266,0.228,0.848,0.940,0.437,0.000,0.000,0.000,0.152,0.000,0.000,0.100,0.450,0.000,0.510,0.000,0.000,0.000,0.251,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,5481,36.540,36.980,0.609,0.616,0.603,0.640,0.367,0.258,0.391,0.384,0.000,0.000,0.190,0.143,0.191,0.216,0.205,0.851,0.973,0.352,0.000,0.000,0.000,0.149,0.000,0.000,0.084,0.301,0.000,0.534,0.000,0.000,0.000,0.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
