caseKey,caseName,caseDescription,caseWeight,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,directionalScore,representativeQuality,riskControl,administrativeFeasibility,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,weakPublicMandatePassage,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,administrativeCost,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,fastLaneRate,middleLaneRate,highRiskLaneRate,challengeExhaustionRate,falseNegativePassRate,publicWillReviewRate,publicSignalMovement,districtAlignment,crossBlocAdmissionRate,affectedGroupSponsorshipRate,averageCosponsors,proposalBondForfeiture,strategicDecoyRate,proposerAccessGini,welfarePerSubmittedBill,vetoes,overriddenVetoes,interChamberConflictRate,secondChamberKillRate,conferenceRate,conferenceSuccessRate,routingDelayCost,shuttleRoundsToAgreement,suspensiveOverrideRate,bicameralDeadlockRate,dischargePetitionRate,committeeOverrideRate,committeeHearingRate,committeeQueueDelay,committeeAmendmentValueAdded,populationSeatDistortion,democraticResponsiveness,seatVoteDistortion,constituencyServiceConcentration,regionalTransferBias,malapportionmentIndex,smallConstituencyVetoRate,populationSupportedButBlockedRate,firstMoverWinRate,amendmentSurvivalRate,mediatorAddedTextShare,upperHouseAmendmentRetentionRate,suspensiveDelayUseRate,committeeAgendaConcentration,committeeCaptureIndex,committeeExpertiseScore,minorityCommitteeAccessRate,committeeFalsePositiveRate,committeeFalseNegativeRate,reportedBillSponsorDiversity,oppositionAmendmentSuccessRate,hearingDiversity,auditFollowThroughRate,scandalDetectionRate,appointmentCaptureRisk,eligibilityExclusionRate,expertiseRepresentationGap,constituencyAccountability,selectorCaptureIndex,legislatorExperienceStock,electoralResponsiveness,turnoverOutsideInfluenceShift,candidatePoolDiversity,contestedSeatRate,vacancyRate,renewalStaggeringIndex,nearTermRenewalShare,recusalRate,conflictDisclosureRate,revolvingDoorTransitionRate,sponsorIndustryAlignment,exAnteReviewRate,reviewDelay,exPostInvalidationRate,draftingErrorRate,referralPartisanSkew,forecastError,publicationCompliance,informationRequestFulfillment,institutionOverrideFrequency,oppositionTrustProxy,independenceInsulationScore,quietCaptureRisk
adversarial-rights-harm,Adversarial Concentrated Rights Harm,Proposals can be broadly supported while imposing severe concentrated rights-like harm.,1.000,committee-scrutiny-audit-majority,Committee scrutiny and audit,4800,60.000,961,12.013,15.600,0.641,0.558,0.888,0.917,0.200,0.260,0.597,0.495,0.120,0.338,0.800,0.000,0.740,0.000,0.000,0.012,0.564,0.047,0.186,0.233,0.906,0.518,0.642,0.000,0.000,0.000,0.094,0.083,0.202,0.011,0.244,0.199,0.202,0.455,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.099,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.058,0.073,0.789,0.471,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.162,0.026,0.740,0.789,0.034,0.000,0.000,0.202,0.647,0.499,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
adversarial-rights-harm,Adversarial Concentrated Rights Harm,Proposals can be broadly supported while imposing severe concentrated rights-like harm.,1.000,committee-public-accounts-majority,Public-accounts committee,4800,60.000,938,11.725,14.025,0.641,0.559,0.895,0.913,0.195,0.234,0.597,0.477,0.117,0.345,0.805,0.000,0.766,0.000,0.000,0.023,0.613,0.043,0.174,0.225,0.915,0.480,0.643,0.000,0.000,0.000,0.085,0.087,0.234,0.013,0.205,0.194,0.234,0.462,0.000,0.000,0.000,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.186,0.093,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.789,0.451,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.076,0.024,0.720,0.789,0.046,0.000,0.000,0.234,0.673,0.475,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
adversarial-rights-harm,Adversarial Concentrated Rights Harm,Proposals can be broadly supported while imposing severe concentrated rights-like harm.,1.000,committee-legal-drafting-majority,Legal and drafting-quality committee,4800,60.000,1425,17.813,27.413,0.652,0.545,0.862,0.905,0.297,0.457,0.591,0.469,0.176,0.320,0.703,0.000,0.543,0.000,0.000,0.024,0.420,0.079,0.213,0.272,0.917,0.640,0.793,0.000,0.000,0.000,0.083,0.095,0.260,0.018,0.284,0.292,0.260,0.427,0.000,0.000,0.000,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.127,0.139,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.197,0.266,0.789,0.435,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.019,0.820,0.789,0.016,0.000,0.000,0.260,0.673,0.628,0.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
adversarial-rights-harm,Adversarial Concentrated Rights Harm,Proposals can be broadly supported while imposing severe concentrated rights-like harm.,1.000,committee-discharge-target-majority,Committee discharge-petition target,4800,60.000,999,12.488,16.300,0.639,0.551,0.882,0.915,0.208,0.272,0.593,0.491,0.123,0.323,0.792,0.000,0.728,0.000,0.000,0.024,0.586,0.052,0.200,0.234,0.910,0.504,0.662,0.000,0.000,0.000,0.090,0.085,0.212,0.009,0.267,0.208,0.212,0.440,0.000,0.000,0.000,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.163,0.102,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.076,0.789,0.510,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.220,0.039,0.640,0.789,0.042,0.000,0.000,0.212,0.616,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
adversarial-rights-harm,Adversarial Concentrated Rights Harm,Proposals can be broadly supported while imposing severe concentrated rights-like harm.,1.000,eligibility-expertise-majority,Expertise eligibility filter,4800,60.000,2334,29.175,60.000,0.675,0.509,0.773,0.930,0.486,1.000,0.601,0.473,0.292,0.261,0.514,0.000,0.000,0.000,0.000,0.120,0.434,0.169,0.290,0.298,0.888,0.706,0.961,0.000,0.000,0.000,0.112,0.070,0.000,0.000,0.571,0.486,0.000,0.321,0.000,0.000,0.000,0.169,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.230,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.055,0.462,0.032,0.678,0.099,0.457,0.678,0.062,1.000,0.746,0.122,0.500,0.346,0.000,0.345,0.416,0.265,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
adversarial-rights-harm,Adversarial Concentrated Rights Harm,Proposals can be broadly supported while imposing severe concentrated rights-like harm.,1.000,appointment-retention-majority,Appointment and retention eligibility filter,4800,60.000,2491,31.138,60.000,0.680,0.507,0.764,0.930,0.519,1.000,0.609,0.466,0.316,0.251,0.481,0.000,0.000,0.000,0.000,0.128,0.401,0.192,0.308,0.300,0.888,0.692,0.980,0.000,0.000,0.000,0.112,0.070,0.000,0.000,0.576,0.519,0.000,0.319,0.000,0.000,0.000,0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.242,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.817,0.693,0.077,0.002,0.459,0.588,0.002,0.030,0.997,0.001,0.353,0.500,0.362,0.000,0.470,0.347,0.265,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
adversarial-rights-harm,Adversarial Concentrated Rights Harm,Proposals can be broadly supported while imposing severe concentrated rights-like harm.,1.000,recusal-cooling-off-majority,Recusal and cooling-off eligibility filter,4800,60.000,2478,30.975,60.000,0.679,0.507,0.764,0.930,0.516,1.000,0.609,0.466,0.314,0.254,0.484,0.000,0.000,0.000,0.000,0.140,0.421,0.189,0.302,0.295,0.888,0.736,0.962,0.000,0.000,0.000,0.112,0.070,0.000,0.000,0.578,0.516,0.000,0.315,0.000,0.000,0.000,0.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.241,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.693,0.069,0.698,0.126,0.457,0.698,0.053,1.000,0.651,0.371,0.500,0.354,0.097,1.000,0.165,0.265,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
adversarial-rights-harm,Adversarial Concentrated Rights Harm,Proposals can be broadly supported while imposing severe concentrated rights-like harm.,1.000,exante-advisory-majority,Ex ante advisory review,4800,60.000,2349,29.363,60.000,0.675,0.507,0.773,0.930,0.489,1.000,0.588,0.489,0.288,0.257,0.511,0.000,0.000,0.000,0.000,0.114,0.423,0.167,0.286,0.299,0.885,0.703,0.935,0.000,0.000,0.000,0.115,0.070,0.000,0.000,0.572,0.489,0.000,0.317,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.239,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.135,0.230,0.144,0.157,0.313,0.720,0.383,0.010,0.426,0.551,0.506
adversarial-rights-harm,Adversarial Concentrated Rights Harm,Proposals can be broadly supported while imposing severe concentrated rights-like harm.,1.000,exante-clearance-majority,Mandatory ex ante legal clearance,4800,60.000,1698,21.225,39.150,0.659,0.519,0.811,0.954,0.354,0.653,0.589,0.501,0.209,0.269,0.646,0.348,0.000,0.000,0.000,0.087,0.542,0.114,0.268,0.250,0.878,0.346,0.760,0.000,0.000,0.000,0.122,0.046,0.000,0.000,0.511,0.354,0.000,0.356,0.000,0.000,0.000,0.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.106,0.177,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.974,0.204,0.234,0.147,0.157,0.313,0.720,0.383,0.000,0.426,0.551,0.506
adversarial-rights-harm,Adversarial Concentrated Rights Harm,Proposals can be broadly supported while imposing severe concentrated rights-like harm.,1.000,independent-insulation-majority,Independent fiscal/electoral/audit insulation bundle,4800,60.000,2355,29.438,60.000,0.676,0.509,0.772,0.930,0.491,1.000,0.589,0.498,0.289,0.256,0.509,0.000,0.000,0.000,0.000,0.118,0.431,0.170,0.290,0.300,0.887,0.728,0.926,0.000,0.000,0.000,0.113,0.070,0.000,0.000,0.571,0.491,0.000,0.317,0.000,0.000,0.000,0.170,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.244,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.085,0.108,0.089,0.157,0.159,0.840,0.636,0.006,0.728,0.789,0.172
adversarial-anti-lobbying-backlash,Adversarial Anti-Lobbying Backlash,"Anti-lobbying reforms are more common, but face stronger defensive lobbying and lower observed support.",1.000,simple-majority,Unicameral simple majority,4800,60.000,1569,19.613,60.000,0.659,0.560,0.819,0.930,0.327,1.000,0.588,0.603,0.192,0.278,0.673,0.000,0.000,0.000,0.000,0.290,0.290,0.110,0.269,0.308,0.860,0.255,0.745,0.000,0.000,0.000,0.140,0.070,0.000,0.000,0.169,0.348,0.000,0.473,0.000,0.000,0.000,0.110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.197,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
adversarial-anti-lobbying-backlash,Adversarial Anti-Lobbying Backlash,"Anti-lobbying reforms are more common, but face stronger defensive lobbying and lower observed support.",1.000,bicameral-majority,Bicameral simple majority,4800,60.000,1044,13.050,60.000,0.640,0.575,0.839,0.930,0.218,1.000,0.618,0.600,0.134,0.299,0.783,0.000,0.000,0.000,0.000,0.219,0.434,0.065,0.238,0.360,0.854,0.119,0.838,0.000,0.000,0.000,0.146,0.070,0.000,0.000,0.167,0.245,0.000,0.505,0.000,0.000,0.000,0.065,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.131,0,0,0.196,0.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
adversarial-anti-lobbying-backlash,Adversarial Anti-Lobbying Backlash,"Anti-lobbying reforms are more common, but face stronger defensive lobbying and lower observed support.",1.000,current-system,Stylized U.S.-like conventional benchmark,4800,60.000,210,2.625,16.838,0.643,0.645,0.903,0.980,0.044,0.281,0.696,0.671,0.030,0.362,0.956,0.719,0.000,0.000,0.000,0.029,0.823,0.010,0.168,0.326,0.823,0.013,0.638,0.000,0.000,0.000,0.177,0.020,0.000,0.000,0.096,0.055,0.000,0.671,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,0.029,55,3,0.374,0.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
adversarial-anti-lobbying-backlash,Adversarial Anti-Lobbying Backlash,"Anti-lobbying reforms are more common, but face stronger defensive lobbying and lower observed support.",1.000,equal-population-unicameral,Equal-population unicameral chamber,4800,60.000,1549,19.363,60.000,0.660,0.562,0.824,0.930,0.323,1.000,0.589,0.602,0.190,0.284,0.677,0.000,0.000,0.000,0.000,0.283,0.299,0.105,0.256,0.311,0.860,0.250,0.762,0.000,0.000,0.000,0.140,0.070,0.000,0.000,0.166,0.328,0.000,0.475,0.000,0.000,0.000,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.194,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.920,0.000,0.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
adversarial-anti-lobbying-backlash,Adversarial Anti-Lobbying Backlash,"Anti-lobbying reforms are more common, but face stronger defensive lobbying and lower observed support.",1.000,proportional-house-majority,Proportional lower-house majority,4800,60.000,1554,19.425,60.000,0.660,0.562,0.823,0.930,0.324,1.000,0.588,0.608,0.190,0.283,0.676,0.000,0.000,0.000,0.000,0.288,0.289,0.106,0.263,0.306,0.859,0.260,0.746,0.000,0.000,0.000,0.141,0.070,0.000,0.000,0.168,0.326,0.000,0.474,0.000,0.000,0.000,0.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.197,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.969,0.000,0.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
adversarial-anti-lobbying-backlash,Adversarial Anti-Lobbying Backlash,"Anti-lobbying reforms are more common, but face stronger defensive lobbying and lower observed support.",1.000,chamber-incongruence-pr-upper,Bicameral incongruence: district House + PR upper house,4800,60.000,1115,13.938,60.000,0.644,0.576,0.839,0.930,0.232,1.000,0.613,0.605,0.142,0.296,0.768,0.000,0.000,0.000,0.000,0.218,0.393,0.072,0.240,0.343,0.857,0.145,0.803,0.000,0.000,0.000,0.143,0.070,0.000,0.000,0.162,0.269,0.000,0.507,0.000,0.000,0.000,0.072,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.141,0,0,0.189,0.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.942,0.009,0.482,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
adversarial-anti-lobbying-backlash,Adversarial Anti-Lobbying Backlash,"Anti-lobbying reforms are more common, but face stronger defensive lobbying and lower observed support.",1.000,malapportioned-upper-chamber,Bicameral malapportioned territorial upper chamber,4800,60.000,1172,14.650,60.000,0.645,0.572,0.834,0.930,0.244,1.000,0.610,0.608,0.149,0.290,0.756,0.000,0.000,0.000,0.000,0.226,0.388,0.077,0.254,0.347,0.856,0.154,0.819,0.000,0.000,0.000,0.144,0.070,0.000,0.000,0.166,0.276,0.000,0.498,0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.148,0,0,0.191,0.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.130,0.788,0.032,0.850,0.130,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
adversarial-anti-lobbying-backlash,Adversarial Anti-Lobbying Backlash,"Anti-lobbying reforms are more common, but face stronger defensive lobbying and lower observed support.",1.000,appointed-upper-chamber,Bicameral mixed appointed upper chamber,4800,60.000,1116,13.950,60.000,0.645,0.576,0.840,0.930,0.233,1.000,0.614,0.608,0.143,0.292,0.768,0.000,0.000,0.000,0.000,0.214,0.404,0.073,0.249,0.348,0.861,0.139,0.816,0.000,0.000,0.000,0.139,0.070,0.000,0.000,0.163,0.253,0.000,0.505,0.000,0.000,0.000,0.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.141,0,0,0.200,0.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.789,0.051,0.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
adversarial-anti-lobbying-backlash,Adversarial Anti-Lobbying Backlash,"Anti-lobbying reforms are more common, but face stronger defensive lobbying and lower observed support.",1.000,asymmetric-senate-cloture,Bicameral House majority + upper cloture,4800,60.000,649,8.113,60.000,0.629,0.595,0.854,0.930,0.135,1.000,0.653,0.606,0.088,0.325,0.865,0.000,0.000,0.000,0.000,0.153,0.588,0.036,0.204,0.405,0.849,0.048,0.909,0.000,0.000,0.000,0.151,0.070,0.000,0.000,0.164,0.171,0.000,0.541,0.000,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.082,0,0,0.200,0.184,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.090,0.850,0.032,0.771,0.090,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
