caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,vetoes,overriddenVetoes
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6434,42.893,50.867,0.715,0.848,0.533,0.477,0.381,0.093,0.285,0.152,0.000,0.000,0.445,0.140,0.578,0.671,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-earned-credits-challenge,Default pass + earned proposal credits + challenge,9000,60.000,5086,33.907,50.387,0.565,0.840,0.520,0.480,0.294,0.103,0.435,0.160,0.000,0.333,0.416,0.307,0.396,0.571,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,8248,54.987,60.000,0.916,1.000,0.506,0.449,0.463,0.081,0.084,0.000,0.000,0.100,0.479,0.054,0.727,0.653,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,7532,50.213,60.000,0.837,1.000,0.509,0.454,0.426,0.086,0.163,0.000,0.000,0.200,0.459,0.103,0.647,0.637,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,5302,35.347,60.000,0.589,1.000,0.524,0.477,0.308,0.109,0.411,0.000,0.000,0.500,0.393,0.268,0.409,0.573,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2855,19.033,60.000,0.317,1.000,0.566,0.552,0.179,0.177,0.683,0.000,0.000,0.829,0.187,0.439,0.149,0.380,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,6577,43.847,60.000,0.731,1.000,0.515,0.462,0.376,0.093,0.269,0.000,0.000,0.333,0.433,0.174,0.551,0.621,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,6542,43.613,60.000,0.727,1.000,0.514,0.463,0.374,0.093,0.273,0.000,0.000,0.333,0.434,0.175,0.546,0.619,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,6538,43.587,60.000,0.726,1.000,0.515,0.464,0.374,0.095,0.274,0.000,0.000,0.333,0.439,0.177,0.541,0.614,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,6519,43.460,60.000,0.724,1.000,0.515,0.464,0.373,0.095,0.276,0.000,0.000,0.333,0.439,0.181,0.533,0.606,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2388,15.920,60.000,0.265,1.000,0.586,0.578,0.155,0.203,0.735,0.000,0.000,0.887,0.074,0.477,0.103,0.315,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2407,16.047,60.000,0.267,1.000,0.586,0.579,0.157,0.201,0.733,0.000,0.000,0.893,0.070,0.474,0.104,0.316,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2403,16.020,60.000,0.267,1.000,0.586,0.580,0.157,0.204,0.733,0.000,0.000,0.892,0.070,0.476,0.102,0.308,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2386,15.907,60.000,0.265,1.000,0.585,0.581,0.155,0.206,0.735,0.000,0.000,0.890,0.077,0.480,0.100,0.306,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2341,15.607,60.000,0.260,1.000,0.586,0.581,0.152,0.206,0.740,0.000,0.000,0.889,0.075,0.492,0.098,0.307,0,0
two-party,Two-Party System,Generated legislators sort into two broad parties.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2412,16.080,60.000,0.268,1.000,0.585,0.577,0.157,0.207,0.732,0.000,0.000,0.876,0.083,0.482,0.102,0.304,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,simple-majority,Unicameral simple majority,9000,60.000,2341,15.607,60.000,0.260,1.000,0.602,0.597,0.157,0.209,0.740,0.000,0.000,0.000,0.000,0.455,0.109,0.338,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,supermajority-60,Unicameral 60 percent passage,9000,60.000,795,5.300,60.000,0.088,1.000,0.672,0.673,0.059,0.337,0.912,0.000,0.000,0.000,0.000,0.755,0.019,0.157,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass,Default pass unless 2/3 block,9000,60.000,7642,50.947,60.000,0.849,1.000,0.532,0.468,0.452,0.091,0.151,0.000,0.000,0.000,0.454,0.020,0.704,0.694,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1778,11.853,11.940,0.198,0.199,0.592,0.616,0.117,0.219,0.802,0.575,0.226,0.000,0.198,0.559,0.066,0.253,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,2892,19.280,60.000,0.321,1.000,0.570,0.563,0.183,0.183,0.679,0.000,0.000,0.815,0.164,0.427,0.145,0.364,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,3463,23.087,23.980,0.385,0.400,0.562,0.591,0.216,0.170,0.615,0.600,0.000,0.000,0.315,0.265,0.168,0.346,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,1160,7.733,7.740,0.129,0.129,0.621,0.692,0.080,0.266,0.871,0.871,0.000,0.000,0.127,0.651,0.038,0.210,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,2229,14.860,24.533,0.248,0.409,0.596,0.613,0.148,0.224,0.752,0.591,0.000,0.313,0.063,0.473,0.087,0.276,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3819,25.460,55.493,0.424,0.925,0.567,0.568,0.240,0.152,0.576,0.075,0.001,0.000,0.233,0.208,0.220,0.417,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-adaptive-track-challenge,Default pass + adaptive tracks + challenge,9000,60.000,3960,26.400,55.513,0.440,0.925,0.561,0.562,0.247,0.153,0.560,0.074,0.000,0.568,0.256,0.205,0.222,0.402,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4045,26.967,60.000,0.449,1.000,0.557,0.585,0.250,0.129,0.551,0.000,0.000,0.000,0.356,0.113,0.267,0.479,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-sunset-challenge,Default pass + sunset trial + challenge,9000,60.000,2310,15.400,60.000,0.257,1.000,0.585,0.616,0.150,0.200,0.743,0.000,0.000,0.813,0.129,0.444,0.101,0.317,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6537,43.580,51.393,0.726,0.857,0.535,0.479,0.388,0.095,0.274,0.143,0.000,0.000,0.445,0.119,0.591,0.677,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-earned-credits-challenge,Default pass + earned proposal credits + challenge,9000,60.000,2405,16.033,50.707,0.267,0.845,0.583,0.586,0.156,0.202,0.733,0.155,0.000,0.712,0.106,0.489,0.107,0.319,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7144,47.627,60.000,0.794,1.000,0.513,0.459,0.407,0.092,0.206,0.000,0.000,0.250,0.450,0.125,0.603,0.623,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,5255,35.033,60.000,0.584,1.000,0.527,0.487,0.308,0.116,0.416,0.000,0.000,0.500,0.376,0.261,0.396,0.555,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,2537,16.913,60.000,0.282,1.000,0.588,0.585,0.166,0.206,0.718,0.000,0.000,0.878,0.077,0.450,0.112,0.320,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2487,16.580,60.000,0.276,1.000,0.589,0.590,0.163,0.207,0.724,0.000,0.000,0.901,0.064,0.458,0.112,0.325,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,2948,19.653,60.000,0.328,1.000,0.570,0.559,0.187,0.176,0.672,0.000,0.000,0.832,0.151,0.423,0.161,0.397,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,2898,19.320,60.000,0.322,1.000,0.569,0.563,0.183,0.179,0.678,0.000,0.000,0.826,0.164,0.430,0.151,0.379,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,3020,20.133,60.000,0.336,1.000,0.568,0.565,0.191,0.184,0.664,0.000,0.000,0.790,0.173,0.414,0.143,0.342,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,3262,21.747,60.000,0.362,1.000,0.557,0.551,0.202,0.179,0.638,0.000,0.000,0.751,0.229,0.398,0.152,0.337,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2551,17.007,60.000,0.283,1.000,0.588,0.585,0.167,0.206,0.717,0.000,0.000,0.885,0.077,0.447,0.115,0.323,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2572,17.147,60.000,0.286,1.000,0.587,0.588,0.168,0.205,0.714,0.000,0.000,0.891,0.072,0.439,0.115,0.323,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2492,16.613,60.000,0.277,1.000,0.588,0.586,0.163,0.207,0.723,0.000,0.000,0.897,0.074,0.461,0.111,0.318,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2498,16.653,60.000,0.278,1.000,0.588,0.586,0.163,0.211,0.722,0.000,0.000,0.887,0.083,0.460,0.106,0.304,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2596,17.307,60.000,0.288,1.000,0.585,0.584,0.169,0.203,0.712,0.000,0.000,0.879,0.079,0.445,0.115,0.322,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2510,16.733,60.000,0.279,1.000,0.586,0.584,0.163,0.208,0.721,0.000,0.000,0.874,0.090,0.457,0.106,0.304,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,simple-majority,Unicameral simple majority,27000,180.000,6565,43.767,180.000,0.243,1.000,0.598,0.593,0.145,0.209,0.757,0.000,0.000,0.000,0.000,0.476,0.100,0.330,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,supermajority-60,Unicameral 60 percent passage,27000,180.000,2034,13.560,180.000,0.075,1.000,0.669,0.674,0.050,0.338,0.925,0.000,0.000,0.000,0.000,0.777,0.016,0.151,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass,Default pass unless 2/3 block,27000,180.000,22671,151.140,180.000,0.840,1.000,0.532,0.467,0.447,0.091,0.160,0.000,0.000,0.000,0.454,0.028,0.701,0.700,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-informed-guarded,Default pass + informed guarded committee,27000,180.000,5176,34.507,34.733,0.192,0.193,0.588,0.611,0.113,0.222,0.808,0.577,0.230,0.000,0.204,0.561,0.063,0.243,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge,Default pass + challenge vouchers,27000,180.000,23170,154.467,180.000,0.858,1.000,0.508,0.451,0.436,0.087,0.142,0.000,0.000,0.167,0.468,0.095,0.665,0.636,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,27000,180.000,5523,36.820,37.080,0.205,0.206,0.583,0.638,0.119,0.244,0.795,0.794,0.000,0.000,0.211,0.554,0.064,0.234,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,27000,180.000,1520,10.133,10.133,0.056,0.056,0.641,0.726,0.036,0.376,0.944,0.944,0.000,0.000,0.053,0.835,0.012,0.115,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,27000,180.000,4752,31.680,37.127,0.176,0.206,0.599,0.643,0.105,0.261,0.824,0.794,0.000,0.110,0.094,0.597,0.051,0.220,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-adaptive-track,Default pass + adaptive tracks,27000,180.000,11260,75.067,166.987,0.417,0.928,0.561,0.564,0.234,0.150,0.583,0.072,0.000,0.000,0.257,0.216,0.215,0.412,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-adaptive-track-challenge,Default pass + adaptive tracks + challenge,27000,180.000,20214,134.760,164.033,0.749,0.911,0.517,0.480,0.387,0.099,0.251,0.089,0.000,0.167,0.448,0.083,0.517,0.561,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-sunset-trial,Default pass + sunset trial,27000,180.000,11960,79.733,180.000,0.443,1.000,0.554,0.582,0.246,0.129,0.557,0.000,0.000,0.000,0.371,0.114,0.265,0.484,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-sunset-challenge,Default pass + sunset trial + challenge,27000,180.000,11978,79.853,180.000,0.444,1.000,0.542,0.571,0.240,0.126,0.556,0.000,0.000,0.167,0.382,0.163,0.253,0.454,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-earned-credits,Default pass + earned proposal credits,27000,180.000,15449,102.993,121.840,0.572,0.677,0.537,0.491,0.308,0.100,0.428,0.323,0.000,0.000,0.437,0.250,0.444,0.641,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-earned-credits-challenge,Default pass + earned proposal credits + challenge,27000,180.000,14240,94.933,120.233,0.527,0.668,0.520,0.485,0.274,0.104,0.473,0.332,0.000,0.167,0.432,0.338,0.368,0.564,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,27000,180.000,25837,172.247,180.000,0.957,1.000,0.505,0.444,0.484,0.081,0.043,0.000,0.000,0.050,0.483,0.030,0.762,0.655,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,27000,180.000,24705,164.700,180.000,0.915,1.000,0.507,0.447,0.464,0.083,0.085,0.000,0.000,0.100,0.477,0.054,0.720,0.647,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,27000,180.000,21257,141.713,180.000,0.787,1.000,0.512,0.457,0.403,0.092,0.213,0.000,0.000,0.250,0.452,0.137,0.596,0.622,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,27000,180.000,17424,116.160,180.000,0.645,1.000,0.519,0.472,0.335,0.105,0.355,0.000,0.000,0.417,0.413,0.227,0.458,0.582,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,27000,180.000,23270,155.133,180.000,0.862,1.000,0.509,0.450,0.438,0.086,0.138,0.000,0.000,0.167,0.464,0.089,0.673,0.642,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,27000,180.000,23196,154.640,180.000,0.859,1.000,0.508,0.450,0.436,0.086,0.141,0.000,0.000,0.167,0.469,0.094,0.668,0.638,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,27000,180.000,23188,154.587,180.000,0.859,1.000,0.509,0.451,0.437,0.087,0.141,0.000,0.000,0.167,0.468,0.091,0.663,0.635,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,27000,180.000,23134,154.227,180.000,0.857,1.000,0.508,0.452,0.436,0.088,0.143,0.000,0.000,0.167,0.468,0.090,0.657,0.630,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,27000,180.000,14254,95.027,180.000,0.528,1.000,0.528,0.488,0.279,0.121,0.472,0.000,0.000,0.561,0.367,0.313,0.345,0.532,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,27000,180.000,7154,47.693,180.000,0.265,1.000,0.582,0.582,0.154,0.207,0.735,0.000,0.000,0.879,0.093,0.478,0.101,0.304,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,27000,180.000,7051,47.007,180.000,0.261,1.000,0.584,0.585,0.152,0.209,0.739,0.000,0.000,0.885,0.087,0.474,0.099,0.303,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,27000,180.000,7104,47.360,180.000,0.263,1.000,0.584,0.582,0.154,0.209,0.737,0.000,0.000,0.890,0.086,0.478,0.100,0.301,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,27000,180.000,7115,47.433,180.000,0.264,1.000,0.584,0.581,0.154,0.208,0.736,0.000,0.000,0.884,0.090,0.478,0.101,0.303,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,27000,180.000,7261,48.407,180.000,0.269,1.000,0.580,0.579,0.156,0.207,0.731,0.000,0.000,0.874,0.099,0.474,0.103,0.303,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,simple-majority,Unicameral simple majority,45000,300.000,11033,73.553,300.000,0.245,1.000,0.596,0.596,0.146,0.209,0.755,0.000,0.000,0.000,0.000,0.481,0.101,0.329,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,supermajority-60,Unicameral 60 percent passage,45000,300.000,3450,23.000,300.000,0.077,1.000,0.667,0.673,0.051,0.345,0.923,0.000,0.000,0.000,0.000,0.782,0.017,0.151,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass,Default pass unless 2/3 block,45000,300.000,37730,251.533,300.000,0.838,1.000,0.532,0.469,0.446,0.091,0.162,0.000,0.000,0.000,0.455,0.027,0.698,0.696,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-informed-guarded,Default pass + informed guarded committee,45000,300.000,8855,59.033,59.500,0.197,0.198,0.587,0.613,0.115,0.218,0.803,0.573,0.229,0.000,0.210,0.564,0.065,0.248,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-challenge,Default pass + challenge vouchers,45000,300.000,41187,274.580,300.000,0.915,1.000,0.506,0.448,0.463,0.083,0.085,0.000,0.000,0.100,0.479,0.053,0.720,0.644,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,45000,300.000,9566,63.773,64.160,0.213,0.214,0.585,0.637,0.124,0.241,0.787,0.786,0.000,0.000,0.195,0.539,0.068,0.241,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,45000,300.000,2951,19.673,19.687,0.066,0.066,0.639,0.727,0.042,0.358,0.934,0.934,0.000,0.000,0.060,0.811,0.015,0.135,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,45000,300.000,8519,56.793,64.493,0.189,0.215,0.594,0.639,0.112,0.255,0.811,0.785,0.000,0.079,0.127,0.578,0.057,0.225,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-adaptive-track,Default pass + adaptive tracks,45000,300.000,18915,126.100,278.520,0.420,0.928,0.561,0.565,0.236,0.151,0.580,0.071,0.001,0.000,0.253,0.217,0.216,0.408,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-adaptive-track-challenge,Default pass + adaptive tracks + challenge,45000,300.000,36223,241.487,273.193,0.805,0.911,0.512,0.472,0.412,0.093,0.195,0.089,0.000,0.100,0.460,0.058,0.572,0.577,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-sunset-trial,Default pass + sunset trial,45000,300.000,20116,134.107,300.000,0.447,1.000,0.554,0.581,0.248,0.129,0.553,0.000,0.000,0.000,0.369,0.118,0.269,0.486,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-sunset-challenge,Default pass + sunset trial + challenge,45000,300.000,21031,140.207,300.000,0.467,1.000,0.541,0.569,0.253,0.121,0.533,0.000,0.000,0.100,0.383,0.133,0.273,0.463,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-earned-credits,Default pass + earned proposal credits,45000,300.000,22769,151.793,177.720,0.506,0.592,0.538,0.503,0.272,0.104,0.494,0.408,0.000,0.000,0.432,0.319,0.381,0.620,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-earned-credits-challenge,Default pass + earned proposal credits + challenge,45000,300.000,22622,150.813,176.107,0.503,0.587,0.519,0.492,0.261,0.100,0.497,0.413,0.000,0.100,0.438,0.361,0.353,0.565,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,45000,300.000,43852,292.347,300.000,0.974,1.000,0.504,0.445,0.491,0.079,0.026,0.000,0.000,0.030,0.488,0.016,0.778,0.654,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,45000,300.000,42743,284.953,300.000,0.950,1.000,0.505,0.446,0.480,0.081,0.050,0.000,0.000,0.060,0.483,0.031,0.754,0.651,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,45000,300.000,39301,262.007,300.000,0.873,1.000,0.508,0.451,0.443,0.085,0.127,0.000,0.000,0.150,0.470,0.078,0.680,0.638,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,45000,300.000,35543,236.953,300.000,0.790,1.000,0.511,0.458,0.403,0.091,0.210,0.000,0.000,0.249,0.451,0.134,0.598,0.621,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,45000,300.000,41337,275.580,300.000,0.919,1.000,0.506,0.448,0.465,0.082,0.081,0.000,0.000,0.100,0.477,0.051,0.725,0.647,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,45000,300.000,41248,274.987,300.000,0.917,1.000,0.506,0.448,0.464,0.082,0.083,0.000,0.000,0.100,0.477,0.053,0.723,0.646,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,45000,300.000,41147,274.313,300.000,0.914,1.000,0.506,0.449,0.463,0.083,0.086,0.000,0.000,0.100,0.478,0.054,0.718,0.643,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,45000,300.000,41116,274.107,300.000,0.914,1.000,0.506,0.449,0.462,0.083,0.086,0.000,0.000,0.100,0.478,0.052,0.715,0.641,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,45000,300.000,32269,215.127,300.000,0.717,1.000,0.514,0.464,0.369,0.097,0.283,0.000,0.000,0.337,0.434,0.185,0.526,0.600,0,0
