caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,vetoes,overriddenVetoes
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7885,52.567,60.000,0.876,1.000,0.507,0.446,0.444,0.086,0.124,0.000,0.000,0.150,0.472,0.080,0.684,0.643,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6761,45.073,60.000,0.751,1.000,0.511,0.457,0.384,0.096,0.249,0.000,0.000,0.299,0.446,0.160,0.554,0.606,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3394,22.627,60.000,0.377,1.000,0.556,0.534,0.210,0.167,0.623,0.000,0.000,0.742,0.232,0.376,0.186,0.399,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2620,17.467,60.000,0.291,1.000,0.582,0.570,0.169,0.197,0.709,0.000,0.000,0.873,0.094,0.424,0.121,0.333,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5370,35.800,60.000,0.597,1.000,0.523,0.476,0.312,0.112,0.403,0.000,0.000,0.499,0.377,0.239,0.415,0.569,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5250,35.000,60.000,0.583,1.000,0.524,0.477,0.305,0.113,0.417,0.000,0.000,0.499,0.385,0.262,0.398,0.559,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5207,34.713,60.000,0.579,1.000,0.525,0.483,0.304,0.118,0.421,0.000,0.000,0.499,0.383,0.258,0.378,0.536,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5182,34.547,60.000,0.576,1.000,0.524,0.488,0.302,0.121,0.424,0.000,0.000,0.498,0.385,0.246,0.357,0.511,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2556,17.040,60.000,0.284,1.000,0.583,0.573,0.166,0.200,0.716,0.000,0.000,0.879,0.082,0.445,0.117,0.333,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2602,17.347,60.000,0.289,1.000,0.584,0.572,0.169,0.198,0.711,0.000,0.000,0.884,0.081,0.427,0.121,0.335,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2571,17.140,60.000,0.286,1.000,0.584,0.574,0.167,0.198,0.714,0.000,0.000,0.891,0.068,0.431,0.120,0.338,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2570,17.133,60.000,0.286,1.000,0.583,0.573,0.166,0.198,0.714,0.000,0.000,0.884,0.081,0.431,0.117,0.331,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2620,17.467,60.000,0.291,1.000,0.581,0.571,0.169,0.198,0.709,0.000,0.000,0.875,0.091,0.427,0.119,0.332,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2656,17.707,60.000,0.295,1.000,0.580,0.569,0.171,0.196,0.705,0.000,0.000,0.865,0.094,0.424,0.124,0.340,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,simple-majority,Unicameral simple majority,9000,60.000,2049,13.660,60.000,0.228,1.000,0.595,0.592,0.136,0.215,0.772,0.000,0.000,0.000,0.000,0.506,0.093,0.322,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,supermajority-60,Unicameral 60 percent passage,9000,60.000,653,4.353,60.000,0.073,1.000,0.667,0.675,0.048,0.348,0.927,0.000,0.000,0.000,0.000,0.784,0.015,0.152,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass,Default pass unless 2/3 block,9000,60.000,7496,49.973,60.000,0.833,1.000,0.530,0.467,0.442,0.091,0.167,0.000,0.000,0.000,0.457,0.028,0.693,0.701,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1689,11.260,11.300,0.188,0.188,0.583,0.608,0.109,0.221,0.812,0.576,0.235,0.000,0.210,0.581,0.062,0.243,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5164,34.427,60.000,0.574,1.000,0.521,0.482,0.299,0.116,0.426,0.000,0.000,0.500,0.396,0.270,0.387,0.552,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1836,12.240,12.313,0.204,0.205,0.580,0.635,0.118,0.245,0.796,0.795,0.000,0.000,0.223,0.558,0.064,0.233,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,544,3.627,3.633,0.060,0.061,0.635,0.716,0.038,0.373,0.940,0.939,0.000,0.000,0.061,0.822,0.013,0.127,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,1435,9.567,12.313,0.159,0.205,0.607,0.645,0.097,0.277,0.841,0.795,0.000,0.141,0.040,0.618,0.044,0.206,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3773,25.153,55.387,0.419,0.923,0.558,0.561,0.234,0.151,0.581,0.077,0.000,0.000,0.279,0.223,0.217,0.410,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-adaptive-track-challenge,Default pass + adaptive tracks + challenge,9000,60.000,4407,29.380,55.447,0.490,0.924,0.542,0.535,0.266,0.135,0.510,0.076,0.000,0.489,0.335,0.187,0.274,0.452,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4016,26.773,60.000,0.446,1.000,0.552,0.578,0.246,0.131,0.554,0.000,0.000,0.000,0.377,0.121,0.258,0.471,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-sunset-challenge,Default pass + sunset trial + challenge,9000,60.000,3095,20.633,60.000,0.344,1.000,0.549,0.581,0.189,0.155,0.656,0.000,0.000,0.500,0.315,0.328,0.169,0.390,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6353,42.353,50.807,0.706,0.847,0.532,0.477,0.375,0.094,0.294,0.153,0.000,0.000,0.449,0.138,0.572,0.680,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-earned-credits-challenge,Default pass + earned proposal credits + challenge,9000,60.000,3735,24.900,50.307,0.415,0.838,0.530,0.510,0.220,0.135,0.585,0.162,0.000,0.500,0.349,0.403,0.247,0.482,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7859,52.393,60.000,0.873,1.000,0.505,0.449,0.441,0.085,0.127,0.000,0.000,0.150,0.475,0.077,0.679,0.640,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6698,44.653,60.000,0.744,1.000,0.510,0.460,0.380,0.096,0.256,0.000,0.000,0.300,0.451,0.173,0.551,0.609,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3234,21.560,60.000,0.359,1.000,0.547,0.533,0.197,0.164,0.641,0.000,0.000,0.748,0.265,0.418,0.187,0.421,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2346,15.640,60.000,0.261,1.000,0.578,0.577,0.151,0.207,0.739,0.000,0.000,0.886,0.106,0.493,0.102,0.309,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5235,34.900,60.000,0.582,1.000,0.521,0.477,0.303,0.113,0.418,0.000,0.000,0.500,0.397,0.269,0.404,0.566,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5197,34.647,60.000,0.577,1.000,0.520,0.479,0.300,0.114,0.423,0.000,0.000,0.500,0.399,0.275,0.398,0.562,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5133,34.220,60.000,0.570,1.000,0.520,0.485,0.297,0.118,0.430,0.000,0.000,0.500,0.404,0.275,0.373,0.534,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5146,34.307,60.000,0.572,1.000,0.521,0.489,0.298,0.121,0.428,0.000,0.000,0.500,0.398,0.264,0.363,0.518,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2253,15.020,60.000,0.250,1.000,0.582,0.583,0.146,0.213,0.750,0.000,0.000,0.896,0.083,0.500,0.094,0.294,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2216,14.773,60.000,0.246,1.000,0.583,0.580,0.144,0.214,0.754,0.000,0.000,0.905,0.069,0.512,0.095,0.303,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2203,14.687,60.000,0.245,1.000,0.584,0.584,0.143,0.215,0.755,0.000,0.000,0.907,0.072,0.506,0.093,0.298,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2267,15.113,60.000,0.252,1.000,0.583,0.582,0.147,0.216,0.748,0.000,0.000,0.898,0.077,0.500,0.092,0.286,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2241,14.940,60.000,0.249,1.000,0.581,0.580,0.145,0.215,0.751,0.000,0.000,0.893,0.088,0.504,0.092,0.285,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2231,14.873,60.000,0.248,1.000,0.582,0.578,0.144,0.220,0.752,0.000,0.000,0.889,0.091,0.510,0.090,0.277,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",simple-majority,Unicameral simple majority,9000,60.000,1771,11.807,60.000,0.197,1.000,0.579,0.613,0.114,0.213,0.803,0.000,0.000,0.000,0.000,0.549,0.078,0.323,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",supermajority-60,Unicameral 60 percent passage,9000,60.000,451,3.007,60.000,0.050,1.000,0.650,0.697,0.033,0.342,0.950,0.000,0.000,0.000,0.000,0.845,0.010,0.150,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass,Default pass unless 2/3 block,9000,60.000,7444,49.627,60.000,0.827,1.000,0.519,0.471,0.429,0.086,0.173,0.000,0.000,0.000,0.489,0.035,0.688,0.701,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1509,10.060,10.133,0.168,0.169,0.561,0.621,0.094,0.214,0.832,0.560,0.271,0.000,0.272,0.618,0.057,0.251,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5056,33.707,60.000,0.562,1.000,0.505,0.482,0.284,0.106,0.438,0.000,0.000,0.500,0.432,0.294,0.389,0.575,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1426,9.507,9.573,0.158,0.160,0.566,0.669,0.090,0.254,0.842,0.840,0.000,0.000,0.234,0.612,0.044,0.207,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,265,1.767,1.767,0.029,0.029,0.625,0.771,0.018,0.398,0.971,0.971,0.000,0.000,0.049,0.907,0.006,0.108,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,1147,7.647,9.673,0.127,0.161,0.584,0.673,0.074,0.282,0.873,0.839,0.000,0.103,0.095,0.673,0.032,0.183,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3527,23.513,55.673,0.392,0.928,0.542,0.575,0.212,0.148,0.608,0.071,0.001,0.000,0.304,0.238,0.199,0.412,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-adaptive-track-challenge,Default pass + adaptive tracks + challenge,9000,60.000,4284,28.560,55.653,0.476,0.928,0.524,0.543,0.249,0.132,0.524,0.072,0.001,0.490,0.390,0.200,0.263,0.455,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,3956,26.373,60.000,0.440,1.000,0.533,0.583,0.234,0.122,0.560,0.000,0.000,0.000,0.418,0.120,0.264,0.492,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-sunset-challenge,Default pass + sunset trial + challenge,9000,60.000,2985,19.900,60.000,0.332,1.000,0.531,0.587,0.176,0.146,0.668,0.000,0.000,0.500,0.354,0.345,0.168,0.407,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6308,42.053,50.933,0.701,0.849,0.521,0.482,0.365,0.091,0.299,0.151,0.000,0.000,0.481,0.139,0.563,0.675,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-earned-credits-challenge,Default pass + earned proposal credits + challenge,9000,60.000,3606,24.040,50.260,0.401,0.838,0.517,0.514,0.207,0.129,0.599,0.162,0.000,0.500,0.385,0.410,0.238,0.490,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7811,52.073,60.000,0.868,1.000,0.493,0.451,0.428,0.080,0.132,0.000,0.000,0.150,0.504,0.084,0.671,0.639,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6656,44.373,60.000,0.740,1.000,0.497,0.461,0.368,0.089,0.260,0.000,0.000,0.300,0.483,0.170,0.548,0.612,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3068,20.453,60.000,0.341,1.000,0.530,0.544,0.181,0.160,0.659,0.000,0.000,0.746,0.317,0.440,0.175,0.420,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2122,14.147,60.000,0.236,1.000,0.558,0.593,0.131,0.208,0.764,0.000,0.000,0.885,0.158,0.533,0.087,0.295,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5095,33.967,60.000,0.566,1.000,0.505,0.479,0.286,0.103,0.434,0.000,0.000,0.500,0.435,0.291,0.401,0.587,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5047,33.647,60.000,0.561,1.000,0.505,0.481,0.283,0.103,0.439,0.000,0.000,0.500,0.440,0.299,0.396,0.586,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5003,33.353,60.000,0.556,1.000,0.506,0.487,0.281,0.111,0.444,0.000,0.000,0.500,0.442,0.297,0.371,0.553,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5039,33.593,60.000,0.560,1.000,0.502,0.491,0.281,0.112,0.440,0.000,0.000,0.500,0.451,0.282,0.359,0.532,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,1987,13.247,60.000,0.221,1.000,0.562,0.599,0.124,0.214,0.779,0.000,0.000,0.898,0.125,0.537,0.079,0.286,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2048,13.653,60.000,0.228,1.000,0.563,0.599,0.128,0.210,0.772,0.000,0.000,0.902,0.104,0.526,0.085,0.303,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2001,13.340,60.000,0.222,1.000,0.562,0.597,0.125,0.213,0.778,0.000,0.000,0.903,0.125,0.541,0.081,0.295,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-escalation-q6-s082,Default pass + q=6 challenge escalation s=.82,9000,60.000,2056,13.707,60.000,0.228,1.000,0.562,0.599,0.128,0.211,0.772,0.000,0.000,0.900,0.121,0.527,0.082,0.289,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-escalation-q12-s082,Default pass + q=12 challenge escalation s=.82,9000,60.000,2046,13.640,60.000,0.227,1.000,0.560,0.594,0.127,0.215,0.773,0.000,0.000,0.890,0.137,0.535,0.079,0.275,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",default-pass-escalation-q20-s082,Default pass + q=20 challenge escalation s=.82,9000,60.000,2086,13.907,60.000,0.232,1.000,0.557,0.592,0.129,0.215,0.768,0.000,0.000,0.886,0.145,0.532,0.083,0.287,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",simple-majority,Unicameral simple majority,9000,60.000,2587,17.247,60.000,0.287,1.000,0.611,0.584,0.176,0.203,0.713,0.000,0.000,0.000,0.000,0.429,0.125,0.346,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",supermajority-60,Unicameral 60 percent passage,9000,60.000,927,6.180,60.000,0.103,1.000,0.683,0.666,0.070,0.323,0.897,0.000,0.000,0.000,0.000,0.716,0.025,0.187,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass,Default pass unless 2/3 block,9000,60.000,7725,51.500,60.000,0.858,1.000,0.541,0.471,0.464,0.095,0.142,0.000,0.000,0.000,0.435,0.021,0.705,0.683,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1932,12.880,12.953,0.215,0.216,0.606,0.611,0.130,0.222,0.785,0.580,0.204,0.000,0.187,0.529,0.071,0.250,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5326,35.507,60.000,0.592,1.000,0.540,0.491,0.319,0.121,0.408,0.000,0.000,0.500,0.347,0.243,0.394,0.545,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2259,15.060,15.133,0.251,0.252,0.599,0.619,0.150,0.235,0.749,0.748,0.000,0.000,0.180,0.508,0.087,0.264,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-cross-bloc-strong,Default pass + strong cross-bloc cosponsors,9000,60.000,829,5.527,5.533,0.092,0.092,0.652,0.685,0.060,0.361,0.908,0.908,0.000,0.000,0.074,0.773,0.021,0.141,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-cross-bloc-challenge,Default pass + cross-bloc cosponsors + challenge,9000,60.000,1854,12.360,15.180,0.206,0.253,0.623,0.627,0.128,0.256,0.794,0.747,0.000,0.175,0.035,0.556,0.064,0.244,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,4127,27.513,56.320,0.459,0.939,0.576,0.558,0.264,0.152,0.541,0.061,0.000,0.000,0.215,0.184,0.237,0.410,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-adaptive-track-challenge,Default pass + adaptive tracks + challenge,9000,60.000,4667,31.113,56.280,0.519,0.938,0.561,0.538,0.291,0.140,0.481,0.062,0.000,0.489,0.286,0.167,0.285,0.440,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4224,28.160,60.000,0.469,1.000,0.570,0.579,0.267,0.134,0.531,0.000,0.000,0.000,0.336,0.097,0.279,0.481,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-sunset-challenge,Default pass + sunset trial + challenge,9000,60.000,3309,22.060,60.000,0.368,1.000,0.576,0.586,0.212,0.160,0.632,0.000,0.000,0.500,0.250,0.286,0.185,0.403,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6651,44.340,51.633,0.739,0.861,0.543,0.480,0.401,0.098,0.261,0.139,0.000,0.000,0.426,0.118,0.596,0.669,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-earned-credits-challenge,Default pass + earned proposal credits + challenge,9000,60.000,4033,26.887,50.967,0.448,0.849,0.552,0.517,0.247,0.139,0.552,0.151,0.000,0.500,0.293,0.345,0.267,0.484,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t3-s082,Default pass + party challenge vouchers t=3 s=.82,9000,60.000,7902,52.680,60.000,0.878,1.000,0.519,0.456,0.456,0.090,0.122,0.000,0.000,0.150,0.450,0.067,0.681,0.635,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t6-s082,Default pass + party challenge vouchers t=6 s=.82,9000,60.000,6807,45.380,60.000,0.756,1.000,0.526,0.468,0.398,0.100,0.244,0.000,0.000,0.300,0.417,0.143,0.558,0.602,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t15-s082,Default pass + party challenge vouchers t=15 s=.82,9000,60.000,3611,24.073,60.000,0.401,1.000,0.573,0.543,0.230,0.169,0.599,0.000,0.000,0.745,0.197,0.350,0.203,0.408,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t25-s082,Default pass + party challenge vouchers t=25 s=.82,9000,60.000,2921,19.473,60.000,0.325,1.000,0.597,0.574,0.194,0.197,0.675,0.000,0.000,0.866,0.071,0.402,0.137,0.338,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s050,Default pass + party challenge vouchers t=10 s=.50,9000,60.000,5438,36.253,60.000,0.604,1.000,0.539,0.487,0.326,0.118,0.396,0.000,0.000,0.500,0.352,0.229,0.416,0.561,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s065,Default pass + party challenge vouchers t=10 s=.65,9000,60.000,5406,36.040,60.000,0.601,1.000,0.539,0.490,0.324,0.120,0.399,0.000,0.000,0.500,0.347,0.233,0.408,0.555,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s100,Default pass + party challenge vouchers t=10 s=1.00,9000,60.000,5332,35.547,60.000,0.592,1.000,0.540,0.493,0.320,0.125,0.408,0.000,0.000,0.500,0.352,0.240,0.382,0.526,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-party-t10-s125,Default pass + party challenge vouchers t=10 s=1.25,9000,60.000,5251,35.007,60.000,0.583,1.000,0.540,0.496,0.315,0.127,0.417,0.000,0.000,0.500,0.353,0.247,0.363,0.506,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-member-t1-s082,Default pass + member challenge vouchers t=1 s=.82,9000,60.000,2865,19.100,60.000,0.318,1.000,0.598,0.575,0.190,0.199,0.682,0.000,0.000,0.870,0.061,0.407,0.134,0.341,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-member-t2-s082,Default pass + member challenge vouchers t=2 s=.82,9000,60.000,2793,18.620,60.000,0.310,1.000,0.599,0.577,0.186,0.201,0.690,0.000,0.000,0.880,0.059,0.412,0.132,0.342,0,0
high-compromise,High Compromise Culture,"Members are more inclined toward moderate, incremental bills.",default-pass-challenge-member-t3-s082,Default pass + member challenge vouchers t=3 s=.82,9000,60.000,2850,19.000,60.000,0.317,1.000,0.599,0.572,0.190,0.198,0.683,0.000,0.000,0.881,0.059,0.414,0.133,0.336,0,0
