caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,vetoes,overriddenVetoes
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,2013,13.420,13.527,0.224,0.225,0.585,0.661,0.131,0.242,0.776,0.539,0.235,0.000,0.209,0.513,0.074,0.250,0.200,0.861,0.635,0.349,0.000,0.000,0.000,0.139,0.000,0.000,0.082,0.095,0.000,0.556,0.000,0.000,0.000,0.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-public-interest-screen,Default pass + public-interest screen,9000,60.000,6913,46.087,54.387,0.768,0.906,0.535,0.515,0.411,0.113,0.232,0.094,0.000,0.000,0.445,0.048,0.602,0.652,0.215,0.807,0.952,0.428,0.000,0.000,0.000,0.193,0.000,0.000,0.153,0.600,0.000,0.411,0.000,0.000,0.000,0.602,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-citizen-certificate,Default pass + citizen certificate,9000,60.000,4030,26.867,60.000,0.448,1.000,0.562,0.622,0.251,0.165,0.552,0.000,0.000,0.000,0.243,0.068,0.264,0.487,0.209,0.820,0.954,0.385,0.000,0.000,0.000,0.180,0.000,0.000,0.099,0.222,0.000,0.557,0.000,0.000,0.000,0.264,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.334,0.502,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2278,15.187,15.280,0.253,0.255,0.581,0.685,0.147,0.257,0.747,0.745,0.000,0.000,0.201,0.472,0.081,0.249,0.163,0.825,0.856,0.269,0.000,0.000,0.000,0.175,0.000,0.000,0.070,0.061,0.000,0.565,0.000,0.000,0.000,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3977,26.513,55.987,0.442,0.933,0.562,0.609,0.248,0.177,0.558,0.066,0.001,0.000,0.252,0.182,0.219,0.396,0.194,0.813,0.916,0.356,0.000,0.000,0.000,0.187,0.000,0.000,0.101,0.235,0.000,0.519,0.000,0.000,0.000,0.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,9000,60.000,5007,33.380,33.380,0.556,0.556,0.666,0.641,0.371,0.488,0.444,0.444,0.000,0.000,0.014,0.003,0.006,0.005,0.195,0.840,0.949,0.373,0.000,0.000,0.000,0.160,0.556,0.333,0.046,0.019,0.000,0.648,0.000,0.000,0.000,0.006,0.000,0.001,0.003,6.000,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-law-registry,Default pass + law registry,9000,60.000,7832,52.213,60.000,0.870,1.000,0.548,0.494,0.477,0.134,0.130,0.000,0.000,0.000,0.403,0.019,0.830,0.598,0.256,0.795,0.994,0.591,0.000,0.000,0.000,0.205,0.000,0.000,0.170,0.799,0.000,0.393,0.548,0.556,5.084,0.830,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,bicameral-majority,Bicameral simple majority,9000,60.000,1564,10.427,60.000,0.174,1.000,0.621,0.678,0.108,0.280,0.826,0.000,0.000,0.000,0.000,0.591,0.054,0.239,0.201,0.831,0.503,0.361,0.000,0.000,0.000,0.169,0.000,0.000,0.074,0.065,0.000,0.598,0.000,0.000,0.000,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
baseline,Baseline,Moderately polarized three-party legislature.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,1015,6.767,60.000,0.113,1.000,0.634,0.691,0.072,0.304,0.887,0.000,0.000,0.000,0.000,0.716,0.031,0.211,0.199,0.831,0.349,0.352,0.000,0.000,0.000,0.169,0.000,0.000,0.064,0.034,0.000,0.622,0.000,0.000,0.000,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,485,2
low-polarization,Low Polarization,Legislators are less ideologically clustered.,simple-majority,Unicameral simple majority,9000,60.000,4667,31.113,60.000,0.519,1.000,0.634,0.650,0.329,0.275,0.481,0.000,0.000,0.000,0.000,0.169,0.163,0.222,0.222,0.854,0.871,0.403,0.000,0.000,0.000,0.146,0.000,0.000,0.077,0.277,0.000,0.573,0.000,0.000,0.000,0.163,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,supermajority-60,Unicameral 60 percent passage,9000,60.000,2586,17.240,60.000,0.287,1.000,0.683,0.703,0.196,0.350,0.713,0.000,0.000,0.000,0.000,0.407,0.069,0.162,0.215,0.851,0.590,0.367,0.000,0.000,0.000,0.149,0.000,0.000,0.057,0.144,0.000,0.651,0.000,0.000,0.000,0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass,Default pass unless 2/3 block,9000,60.000,7653,51.020,60.000,0.850,1.000,0.574,0.579,0.488,0.196,0.150,0.000,0.000,0.000,0.329,0.023,0.395,0.332,0.239,0.837,0.996,0.474,0.000,0.000,0.000,0.163,0.000,0.000,0.114,0.655,0.000,0.472,0.000,0.000,0.000,0.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-weighted-agenda-lottery,Default pass + weighted agenda lottery,9000,60.000,3731,24.873,28.000,0.415,0.467,0.588,0.610,0.244,0.209,0.585,0.533,0.000,0.000,0.276,0.456,0.183,0.314,0.213,0.842,0.573,0.392,0.000,0.000,0.000,0.158,0.000,0.000,0.096,0.275,0.000,0.511,0.000,0.000,0.000,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-random-agenda-lottery,Default pass + random agenda lottery,9000,60.000,3190,21.267,25.000,0.354,0.417,0.574,0.580,0.204,0.199,0.646,0.583,0.000,0.000,0.320,0.591,0.163,0.327,0.236,0.840,0.424,0.470,0.000,0.000,0.000,0.160,0.000,0.000,0.113,0.290,0.000,0.475,0.000,0.000,0.000,0.163,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-quadratic-attention,Default pass + quadratic attention budget,9000,60.000,6143,40.953,45.720,0.683,0.762,0.587,0.604,0.400,0.218,0.317,0.238,0.000,0.000,0.284,0.127,0.261,0.268,0.211,0.846,0.926,0.387,0.000,0.000,0.000,0.154,0.000,0.000,0.093,0.344,0.000,0.506,0.000,0.000,0.000,0.261,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.303,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-public-objection,Default pass + public objection window,9000,60.000,5802,38.680,60.000,0.645,1.000,0.608,0.627,0.392,0.240,0.355,0.000,0.000,0.000,0.160,0.071,0.233,0.253,0.214,0.846,0.973,0.388,0.000,0.000,0.000,0.154,0.000,0.000,0.084,0.373,0.000,0.540,0.000,0.000,0.000,0.233,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.475,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-repeal-window,Default pass + public repeal window,9000,60.000,6432,42.880,60.000,0.715,1.000,0.594,0.612,0.425,0.223,0.285,0.000,0.000,0.000,0.239,0.048,0.278,0.272,0.216,0.848,0.991,0.396,0.000,0.000,0.000,0.152,0.000,0.000,0.092,0.435,0.000,0.519,0.000,0.000,0.000,0.278,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.316,0.378,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,7014,46.760,54.600,0.779,0.910,0.578,0.584,0.450,0.199,0.221,0.090,0.000,0.000,0.312,0.083,0.355,0.322,0.235,0.839,0.924,0.461,0.000,0.000,0.000,0.161,0.000,0.000,0.111,0.571,0.000,0.479,0.000,0.000,0.000,0.355,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5964,39.760,60.000,0.663,1.000,0.593,0.607,0.393,0.234,0.337,0.000,0.000,0.499,0.183,0.126,0.254,0.268,0.229,0.848,0.931,0.438,0.000,0.000,0.000,0.152,0.000,0.000,0.100,0.450,0.000,0.509,0.000,0.000,0.000,0.254,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,3970,26.467,26.533,0.441,0.442,0.627,0.667,0.276,0.277,0.559,0.341,0.216,0.000,0.101,0.248,0.135,0.210,0.216,0.882,0.810,0.373,0.000,0.000,0.000,0.118,0.000,0.000,0.075,0.247,0.000,0.574,0.000,0.000,0.000,0.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-public-interest-screen,Default pass + public-interest screen,9000,60.000,7095,47.300,55.493,0.788,0.925,0.578,0.593,0.455,0.201,0.212,0.075,0.000,0.000,0.316,0.042,0.359,0.323,0.206,0.840,0.971,0.366,0.000,0.000,0.000,0.160,0.000,0.000,0.103,0.501,0.000,0.488,0.000,0.000,0.000,0.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-citizen-certificate,Default pass + citizen certificate,9000,60.000,5483,36.553,60.000,0.609,1.000,0.612,0.648,0.373,0.242,0.391,0.000,0.000,0.000,0.115,0.034,0.231,0.270,0.218,0.857,0.979,0.387,0.000,0.000,0.000,0.143,0.000,0.000,0.080,0.329,0.000,0.593,0.000,0.000,0.000,0.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.465,0.575,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,5455,36.367,36.973,0.606,0.616,0.605,0.641,0.366,0.259,0.394,0.384,0.000,0.000,0.186,0.143,0.190,0.215,0.204,0.851,0.974,0.352,0.000,0.000,0.000,0.149,0.000,0.000,0.084,0.301,0.000,0.536,0.000,0.000,0.000,0.190,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,5725,38.167,58.400,0.636,0.973,0.610,0.632,0.388,0.238,0.364,0.026,0.000,0.000,0.143,0.067,0.235,0.260,0.211,0.848,0.973,0.379,0.000,0.000,0.000,0.152,0.000,0.000,0.084,0.370,0.000,0.547,0.000,0.000,0.000,0.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,9000,60.000,5703,38.020,38.020,0.634,0.634,0.701,0.702,0.444,0.628,0.366,0.366,0.000,0.000,0.002,0.001,0.004,0.003,0.189,0.858,0.967,0.329,0.000,0.000,0.000,0.142,0.634,0.230,0.040,0.032,0.000,0.670,0.000,0.000,0.000,0.004,0.000,0.001,0.002,6.000,0.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-law-registry,Default pass + law registry,9000,60.000,7846,52.307,60.000,0.872,1.000,0.598,0.573,0.521,0.220,0.128,0.000,0.000,0.000,0.284,0.022,0.557,0.346,0.241,0.824,0.996,0.481,0.000,0.000,0.000,0.176,0.000,0.000,0.118,0.705,0.000,0.473,0.543,0.532,5.122,0.557,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,bicameral-majority,Bicameral simple majority,9000,60.000,3702,24.680,60.000,0.411,1.000,0.653,0.671,0.269,0.304,0.589,0.000,0.000,0.000,0.000,0.270,0.117,0.199,0.216,0.853,0.761,0.383,0.000,0.000,0.000,0.147,0.000,0.000,0.070,0.226,0.000,0.603,0.000,0.000,0.000,0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,2601,17.340,60.000,0.289,1.000,0.670,0.688,0.193,0.330,0.711,0.000,0.000,0.000,0.000,0.442,0.074,0.177,0.220,0.851,0.530,0.381,0.000,0.000,0.000,0.149,0.000,0.000,0.061,0.150,0.000,0.631,0.000,0.000,0.000,0.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1034,18
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,simple-majority,Unicameral simple majority,9000,60.000,1501,10.007,60.000,0.167,1.000,0.578,0.647,0.096,0.221,0.833,0.000,0.000,0.000,0.000,0.599,0.062,0.305,0.205,0.812,0.552,0.398,0.000,0.000,0.000,0.188,0.000,0.000,0.087,0.075,0.000,0.556,0.000,0.000,0.000,0.062,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,supermajority-60,Unicameral 60 percent passage,9000,60.000,335,2.233,60.000,0.037,1.000,0.650,0.744,0.024,0.376,0.963,0.000,0.000,0.000,0.000,0.878,0.006,0.113,0.200,0.807,0.133,0.329,0.000,0.000,0.000,0.193,0.000,0.000,0.044,0.010,0.000,0.674,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass,Default pass unless 2/3 block,9000,60.000,7551,50.340,60.000,0.839,1.000,0.520,0.462,0.436,0.080,0.161,0.000,0.000,0.000,0.482,0.022,0.770,0.803,0.266,0.790,0.997,0.650,0.000,0.000,0.000,0.210,0.000,0.000,0.188,0.790,0.000,0.362,0.000,0.000,0.000,0.770,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-weighted-agenda-lottery,Default pass + weighted agenda lottery,9000,60.000,3680,24.533,28.000,0.409,0.467,0.527,0.515,0.215,0.094,0.591,0.533,0.000,0.000,0.461,0.386,0.348,0.742,0.238,0.806,0.663,0.520,0.000,0.000,0.000,0.194,0.000,0.000,0.154,0.316,0.000,0.419,0.000,0.000,0.000,0.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-random-agenda-lottery,Default pass + random agenda lottery,9000,60.000,3164,21.093,25.000,0.352,0.417,0.518,0.462,0.182,0.074,0.648,0.583,0.000,0.000,0.489,0.578,0.324,0.809,0.267,0.790,0.402,0.643,0.000,0.000,0.000,0.210,0.000,0.000,0.186,0.336,0.000,0.365,0.000,0.000,0.000,0.324,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-quadratic-attention,Default pass + quadratic attention budget,9000,60.000,3514,23.427,31.287,0.390,0.521,0.524,0.553,0.204,0.133,0.610,0.479,0.000,0.000,0.458,0.320,0.179,0.363,0.209,0.811,0.875,0.440,0.000,0.000,0.000,0.189,0.000,0.000,0.125,0.227,0.000,0.459,0.000,0.000,0.000,0.179,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.397,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-public-objection,Default pass + public objection window,9000,60.000,3265,21.767,60.000,0.363,1.000,0.536,0.577,0.194,0.145,0.637,0.000,0.000,0.000,0.320,0.285,0.182,0.412,0.203,0.801,0.872,0.410,0.000,0.000,0.000,0.199,0.000,0.000,0.112,0.187,0.000,0.490,0.000,0.000,0.000,0.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.703,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-repeal-window,Default pass + public repeal window,9000,60.000,4184,27.893,60.000,0.465,1.000,0.527,0.549,0.245,0.125,0.535,0.000,0.000,0.000,0.425,0.180,0.265,0.473,0.216,0.803,0.952,0.455,0.000,0.000,0.000,0.197,0.000,0.000,0.127,0.284,0.000,0.460,0.000,0.000,0.000,0.265,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.554,0.614,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6339,42.260,50.147,0.704,0.836,0.520,0.474,0.366,0.083,0.296,0.164,0.000,0.000,0.485,0.132,0.624,0.772,0.256,0.794,0.893,0.600,0.000,0.000,0.000,0.206,0.000,0.000,0.180,0.623,0.000,0.374,0.000,0.000,0.000,0.624,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5012,33.413,60.000,0.557,1.000,0.506,0.479,0.282,0.100,0.443,0.000,0.000,0.500,0.440,0.304,0.416,0.642,0.256,0.802,0.813,0.614,0.000,0.000,0.000,0.198,0.000,0.000,0.181,0.494,0.000,0.369,0.000,0.000,0.000,0.416,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
