caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,vetoes,overriddenVetoes
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1348,8.987,9.040,0.150,0.151,0.558,0.656,0.084,0.215,0.850,0.606,0.243,0.000,0.280,0.629,0.050,0.252,0.196,0.847,0.516,0.358,0.000,0.000,0.000,0.153,0.000,0.000,0.087,0.068,0.000,0.542,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-public-interest-screen,Default pass + public-interest screen,9000,60.000,6770,45.133,53.413,0.752,0.890,0.520,0.480,0.391,0.082,0.248,0.110,0.000,0.000,0.481,0.054,0.689,0.801,0.222,0.793,0.915,0.462,0.000,0.000,0.000,0.207,0.000,0.000,0.174,0.599,0.000,0.378,0.000,0.000,0.000,0.689,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-citizen-certificate,Default pass + citizen certificate,9000,60.000,3460,23.067,60.000,0.384,1.000,0.540,0.599,0.208,0.133,0.616,0.000,0.000,0.000,0.300,0.093,0.259,0.576,0.210,0.804,0.941,0.410,0.000,0.000,0.000,0.196,0.000,0.000,0.110,0.218,0.000,0.532,0.000,0.000,0.000,0.259,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.275,0.469,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,1203,8.020,8.040,0.134,0.134,0.562,0.723,0.075,0.259,0.866,0.866,0.000,0.000,0.239,0.632,0.039,0.232,0.119,0.795,0.728,0.191,0.000,0.000,0.000,0.205,0.000,0.000,0.054,0.028,0.000,0.597,0.000,0.000,0.000,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3223,21.487,54.487,0.358,0.908,0.537,0.593,0.192,0.144,0.642,0.092,0.000,0.000,0.320,0.257,0.186,0.427,0.191,0.802,0.880,0.363,0.000,0.000,0.000,0.198,0.000,0.000,0.110,0.205,0.000,0.501,0.000,0.000,0.000,0.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,9000,60.000,4689,31.260,31.260,0.521,0.521,0.630,0.608,0.328,0.457,0.479,0.479,0.000,0.000,0.036,0.002,0.006,0.005,0.205,0.814,0.944,0.412,0.000,0.000,0.000,0.186,0.521,0.365,0.050,0.024,0.000,0.630,0.000,0.000,0.000,0.006,0.000,0.000,0.003,6.000,0.479,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,default-pass-law-registry,Default pass + law registry,9000,60.000,7794,51.960,60.000,0.866,1.000,0.529,0.457,0.458,0.099,0.134,0.000,0.000,0.000,0.440,0.019,0.920,0.718,0.269,0.788,0.994,0.664,0.000,0.000,0.000,0.212,0.000,0.000,0.190,0.814,0.000,0.360,0.559,0.584,5.088,0.920,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,bicameral-majority,Bicameral simple majority,9000,60.000,871,5.807,60.000,0.097,1.000,0.603,0.678,0.058,0.279,0.903,0.000,0.000,0.000,0.000,0.738,0.027,0.208,0.198,0.817,0.357,0.364,0.000,0.000,0.000,0.183,0.000,0.000,0.070,0.032,0.000,0.596,0.000,0.000,0.000,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,555,3.700,60.000,0.062,1.000,0.610,0.695,0.038,0.297,0.938,0.000,0.000,0.000,0.000,0.820,0.017,0.203,0.192,0.807,0.225,0.336,0.000,0.000,0.000,0.193,0.000,0.000,0.060,0.017,0.000,0.620,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,293,1
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,simple-majority,Unicameral simple majority,9000,60.000,2533,16.887,60.000,0.281,1.000,0.598,0.641,0.168,0.224,0.719,0.000,0.000,0.000,0.000,0.408,0.116,0.337,0.207,0.831,0.752,0.392,0.000,0.000,0.000,0.169,0.000,0.000,0.085,0.124,0.000,0.563,0.000,0.000,0.000,0.116,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,supermajority-60,Unicameral 60 percent passage,9000,60.000,900,6.000,60.000,0.100,1.000,0.664,0.718,0.066,0.341,0.900,0.000,0.000,0.000,0.000,0.726,0.023,0.177,0.194,0.829,0.318,0.331,0.000,0.000,0.000,0.171,0.000,0.000,0.052,0.030,0.000,0.660,0.000,0.000,0.000,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass,Default pass unless 2/3 block,9000,60.000,7618,50.787,60.000,0.846,1.000,0.531,0.497,0.450,0.104,0.154,0.000,0.000,0.000,0.450,0.020,0.692,0.681,0.255,0.808,0.996,0.586,0.000,0.000,0.000,0.192,0.000,0.000,0.166,0.772,0.000,0.394,0.000,0.000,0.000,0.692,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-weighted-agenda-lottery,Default pass + weighted agenda lottery,9000,60.000,3691,24.607,28.000,0.410,0.467,0.542,0.553,0.222,0.123,0.590,0.533,0.000,0.000,0.409,0.401,0.302,0.605,0.223,0.818,0.656,0.449,0.000,0.000,0.000,0.182,0.000,0.000,0.136,0.303,0.000,0.450,0.000,0.000,0.000,0.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-random-agenda-lottery,Default pass + random agenda lottery,9000,60.000,3139,20.927,25.000,0.349,0.417,0.531,0.499,0.185,0.108,0.651,0.583,0.000,0.000,0.453,0.584,0.273,0.651,0.259,0.809,0.420,0.599,0.000,0.000,0.000,0.191,0.000,0.000,0.168,0.333,0.000,0.395,0.000,0.000,0.000,0.273,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-quadratic-attention,Default pass + quadratic attention budget,9000,60.000,4253,28.353,35.327,0.473,0.589,0.547,0.570,0.259,0.159,0.527,0.411,0.000,0.000,0.384,0.252,0.213,0.348,0.201,0.826,0.904,0.399,0.000,0.000,0.000,0.174,0.000,0.000,0.109,0.228,0.000,0.481,0.000,0.000,0.000,0.213,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.685,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-public-objection,Default pass + public objection window,9000,60.000,4135,27.567,60.000,0.459,1.000,0.562,0.593,0.258,0.170,0.541,0.000,0.000,0.000,0.234,0.182,0.230,0.400,0.206,0.820,0.931,0.397,0.000,0.000,0.000,0.180,0.000,0.000,0.102,0.240,0.000,0.510,0.000,0.000,0.000,0.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.648,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-repeal-window,Default pass + public repeal window,9000,60.000,4825,32.167,60.000,0.536,1.000,0.550,0.574,0.295,0.155,0.464,0.000,0.000,0.000,0.356,0.122,0.287,0.430,0.212,0.822,0.970,0.416,0.000,0.000,0.000,0.178,0.000,0.000,0.111,0.298,0.000,0.487,0.000,0.000,0.000,0.287,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.491,0.550,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6537,43.580,51.340,0.726,0.856,0.534,0.507,0.388,0.110,0.274,0.144,0.000,0.000,0.442,0.121,0.568,0.644,0.246,0.812,0.905,0.548,0.000,0.000,0.000,0.188,0.000,0.000,0.160,0.624,0.000,0.404,0.000,0.000,0.000,0.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5286,35.240,60.000,0.587,1.000,0.532,0.523,0.312,0.133,0.413,0.000,0.000,0.499,0.358,0.229,0.388,0.541,0.241,0.819,0.905,0.533,0.000,0.000,0.000,0.181,0.000,0.000,0.151,0.470,0.000,0.420,0.000,0.000,0.000,0.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,2004,13.360,13.440,0.223,0.224,0.586,0.655,0.131,0.235,0.777,0.550,0.226,0.000,0.200,0.513,0.075,0.252,0.199,0.865,0.632,0.359,0.000,0.000,0.000,0.135,0.000,0.000,0.081,0.093,0.000,0.556,0.000,0.000,0.000,0.075,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-public-interest-screen,Default pass + public-interest screen,9000,60.000,6895,45.967,54.440,0.766,0.907,0.534,0.514,0.409,0.110,0.234,0.093,0.000,0.000,0.444,0.050,0.609,0.659,0.213,0.809,0.957,0.424,0.000,0.000,0.000,0.191,0.000,0.000,0.151,0.582,0.000,0.412,0.000,0.000,0.000,0.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-citizen-certificate,Default pass + citizen certificate,9000,60.000,4015,26.767,60.000,0.446,1.000,0.565,0.620,0.252,0.163,0.554,0.000,0.000,0.000,0.227,0.070,0.261,0.484,0.210,0.828,0.968,0.390,0.000,0.000,0.000,0.172,0.000,0.000,0.095,0.218,0.000,0.561,0.000,0.000,0.000,0.261,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.332,0.500,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2302,15.347,15.393,0.256,0.257,0.589,0.682,0.151,0.256,0.744,0.743,0.000,0.000,0.176,0.451,0.081,0.253,0.156,0.832,0.886,0.256,0.000,0.000,0.000,0.168,0.000,0.000,0.068,0.068,0.000,0.573,0.000,0.000,0.000,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,4019,26.793,56.033,0.447,0.934,0.565,0.604,0.252,0.169,0.553,0.066,0.001,0.000,0.227,0.168,0.226,0.406,0.194,0.820,0.928,0.365,0.000,0.000,0.000,0.180,0.000,0.000,0.100,0.235,0.000,0.522,0.000,0.000,0.000,0.226,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,9000,60.000,4969,33.127,33.127,0.552,0.552,0.667,0.640,0.369,0.499,0.448,0.448,0.000,0.000,0.010,0.002,0.006,0.005,0.193,0.840,0.945,0.366,0.000,0.000,0.000,0.160,0.552,0.332,0.045,0.017,0.000,0.650,0.000,0.000,0.000,0.006,0.000,0.001,0.003,6.000,0.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,default-pass-law-registry,Default pass + law registry,9000,60.000,7853,52.353,60.000,0.873,1.000,0.546,0.494,0.476,0.132,0.127,0.000,0.000,0.000,0.399,0.014,0.839,0.604,0.255,0.802,0.997,0.584,0.000,0.000,0.000,0.198,0.000,0.000,0.169,0.810,0.000,0.393,0.549,0.547,5.127,0.839,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,bicameral-majority,Bicameral simple majority,9000,60.000,1748,11.653,60.000,0.194,1.000,0.621,0.669,0.121,0.261,0.806,0.000,0.000,0.000,0.000,0.547,0.064,0.261,0.201,0.831,0.567,0.368,0.000,0.000,0.000,0.169,0.000,0.000,0.073,0.079,0.000,0.598,0.000,0.000,0.000,0.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-party-loyalty,Low Party Loyalty,Party pressure is weak and legislators act more independently.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,1082,7.213,60.000,0.120,1.000,0.635,0.685,0.076,0.292,0.880,0.000,0.000,0.000,0.000,0.702,0.037,0.239,0.201,0.830,0.362,0.356,0.000,0.000,0.000,0.170,0.000,0.000,0.066,0.046,0.000,0.620,0.000,0.000,0.000,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,554,2
high-party-loyalty,High Party Loyalty,Party pressure is strong.,simple-majority,Unicameral simple majority,9000,60.000,2359,15.727,60.000,0.262,1.000,0.596,0.638,0.156,0.244,0.738,0.000,0.000,0.000,0.000,0.438,0.097,0.290,0.204,0.822,0.681,0.390,0.000,0.000,0.000,0.178,0.000,0.000,0.083,0.130,0.000,0.562,0.000,0.000,0.000,0.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,supermajority-60,Unicameral 60 percent passage,9000,60.000,817,5.447,60.000,0.091,1.000,0.665,0.718,0.060,0.373,0.909,0.000,0.000,0.000,0.000,0.748,0.017,0.136,0.198,0.826,0.305,0.353,0.000,0.000,0.000,0.174,0.000,0.000,0.050,0.029,0.000,0.664,0.000,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass,Default pass unless 2/3 block,9000,60.000,7584,50.560,60.000,0.843,1.000,0.532,0.495,0.448,0.109,0.157,0.000,0.000,0.000,0.453,0.023,0.663,0.651,0.253,0.801,0.995,0.586,0.000,0.000,0.000,0.199,0.000,0.000,0.166,0.746,0.000,0.392,0.000,0.000,0.000,0.663,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-weighted-agenda-lottery,Default pass + weighted agenda lottery,9000,60.000,3693,24.620,28.000,0.410,0.467,0.539,0.544,0.221,0.131,0.590,0.533,0.000,0.000,0.425,0.416,0.290,0.582,0.225,0.813,0.651,0.470,0.000,0.000,0.000,0.187,0.000,0.000,0.139,0.316,0.000,0.442,0.000,0.000,0.000,0.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-random-agenda-lottery,Default pass + random agenda lottery,9000,60.000,3160,21.067,25.000,0.351,0.417,0.531,0.497,0.186,0.110,0.649,0.583,0.000,0.000,0.454,0.590,0.275,0.648,0.252,0.804,0.452,0.581,0.000,0.000,0.000,0.196,0.000,0.000,0.165,0.326,0.000,0.393,0.000,0.000,0.000,0.275,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-quadratic-attention,Default pass + quadratic attention budget,9000,60.000,4241,28.273,35.347,0.471,0.589,0.545,0.571,0.257,0.165,0.529,0.411,0.000,0.000,0.394,0.242,0.216,0.359,0.200,0.818,0.907,0.398,0.000,0.000,0.000,0.182,0.000,0.000,0.108,0.219,0.000,0.478,0.000,0.000,0.000,0.216,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.686,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-public-objection,Default pass + public objection window,9000,60.000,3915,26.100,60.000,0.435,1.000,0.559,0.596,0.243,0.182,0.565,0.000,0.000,0.000,0.253,0.207,0.205,0.369,0.199,0.811,0.897,0.381,0.000,0.000,0.000,0.189,0.000,0.000,0.099,0.229,0.000,0.511,0.000,0.000,0.000,0.205,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.651,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-repeal-window,Default pass + public repeal window,9000,60.000,4789,31.927,60.000,0.532,1.000,0.547,0.570,0.291,0.159,0.468,0.000,0.000,0.000,0.365,0.126,0.280,0.418,0.211,0.811,0.958,0.421,0.000,0.000,0.000,0.189,0.000,0.000,0.112,0.304,0.000,0.481,0.000,0.000,0.000,0.280,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.493,0.575,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6524,43.493,51.420,0.725,0.857,0.534,0.506,0.387,0.115,0.275,0.143,0.000,0.000,0.436,0.122,0.555,0.630,0.244,0.805,0.894,0.546,0.000,0.000,0.000,0.195,0.000,0.000,0.159,0.595,0.000,0.403,0.000,0.000,0.000,0.555,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5233,34.887,60.000,0.581,1.000,0.524,0.516,0.305,0.135,0.419,0.000,0.000,0.500,0.375,0.242,0.373,0.521,0.240,0.811,0.856,0.547,0.000,0.000,0.000,0.189,0.000,0.000,0.154,0.475,0.000,0.411,0.000,0.000,0.000,0.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,2008,13.387,13.460,0.223,0.224,0.587,0.653,0.131,0.249,0.777,0.546,0.230,0.000,0.187,0.503,0.073,0.243,0.202,0.861,0.609,0.371,0.000,0.000,0.000,0.139,0.000,0.000,0.082,0.104,0.000,0.556,0.000,0.000,0.000,0.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-public-interest-screen,Default pass + public-interest screen,9000,60.000,6908,46.053,54.280,0.768,0.905,0.534,0.511,0.410,0.112,0.232,0.095,0.000,0.000,0.439,0.061,0.600,0.647,0.213,0.802,0.942,0.429,0.000,0.000,0.000,0.198,0.000,0.000,0.154,0.596,0.000,0.406,0.000,0.000,0.000,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-citizen-certificate,Default pass + citizen certificate,9000,60.000,4022,26.813,60.000,0.447,1.000,0.561,0.617,0.251,0.170,0.553,0.000,0.000,0.000,0.246,0.064,0.260,0.476,0.204,0.818,0.966,0.382,0.000,0.000,0.000,0.182,0.000,0.000,0.097,0.234,0.000,0.554,0.000,0.000,0.000,0.260,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.331,0.499,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2307,15.380,15.473,0.256,0.258,0.577,0.677,0.148,0.260,0.744,0.742,0.000,0.000,0.218,0.454,0.081,0.244,0.161,0.824,0.847,0.271,0.000,0.000,0.000,0.176,0.000,0.000,0.070,0.080,0.000,0.563,0.000,0.000,0.000,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,4002,26.680,56.160,0.445,0.936,0.560,0.601,0.249,0.176,0.555,0.063,0.001,0.000,0.255,0.165,0.221,0.394,0.192,0.809,0.902,0.363,0.000,0.000,0.000,0.191,0.000,0.000,0.101,0.247,0.000,0.516,0.000,0.000,0.000,0.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,9000,60.000,4975,33.167,33.167,0.553,0.553,0.665,0.636,0.368,0.490,0.447,0.447,0.000,0.000,0.014,0.001,0.006,0.006,0.195,0.841,0.942,0.382,0.000,0.000,0.000,0.159,0.553,0.329,0.046,0.030,0.000,0.646,0.000,0.000,0.000,0.006,0.000,0.001,0.003,6.000,0.447,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,default-pass-law-registry,Default pass + law registry,9000,60.000,7824,52.160,60.000,0.869,1.000,0.548,0.489,0.477,0.134,0.131,0.000,0.000,0.000,0.400,0.019,0.841,0.602,0.256,0.792,0.996,0.600,0.000,0.000,0.000,0.208,0.000,0.000,0.170,0.788,0.000,0.391,0.542,0.570,5.091,0.841,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,bicameral-majority,Bicameral simple majority,9000,60.000,1582,10.547,60.000,0.176,1.000,0.620,0.671,0.109,0.290,0.824,0.000,0.000,0.000,0.000,0.583,0.052,0.220,0.195,0.826,0.534,0.359,0.000,0.000,0.000,0.174,0.000,0.000,0.069,0.071,0.000,0.600,0.000,0.000,0.000,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
high-party-loyalty,High Party Loyalty,Party pressure is strong.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,1025,6.833,60.000,0.114,1.000,0.635,0.681,0.072,0.318,0.886,0.000,0.000,0.000,0.000,0.713,0.032,0.206,0.205,0.827,0.315,0.372,0.000,0.000,0.000,0.173,0.000,0.000,0.064,0.045,0.000,0.620,0.000,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,542,3
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",simple-majority,Unicameral simple majority,9000,60.000,1949,12.993,60.000,0.217,1.000,0.582,0.657,0.126,0.239,0.783,0.000,0.000,0.000,0.000,0.505,0.082,0.302,0.221,0.808,0.597,0.403,0.000,0.000,0.000,0.192,0.000,0.000,0.077,0.087,0.000,0.576,0.000,0.000,0.000,0.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
low-compromise,Low Compromise Culture,"Members are less inclined toward moderate, incremental bills.",supermajority-60,Unicameral 60 percent passage,9000,60.000,520,3.467,60.000,0.058,1.000,0.650,0.742,0.038,0.372,0.942,0.000,0.000,0.000,0.000,0.829,0.011,0.134,0.223,0.787,0.175,0.369,0.000,0.000,0.000,0.213,0.000,0.000,0.043,0.014,0.000,0.687,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0
