splitId,splitRole,trainCongressStart,trainCongressEnd,testCongress,modelId,modelLabel,predictorCount,trainRows,trainVetoes,trainVetoRate,testRows,testVetoes,testVetoRate,meanPredictedProbability,minimumPredictedProbability,maximumPredictedProbability,meanLogLoss,brierScore,calibrationInTheLarge,logLossDifferenceFromM0,brierDifferenceFromM0,gateLogLossStatus,gateCalibrationStatus,primaryGateStatus,fitIterations,fitObjective,fitGradientInfinityNorm,fitStepInfinityNorm,metricStatus
secondary_116,secondary_temporal_check,108,115,116,M0,training prevalence,0,3203,24,0.007492975336,353,10,0.028328611898,0.007492975336,0.007492975336,0.007492975336,0.145942382199,0.027960225397,-0.020835636562,0.000000000000,0.000000000000,not_applicable,not_applicable,not_applicable,,,,,training_baseline
secondary_116,secondary_temporal_check,108,115,116,M1,structural penalized logistic,6,3203,24,0.007492975336,353,10,0.028328611898,0.016214084293,0.000394879825,0.371995736255,0.062968834227,0.016533047710,-0.012114527605,-0.082973547972,-0.011427177687,not_applicable,not_applicable,not_applicable,12,-87.912951873342,0.000000000000,0.000000000000,fixed_ablation
secondary_116,secondary_temporal_check,108,115,116,M2,support penalized logistic,8,3203,24,0.007492975336,353,10,0.028328611898,0.029236466652,0.000084897515,0.925219366019,0.038737685429,0.010357463518,0.000907854754,-0.107204696770,-0.017602761879,not_applicable,not_applicable,not_applicable,12,-63.575094822985,0.000000000000,0.000000000000,primary_locked_model
secondary_116,secondary_temporal_check,108,115,116,SIM,frozen simulator constant,0,3203,24,0.007492975336,353,10,0.028328611898,0.246852346433,0.246852346433,0.246852346433,0.315093726262,0.075278724201,0.218523734535,0.169151344063,0.047318498804,not_applicable,not_applicable,not_applicable,,,,,scale_diagnostic_only
primary_118,primary_temporal_test,108,117,118,M0,training prevalence,0,3921,34,0.008671257332,287,13,0.045296167247,0.008671257332,0.008671257332,0.008671257332,0.223369075904,0.044585808506,-0.036624909915,0.000000000000,0.000000000000,not_applicable,not_applicable,not_applicable,,,,,training_baseline
primary_118,primary_temporal_test,108,117,118,M1,structural penalized logistic,6,3921,34,0.008671257332,287,13,0.045296167247,0.033662531453,0.000380712442,0.533645991793,0.058347134086,0.015232313351,-0.011633635795,-0.165021941818,-0.029353495155,not_applicable,not_applicable,not_applicable,11,-105.335975676169,0.000000000000,0.000000000000,fixed_ablation
primary_118,primary_temporal_test,108,117,118,M2,support penalized logistic,8,3921,34,0.008671257332,287,13,0.045296167247,0.048445548755,0.000094196981,0.944463254413,0.026976966127,0.008143260977,0.003149381508,-0.196392109776,-0.036442547529,pass,pass,pass,10,-76.316210768806,0.000000000044,0.000000000013,primary_locked_model
primary_118,primary_temporal_test,108,117,118,SIM,frozen simulator constant,0,3921,34,0.008671257332,287,13,0.045296167247,0.246852346433,0.246852346433,0.246852346433,0.334020540931,0.083869317848,0.201556179185,0.110651465027,0.039283509341,not_applicable,not_applicable,not_applicable,,,,,scale_diagnostic_only
