adversaryId,attackFamily,caseKey,baselineScenario,attackedScenario,mechanismFamily,budgetUnit,budgetValue,informationLevel,runs,legislators,baseBillsPerRun,traceRows,attackSuccessRate,meanPublicBenefitLoss,medianPublicBenefitLoss,worstPublicBenefitLoss,meanPublicSupportLoss,medianPublicSupportLoss,worstPublicSupportLoss,enactmentLossRate,lowSupportAddedRate,meanAdminCostAdded,worstAdminCostAdded,recoveryStatus,traceArtifact,claimBoundary
"A1","clone_decoy_pressure","clone-decoy-pressure","simple-majority-alternatives-pairwise","simple-majority-alternatives-a1-clone-decoy","policy_tournament_pairwise_majority","proposal_slots",1,"medium",5,101,60,600,0.433333,0.010143,0.000000,0.096515,0.053242,0.000000,0.278119,0.133333,0.001667,0.003667,0.260000,"not_modeled","reports/adversarial-failure-traces.jsonl","A1 executable pilot only. Rows use same generated worlds and bill ids for baseline and attacked policy-tournament cells with synthetic clone/decoy budgets. This is not an empirical attack-rate estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A1","clone_decoy_pressure","clone-decoy-pressure","simple-majority-alternatives-pairwise","simple-majority-alternatives-a1-clone-decoy","policy_tournament_pairwise_majority","proposal_slots",3,"medium",5,101,60,600,0.493333,0.018665,0.000000,0.096515,0.068475,0.000000,0.278119,0.170000,0.000000,0.152967,1.580000,"not_modeled","reports/adversarial-failure-traces.jsonl","A1 executable pilot only. Rows use same generated worlds and bill ids for baseline and attacked policy-tournament cells with synthetic clone/decoy budgets. This is not an empirical attack-rate estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A1","clone_decoy_pressure","clone-decoy-pressure","simple-majority-alternatives-pairwise","simple-majority-alternatives-a1-clone-decoy","policy_tournament_pairwise_majority","proposal_slots",6,"medium",5,101,60,600,0.503333,0.028773,0.000716,0.123122,0.088068,0.000000,0.278119,0.211667,0.000000,0.305333,2.360000,"not_modeled","reports/adversarial-failure-traces.jsonl","A1 executable pilot only. Rows use same generated worlds and bill ids for baseline and attacked policy-tournament cells with synthetic clone/decoy budgets. This is not an empirical attack-rate estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A1","clone_decoy_pressure","clone-decoy-pressure","simple-majority-alternatives-pairwise","simple-majority-alternatives-a1-clone-decoy","policy_tournament_pairwise_majority","proposal_slots",1,"high",5,101,60,600,0.451667,0.014833,0.000000,0.096515,0.072644,0.000000,0.278119,0.173333,0.001667,-0.054633,0.260000,"not_modeled","reports/adversarial-failure-traces.jsonl","A1 executable pilot only. Rows use same generated worlds and bill ids for baseline and attacked policy-tournament cells with synthetic clone/decoy budgets. This is not an empirical attack-rate estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A1","clone_decoy_pressure","clone-decoy-pressure","simple-majority-alternatives-pairwise","simple-majority-alternatives-a1-clone-decoy","policy_tournament_pairwise_majority","proposal_slots",3,"high",5,101,60,600,0.506667,0.026707,0.000000,0.115622,0.093066,0.011712,0.278119,0.241667,0.000000,0.050267,1.580000,"not_modeled","reports/adversarial-failure-traces.jsonl","A1 executable pilot only. Rows use same generated worlds and bill ids for baseline and attacked policy-tournament cells with synthetic clone/decoy budgets. This is not an empirical attack-rate estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A1","clone_decoy_pressure","clone-decoy-pressure","simple-majority-alternatives-pairwise","simple-majority-alternatives-a1-clone-decoy","policy_tournament_pairwise_majority","proposal_slots",6,"high",5,101,60,600,0.505000,0.036115,0.020941,0.168122,0.107217,0.101543,0.362965,0.325000,0.000000,0.026067,2.360000,"not_modeled","reports/adversarial-failure-traces.jsonl","A1 executable pilot only. Rows use same generated worlds and bill ids for baseline and attacked policy-tournament cells with synthetic clone/decoy budgets. This is not an empirical attack-rate estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
