caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,vetoes,overriddenVetoes
baseline,Baseline,Moderately polarized three-party legislature.,simple-majority,Unicameral simple majority,9000,60.000,2408,16.053,60.000,0.268,1.000,0.597,0.631,0.160,0.227,0.732,0.000,0.000,0.000,0.000,0.422,0.106,0.320,0.216,0.823,0.709,0.412,0,0
baseline,Baseline,Moderately polarized three-party legislature.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,9000,60.000,2505,16.700,60.000,0.278,1.000,0.608,0.636,0.169,0.230,0.722,0.000,0.000,0.000,0.000,0.393,0.113,0.325,0.193,0.838,0.791,0.360,0,0
baseline,Baseline,Moderately polarized three-party legislature.,supermajority-60,Unicameral 60 percent passage,9000,60.000,742,4.947,60.000,0.082,1.000,0.666,0.712,0.055,0.357,0.918,0.000,0.000,0.000,0.000,0.763,0.017,0.151,0.201,0.820,0.266,0.360,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass,Default pass unless 2/3 block,9000,60.000,7562,50.413,60.000,0.840,1.000,0.533,0.486,0.448,0.105,0.160,0.000,0.000,0.000,0.452,0.025,0.679,0.674,0.259,0.801,0.994,0.608,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-lobby-firewall,Default pass + lobby firewall,9000,60.000,7325,48.833,60.000,0.814,1.000,0.535,0.493,0.436,0.108,0.186,0.000,0.000,0.000,0.446,0.019,0.661,0.677,0.254,0.812,0.997,0.587,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-lobby-transparency,Default pass + lobby transparency,9000,60.000,7514,50.093,60.000,0.835,1.000,0.531,0.489,0.443,0.106,0.165,0.000,0.000,0.000,0.451,0.023,0.676,0.676,0.200,0.797,0.999,0.584,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-public-interest-screen,Default pass + public-interest screen,9000,60.000,6912,46.080,54.113,0.768,0.902,0.533,0.503,0.409,0.108,0.232,0.098,0.000,0.000,0.444,0.054,0.611,0.663,0.217,0.802,0.940,0.439,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-lobby-audit,Default pass + anti-capture audit,9000,60.000,6868,45.787,60.000,0.763,1.000,0.531,0.498,0.405,0.107,0.237,0.000,0.000,0.000,0.451,0.085,0.613,0.669,0.216,0.802,0.996,0.461,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,6783,45.220,57.373,0.754,0.956,0.536,0.507,0.404,0.111,0.246,0.044,0.000,0.000,0.444,0.032,0.607,0.673,0.178,0.810,0.960,0.444,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,1921,12.807,12.833,0.213,0.214,0.585,0.649,0.125,0.238,0.787,0.556,0.230,0.000,0.205,0.517,0.072,0.256,0.207,0.860,0.617,0.379,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5237,34.913,60.000,0.582,1.000,0.527,0.510,0.306,0.133,0.418,0.000,0.000,0.500,0.371,0.244,0.375,0.522,0.251,0.813,0.880,0.581,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,2172,14.480,14.560,0.241,0.243,0.583,0.672,0.141,0.263,0.759,0.757,0.000,0.000,0.194,0.479,0.073,0.232,0.163,0.825,0.844,0.275,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,3875,25.833,55.907,0.431,0.932,0.562,0.596,0.242,0.174,0.569,0.068,0.001,0.000,0.250,0.181,0.213,0.395,0.198,0.811,0.916,0.376,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,4137,27.580,60.000,0.460,1.000,0.555,0.609,0.255,0.152,0.540,0.000,0.000,0.000,0.356,0.091,0.265,0.468,0.173,0.825,0.974,0.293,0,0
baseline,Baseline,Moderately polarized three-party legislature.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6480,43.200,50.953,0.720,0.849,0.532,0.498,0.383,0.108,0.280,0.151,0.000,0.000,0.446,0.129,0.571,0.659,0.249,0.806,0.887,0.562,0,0
baseline,Baseline,Moderately polarized three-party legislature.,bicameral-majority,Bicameral simple majority,9000,60.000,1539,10.260,60.000,0.171,1.000,0.622,0.664,0.106,0.275,0.829,0.000,0.000,0.000,0.000,0.586,0.053,0.238,0.208,0.824,0.507,0.382,0,0
baseline,Baseline,Moderately polarized three-party legislature.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,933,6.220,60.000,0.104,1.000,0.638,0.684,0.066,0.301,0.896,0.000,0.000,0.000,0.000,0.731,0.029,0.214,0.214,0.823,0.311,0.394,535,3
low-polarization,Low Polarization,Legislators are less ideologically clustered.,simple-majority,Unicameral simple majority,9000,60.000,4511,30.073,60.000,0.501,1.000,0.631,0.650,0.316,0.270,0.499,0.000,0.000,0.000,0.000,0.181,0.163,0.228,0.219,0.849,0.865,0.392,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,9000,60.000,4586,30.573,60.000,0.510,1.000,0.647,0.654,0.329,0.270,0.490,0.000,0.000,0.000,0.000,0.151,0.170,0.236,0.203,0.865,0.900,0.357,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,supermajority-60,Unicameral 60 percent passage,9000,60.000,2490,16.600,60.000,0.277,1.000,0.682,0.702,0.189,0.341,0.723,0.000,0.000,0.000,0.000,0.417,0.068,0.167,0.210,0.850,0.554,0.361,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass,Default pass unless 2/3 block,9000,60.000,7567,50.447,60.000,0.841,1.000,0.572,0.575,0.481,0.193,0.159,0.000,0.000,0.000,0.335,0.024,0.392,0.331,0.235,0.836,0.996,0.464,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-lobby-firewall,Default pass + lobby firewall,9000,60.000,7336,48.907,60.000,0.815,1.000,0.583,0.584,0.475,0.199,0.185,0.000,0.000,0.000,0.316,0.019,0.375,0.329,0.229,0.851,0.997,0.436,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-lobby-transparency,Default pass + lobby transparency,9000,60.000,7560,50.400,60.000,0.840,1.000,0.571,0.576,0.479,0.194,0.160,0.000,0.000,0.000,0.338,0.020,0.387,0.328,0.180,0.833,0.999,0.445,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-public-interest-screen,Default pass + public-interest screen,9000,60.000,7107,47.380,55.807,0.790,0.930,0.575,0.587,0.454,0.196,0.210,0.070,0.000,0.000,0.322,0.039,0.365,0.329,0.208,0.837,0.944,0.371,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-lobby-audit,Default pass + anti-capture audit,9000,60.000,6983,46.553,60.000,0.776,1.000,0.573,0.584,0.444,0.196,0.224,0.000,0.000,0.000,0.329,0.075,0.354,0.323,0.201,0.837,0.993,0.371,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,9000,60.000,6966,46.440,58.580,0.774,0.976,0.583,0.593,0.451,0.201,0.226,0.024,0.000,0.000,0.317,0.027,0.354,0.324,0.163,0.851,0.962,0.367,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-informed-guarded,Default pass + informed guarded committee,9000,60.000,3781,25.207,25.267,0.420,0.421,0.624,0.664,0.262,0.271,0.580,0.362,0.217,0.000,0.119,0.273,0.129,0.212,0.217,0.880,0.757,0.380,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-challenge,Default pass + challenge vouchers,9000,60.000,5913,39.420,60.000,0.657,1.000,0.589,0.604,0.387,0.230,0.343,0.000,0.000,0.499,0.199,0.129,0.253,0.267,0.224,0.844,0.916,0.423,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,9000,60.000,5421,36.140,36.660,0.602,0.611,0.598,0.635,0.360,0.253,0.398,0.389,0.000,0.000,0.211,0.154,0.189,0.214,0.203,0.847,0.967,0.348,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-adaptive-track,Default pass + adaptive tracks,9000,60.000,5573,37.153,58.400,0.619,0.973,0.607,0.631,0.376,0.236,0.381,0.026,0.000,0.000,0.151,0.067,0.233,0.261,0.207,0.843,0.955,0.365,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-sunset-trial,Default pass + sunset trial,9000,60.000,5614,37.427,60.000,0.624,1.000,0.598,0.638,0.373,0.219,0.376,0.000,0.000,0.000,0.248,0.056,0.254,0.283,0.180,0.851,0.983,0.295,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,default-pass-earned-credits,Default pass + earned proposal credits,9000,60.000,6904,46.027,54.073,0.767,0.901,0.575,0.581,0.441,0.197,0.233,0.099,0.000,0.000,0.322,0.090,0.353,0.324,0.229,0.837,0.938,0.446,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,bicameral-majority,Bicameral simple majority,9000,60.000,3595,23.967,60.000,0.399,1.000,0.652,0.668,0.260,0.297,0.601,0.000,0.000,0.000,0.000,0.274,0.116,0.202,0.216,0.852,0.722,0.381,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,2488,16.587,60.000,0.276,1.000,0.667,0.687,0.184,0.326,0.724,0.000,0.000,0.000,0.000,0.462,0.072,0.175,0.219,0.852,0.515,0.382,1021,13
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,simple-majority,Unicameral simple majority,9000,60.000,1492,9.947,60.000,0.166,1.000,0.577,0.642,0.096,0.227,0.834,0.000,0.000,0.000,0.000,0.601,0.064,0.307,0.205,0.808,0.527,0.402,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,9000,60.000,1654,11.027,60.000,0.184,1.000,0.586,0.652,0.108,0.224,0.816,0.000,0.000,0.000,0.000,0.543,0.074,0.325,0.184,0.818,0.638,0.346,0,0
