caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,vetoes,overriddenVetoes
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-earned-credits,Default pass + earned proposal credits,45000,300.000,23411,156.073,182.647,0.520,0.609,0.540,0.529,0.281,0.122,0.480,0.391,0.000,0.000,0.421,0.295,0.374,0.589,0.227,0.810,0.750,0.485,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,bicameral-majority,Bicameral simple majority,45000,300.000,7871,52.473,300.000,0.175,1.000,0.624,0.671,0.109,0.281,0.825,0.000,0.000,0.000,0.000,0.586,0.053,0.230,0.207,0.831,0.526,0.377,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,presidential-veto,Bicameral majority + presidential veto,45000,300.000,4987,33.247,300.000,0.111,1.000,0.636,0.687,0.071,0.305,0.889,0.000,0.000,0.000,0.000,0.722,0.031,0.210,0.208,0.827,0.342,0.371,2607,12
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,simple-majority,Unicameral simple majority,27000,180.000,6096,40.640,180.000,0.226,1.000,0.580,0.624,0.131,0.234,0.774,0.000,0.000,0.000,0.000,0.543,0.085,0.299,0.328,0.808,0.428,0.679,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,27000,180.000,6559,43.727,180.000,0.243,1.000,0.584,0.660,0.142,0.247,0.757,0.000,0.000,0.000,0.000,0.471,0.089,0.291,0.235,0.824,0.654,0.448,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,supermajority-60,Unicameral 60 percent passage,27000,180.000,1470,9.800,180.000,0.054,1.000,0.658,0.664,0.036,0.344,0.946,0.000,0.000,0.000,0.000,0.864,0.011,0.148,0.438,0.823,0.052,0.815,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass,Default pass unless 2/3 block,27000,180.000,22732,151.547,180.000,0.842,1.000,0.522,0.494,0.440,0.108,0.158,0.000,0.000,0.000,0.472,0.034,0.667,0.659,0.323,0.792,0.983,0.819,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-lobby-firewall,Default pass + lobby firewall,27000,180.000,22243,148.287,180.000,0.824,1.000,0.524,0.503,0.432,0.111,0.176,0.000,0.000,0.000,0.466,0.026,0.652,0.660,0.306,0.804,0.996,0.748,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-lobby-transparency,Default pass + lobby transparency,27000,180.000,22674,151.160,180.000,0.840,1.000,0.522,0.497,0.438,0.110,0.160,0.000,0.000,0.000,0.470,0.028,0.661,0.657,0.228,0.784,0.998,0.761,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-public-interest-screen,Default pass + public-interest screen,27000,180.000,18046,120.307,145.560,0.668,0.809,0.519,0.535,0.347,0.116,0.332,0.191,0.000,0.000,0.480,0.113,0.514,0.642,0.217,0.795,0.920,0.416,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-lobby-audit,Default pass + anti-capture audit,27000,180.000,18280,121.867,179.487,0.677,0.997,0.517,0.520,0.350,0.113,0.323,0.003,0.000,0.000,0.487,0.170,0.528,0.650,0.221,0.795,0.986,0.486,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,27000,180.000,18760,125.067,164.333,0.695,0.913,0.527,0.529,0.366,0.119,0.305,0.087,0.000,0.000,0.456,0.064,0.536,0.644,0.177,0.803,0.950,0.440,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-informed-guarded,Default pass + informed guarded committee,27000,180.000,5173,34.487,34.840,0.192,0.194,0.566,0.639,0.108,0.226,0.808,0.544,0.263,0.000,0.274,0.578,0.066,0.255,0.312,0.841,0.388,0.617,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-challenge,Default pass + challenge vouchers,27000,180.000,23155,154.367,180.000,0.858,1.000,0.500,0.478,0.429,0.103,0.142,0.000,0.000,0.166,0.481,0.092,0.635,0.602,0.317,0.795,0.937,0.814,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,27000,180.000,5295,35.300,35.860,0.196,0.199,0.539,0.715,0.106,0.272,0.804,0.801,0.000,0.000,0.358,0.563,0.053,0.204,0.153,0.796,0.715,0.246,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-adaptive-track,Default pass + adaptive tracks,27000,180.000,11198,74.653,160.507,0.415,0.892,0.540,0.615,0.224,0.178,0.585,0.107,0.002,0.000,0.314,0.208,0.197,0.381,0.240,0.797,0.857,0.474,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-sunset-trial,Default pass + sunset trial,27000,180.000,11555,77.033,180.000,0.428,1.000,0.529,0.636,0.226,0.156,0.572,0.000,0.000,0.000,0.428,0.154,0.244,0.465,0.178,0.809,0.951,0.298,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-earned-credits,Default pass + earned proposal credits,27000,180.000,15217,101.447,119.600,0.564,0.664,0.523,0.525,0.295,0.118,0.436,0.336,0.000,0.000,0.466,0.273,0.413,0.605,0.282,0.798,0.763,0.652,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,bicameral-majority,Bicameral simple majority,27000,180.000,3487,23.247,180.000,0.129,1.000,0.609,0.643,0.079,0.277,0.871,0.000,0.000,0.000,0.000,0.710,0.038,0.217,0.363,0.814,0.215,0.717,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,presidential-veto,Bicameral majority + presidential veto,27000,180.000,2249,14.993,180.000,0.083,1.000,0.618,0.656,0.051,0.291,0.917,0.000,0.000,0.000,0.000,0.803,0.024,0.210,0.373,0.808,0.124,0.712,1212,11
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,simple-majority,Unicameral simple majority,27000,180.000,4464,29.760,180.000,0.165,1.000,0.569,0.652,0.094,0.232,0.835,0.000,0.000,0.000,0.000,0.608,0.061,0.293,0.221,0.800,0.507,0.418,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,27000,180.000,4959,33.060,180.000,0.184,1.000,0.578,0.660,0.106,0.232,0.816,0.000,0.000,0.000,0.000,0.548,0.070,0.304,0.191,0.811,0.627,0.354,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,supermajority-60,Unicameral 60 percent passage,27000,180.000,835,5.567,180.000,0.031,1.000,0.641,0.731,0.020,0.379,0.969,0.000,0.000,0.000,0.000,0.903,0.005,0.115,0.237,0.786,0.087,0.396,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass,Default pass unless 2/3 block,27000,180.000,22497,149.980,180.000,0.833,1.000,0.517,0.475,0.431,0.089,0.167,0.000,0.000,0.000,0.488,0.036,0.728,0.747,0.268,0.790,0.990,0.648,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-lobby-firewall,Default pass + lobby firewall,27000,180.000,21899,145.993,180.000,0.811,1.000,0.518,0.480,0.420,0.090,0.189,0.000,0.000,0.000,0.490,0.030,0.717,0.757,0.262,0.799,0.993,0.624,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-lobby-transparency,Default pass + lobby transparency,27000,180.000,22315,148.767,180.000,0.826,1.000,0.517,0.476,0.427,0.090,0.174,0.000,0.000,0.000,0.487,0.035,0.724,0.750,0.206,0.785,0.995,0.628,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-public-interest-screen,Default pass + public-interest screen,27000,180.000,19933,132.887,159.833,0.738,0.888,0.518,0.495,0.382,0.092,0.262,0.112,0.000,0.000,0.485,0.073,0.633,0.732,0.218,0.792,0.920,0.443,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-lobby-audit,Default pass + anti-capture audit,27000,180.000,19972,133.147,179.900,0.740,0.999,0.517,0.489,0.382,0.092,0.260,0.001,0.000,0.000,0.485,0.104,0.641,0.740,0.219,0.792,0.991,0.476,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,27000,180.000,19888,132.587,170.513,0.737,0.947,0.518,0.497,0.382,0.093,0.263,0.053,0.000,0.000,0.486,0.046,0.640,0.743,0.180,0.798,0.948,0.451,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-informed-guarded,Default pass + informed guarded committee,27000,180.000,4184,27.893,28.133,0.155,0.156,0.549,0.654,0.085,0.222,0.845,0.585,0.259,0.000,0.298,0.634,0.052,0.255,0.213,0.833,0.486,0.395,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-challenge,Default pass + challenge vouchers,27000,180.000,22994,153.293,180.000,0.852,1.000,0.491,0.457,0.418,0.084,0.148,0.000,0.000,0.167,0.509,0.098,0.683,0.673,0.270,0.796,0.934,0.671,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,27000,180.000,3751,25.007,25.113,0.139,0.140,0.550,0.729,0.076,0.270,0.861,0.860,0.000,0.000,0.282,0.633,0.038,0.214,0.125,0.779,0.700,0.199,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-adaptive-track,Default pass + adaptive tracks,27000,180.000,10351,69.007,164.613,0.383,0.915,0.533,0.598,0.204,0.154,0.617,0.085,0.001,0.000,0.331,0.233,0.200,0.423,0.195,0.794,0.890,0.371,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-sunset-trial,Default pass + sunset trial,27000,180.000,11490,76.600,180.000,0.426,1.000,0.528,0.609,0.225,0.134,0.574,0.000,0.000,0.000,0.430,0.124,0.260,0.506,0.173,0.810,0.967,0.293,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-earned-credits,Default pass + earned proposal credits,27000,180.000,15163,101.087,120.673,0.562,0.670,0.519,0.502,0.292,0.098,0.438,0.330,0.000,0.000,0.479,0.263,0.452,0.680,0.241,0.796,0.769,0.543,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,bicameral-majority,Bicameral simple majority,27000,180.000,2412,16.080,180.000,0.089,1.000,0.596,0.687,0.053,0.288,0.911,0.000,0.000,0.000,0.000,0.759,0.024,0.201,0.223,0.798,0.290,0.404,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,presidential-veto,Bicameral majority + presidential veto,27000,180.000,1528,10.187,180.000,0.057,1.000,0.601,0.700,0.034,0.295,0.943,0.000,0.000,0.000,0.000,0.840,0.015,0.201,0.220,0.794,0.180,0.389,886,2
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",simple-majority,Unicameral simple majority,27000,180.000,4692,31.280,180.000,0.174,1.000,0.575,0.607,0.100,0.228,0.826,0.000,0.000,0.000,0.000,0.647,0.067,0.301,0.378,0.804,0.288,0.796,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",simple-majority-lobby-firewall,Unicameral majority + lobby firewall,27000,180.000,5220,34.800,180.000,0.193,1.000,0.573,0.665,0.111,0.251,0.807,0.000,0.000,0.000,0.000,0.555,0.067,0.271,0.243,0.816,0.550,0.462,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",supermajority-60,Unicameral 60 percent passage,27000,180.000,985,6.567,180.000,0.036,1.000,0.657,0.649,0.024,0.358,0.964,0.000,0.000,0.000,0.000,0.908,0.007,0.130,0.526,0.824,0.017,0.943,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass,Default pass unless 2/3 block,27000,180.000,22856,152.373,180.000,0.847,1.000,0.517,0.483,0.438,0.099,0.153,0.000,0.000,0.000,0.488,0.042,0.703,0.698,0.335,0.786,0.975,0.876,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-lobby-firewall,Default pass + lobby firewall,27000,180.000,22354,149.027,180.000,0.828,1.000,0.518,0.491,0.429,0.102,0.172,0.000,0.000,0.000,0.483,0.035,0.690,0.704,0.318,0.798,0.989,0.801,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-lobby-transparency,Default pass + lobby transparency,27000,180.000,22744,151.627,180.000,0.842,1.000,0.517,0.487,0.436,0.102,0.158,0.000,0.000,0.000,0.479,0.038,0.697,0.698,0.235,0.777,0.995,0.811,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-public-interest-screen,Default pass + public-interest screen,27000,180.000,17672,117.813,142.293,0.655,0.791,0.513,0.527,0.336,0.107,0.345,0.209,0.000,0.000,0.503,0.129,0.533,0.686,0.218,0.789,0.903,0.422,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-lobby-audit,Default pass + anti-capture audit,27000,180.000,18006,120.040,179.447,0.667,0.997,0.510,0.510,0.340,0.104,0.333,0.003,0.000,0.000,0.512,0.197,0.547,0.689,0.223,0.789,0.979,0.505,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-anti-capture-bundle,Default pass + anti-capture bundle,27000,180.000,18491,123.273,162.700,0.685,0.904,0.521,0.521,0.357,0.110,0.315,0.096,0.000,0.000,0.472,0.071,0.557,0.685,0.179,0.796,0.939,0.454,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-informed-guarded,Default pass + informed guarded committee,27000,180.000,4439,29.593,29.973,0.164,0.167,0.559,0.627,0.092,0.216,0.836,0.563,0.270,0.000,0.305,0.620,0.057,0.261,0.345,0.835,0.311,0.701,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-challenge,Default pass + challenge vouchers,27000,180.000,23066,153.773,180.000,0.854,1.000,0.495,0.470,0.423,0.095,0.146,0.000,0.000,0.166,0.497,0.103,0.659,0.637,0.327,0.791,0.916,0.858,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-cross-bloc,Default pass + cross-bloc cosponsors,27000,180.000,3768,25.120,25.647,0.140,0.142,0.519,0.742,0.072,0.275,0.860,0.858,0.000,0.000,0.451,0.658,0.035,0.194,0.134,0.769,0.595,0.214,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-adaptive-track,Default pass + adaptive tracks,27000,180.000,10365,69.100,158.753,0.384,0.882,0.528,0.613,0.203,0.171,0.616,0.116,0.002,0.000,0.362,0.251,0.183,0.383,0.245,0.788,0.821,0.498,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-sunset-trial,Default pass + sunset trial,27000,180.000,10856,72.373,180.000,0.402,1.000,0.517,0.639,0.208,0.147,0.598,0.000,0.000,0.000,0.476,0.180,0.237,0.487,0.176,0.802,0.936,0.291,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-earned-credits,Default pass + earned proposal credits,27000,180.000,14864,99.093,116.993,0.551,0.650,0.517,0.516,0.284,0.109,0.449,0.350,0.000,0.000,0.484,0.284,0.423,0.641,0.294,0.794,0.747,0.701,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",bicameral-majority,Bicameral simple majority,27000,180.000,2506,16.707,180.000,0.093,1.000,0.603,0.625,0.056,0.271,0.907,0.000,0.000,0.000,0.000,0.790,0.027,0.215,0.429,0.810,0.122,0.865,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",presidential-veto,Bicameral majority + presidential veto,27000,180.000,1542,10.280,180.000,0.057,1.000,0.616,0.636,0.035,0.294,0.943,0.000,0.000,0.000,0.000,0.864,0.016,0.202,0.444,0.811,0.066,0.849,915,3
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,simple-majority,Unicameral simple majority,18000,120.000,6257,41.713,120.000,0.348,1.000,0.618,0.636,0.215,0.233,0.652,0.000,0.000,0.000,0.000,0.321,0.146,0.335,0.300,0.838,0.715,0.607,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,18000,120.000,6567,43.780,120.000,0.365,1.000,0.632,0.650,0.231,0.240,0.635,0.000,0.000,0.000,0.000,0.266,0.153,0.336,0.251,0.858,0.848,0.480,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,supermajority-60,Unicameral 60 percent passage,18000,120.000,2724,18.160,120.000,0.151,1.000,0.686,0.695,0.104,0.337,0.849,0.000,0.000,0.000,0.000,0.630,0.038,0.189,0.313,0.844,0.341,0.576,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass,Default pass unless 2/3 block,18000,120.000,14819,98.793,120.000,0.823,1.000,0.546,0.522,0.449,0.128,0.177,0.000,0.000,0.000,0.419,0.022,0.598,0.590,0.318,0.817,0.983,0.760,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-lobby-firewall,Default pass + lobby firewall,18000,120.000,14392,95.947,120.000,0.800,1.000,0.554,0.531,0.443,0.134,0.200,0.000,0.000,0.000,0.407,0.015,0.578,0.587,0.302,0.833,0.989,0.693,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-lobby-transparency,Default pass + lobby transparency,18000,120.000,14644,97.627,120.000,0.814,1.000,0.544,0.526,0.442,0.131,0.186,0.000,0.000,0.000,0.425,0.019,0.587,0.587,0.222,0.812,0.995,0.696,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-public-interest-screen,Default pass + public-interest screen,18000,120.000,12006,80.040,98.220,0.667,0.819,0.547,0.561,0.365,0.139,0.333,0.182,0.000,0.000,0.417,0.093,0.467,0.567,0.219,0.821,0.948,0.409,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-lobby-audit,Default pass + anti-capture audit,18000,120.000,11898,79.320,119.873,0.661,0.999,0.541,0.547,0.358,0.134,0.339,0.001,0.000,0.000,0.429,0.160,0.469,0.577,0.218,0.820,0.985,0.461,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,18000,120.000,12346,82.307,111.387,0.686,0.928,0.557,0.555,0.382,0.141,0.314,0.072,0.000,0.000,0.399,0.049,0.486,0.575,0.175,0.833,0.971,0.429,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-informed-guarded,Default pass + informed guarded committee,18000,120.000,4864,32.427,32.607,0.270,0.272,0.618,0.656,0.167,0.250,0.730,0.507,0.221,0.000,0.149,0.428,0.092,0.256,0.295,0.875,0.586,0.564,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-challenge,Default pass + challenge vouchers,18000,120.000,14538,96.920,120.000,0.808,1.000,0.525,0.510,0.424,0.127,0.192,0.000,0.000,0.250,0.412,0.088,0.545,0.538,0.313,0.821,0.950,0.758,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,18000,120.000,6517,43.447,44.513,0.362,0.371,0.590,0.666,0.213,0.244,0.638,0.629,0.000,0.000,0.235,0.324,0.128,0.281,0.214,0.838,0.921,0.375,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-adaptive-track,Default pass + adaptive tracks,18000,120.000,8468,56.453,108.633,0.470,0.905,0.586,0.623,0.276,0.196,0.530,0.093,0.002,0.000,0.202,0.141,0.222,0.375,0.254,0.828,0.902,0.494,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-sunset-trial,Default pass + sunset trial,18000,120.000,8325,55.500,120.000,0.463,1.000,0.571,0.646,0.264,0.177,0.538,0.000,0.000,0.000,0.332,0.133,0.249,0.428,0.185,0.834,0.966,0.304,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-earned-credits,Default pass + earned proposal credits,18000,120.000,11146,74.307,89.773,0.619,0.748,0.550,0.543,0.341,0.140,0.381,0.252,0.000,0.000,0.409,0.203,0.423,0.550,0.289,0.824,0.829,0.654,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,bicameral-majority,Bicameral simple majority,18000,120.000,4505,30.033,120.000,0.250,1.000,0.645,0.660,0.161,0.275,0.750,0.000,0.000,0.000,0.000,0.459,0.086,0.267,0.303,0.841,0.549,0.592,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,presidential-veto,Bicameral majority + presidential veto,18000,120.000,3034,20.227,120.000,0.169,1.000,0.666,0.674,0.112,0.301,0.831,0.000,0.000,0.000,0.000,0.611,0.052,0.240,0.314,0.842,0.357,0.590,1318,13
