caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,fastLaneRate,middleLaneRate,highRiskLaneRate,challengeExhaustionRate,falseNegativePassRate,publicWillReviewRate,publicSignalMovement,districtAlignment,crossBlocAdmissionRate,affectedGroupSponsorshipRate,averageCosponsors,proposalBondForfeiture,strategicDecoyRate,proposerAccessGini,welfarePerSubmittedBill,vetoes,overriddenVetoes
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass,Default pass unless 2/3 block,4800,60.000,3983,49.788,60.000,0.830,1.000,0.524,0.498,0.435,0.105,0.170,0.000,0.000,0.000,0.469,0.032,0.671,0.675,0.320,0.799,0.981,0.814,0.000,0.000,0.000,0.201,0.000,0.000,0.182,0.782,0.000,0.379,0.000,0.000,0.000,0.671,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.413,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-constituent-public-will,Default pass + constituent public will,4800,60.000,3971,49.638,60.000,0.827,1.000,0.519,0.495,0.429,0.105,0.173,0.000,0.000,0.000,0.480,0.005,0.665,0.672,0.319,0.875,0.985,0.804,0.000,0.000,0.000,0.125,0.000,0.000,0.170,0.750,0.000,0.368,0.000,0.000,0.000,0.665,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.275,0.416,0.000,0.000,0.000,0.000,0.000,0.069,0.410,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,4800,60.000,1887,23.588,60.000,0.393,1.000,0.543,0.633,0.213,0.176,0.607,0.000,0.000,0.000,0.294,0.029,0.204,0.428,0.254,0.841,0.940,0.516,0.000,0.000,0.000,0.159,0.000,0.000,0.115,0.189,0.000,0.507,0.000,0.000,0.000,0.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.285,0.491,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.273,0.386,0.000,0.000,0.000,0.000,0.000,0.069,0.249,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-proposal-bonds,Default pass + proposal bonds,4800,60.000,3942,49.275,59.550,0.821,0.993,0.525,0.499,0.431,0.106,0.179,0.008,0.000,0.000,0.467,0.036,0.663,0.672,0.318,0.801,0.980,0.803,0.000,0.000,0.000,0.199,0.000,0.000,0.180,0.771,0.000,0.381,0.000,0.000,0.000,0.663,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.573,0.000,0.069,0.410,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-proposal-bonds-challenge,Default pass + proposal bonds + challenge,4800,60.000,2741,34.263,59.550,0.571,0.993,0.514,0.519,0.293,0.132,0.429,0.008,0.000,0.500,0.407,0.246,0.369,0.528,0.306,0.810,0.786,0.747,0.000,0.000,0.000,0.190,0.000,0.000,0.167,0.465,0.000,0.398,0.000,0.000,0.000,0.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.355,0.339,0.000,0.000,0.000,0.000,0.000,0.000,0.555,0.000,0.070,0.296,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-cross-bloc-credit-discount,Default pass + cross-bloc credit discount,4800,60.000,1143,14.288,14.438,0.238,0.241,0.561,0.704,0.134,0.246,0.762,0.759,0.000,0.000,0.289,0.428,0.076,0.254,0.160,0.783,0.814,0.271,0.000,0.000,0.000,0.217,0.000,0.000,0.054,0.045,0.000,0.602,0.000,0.000,0.000,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.241,0.225,4.071,0.000,0.000,0.182,0.168,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-affected-sponsor-gate,Default pass + affected-group sponsor gate,4800,60.000,762,9.525,9.563,0.159,0.159,0.575,0.747,0.091,0.274,0.841,0.841,0.000,0.000,0.238,0.547,0.046,0.224,0.134,0.757,0.609,0.217,0.000,0.000,0.000,0.243,0.000,0.000,0.031,0.014,0.000,0.657,0.000,0.000,0.000,0.046,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.159,0.202,3.077,0.000,0.000,0.207,0.119,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-multiround-mediation,Default pass + multi-round mediation,4800,60.000,4481,56.013,60.000,0.934,1.000,0.526,0.447,0.491,0.204,0.066,0.000,0.000,0.000,0.424,0.028,0.375,0.366,0.326,0.820,0.966,0.967,0.000,0.000,0.000,0.180,0.740,0.285,0.118,0.730,0.276,0.421,0.000,0.000,0.000,0.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.417,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,4800,60.000,3400,42.500,60.000,0.708,1.000,0.539,0.453,0.382,0.229,0.292,0.000,0.000,0.471,0.300,0.237,0.246,0.316,0.353,0.834,0.736,1.028,0.000,0.000,0.000,0.166,0.736,0.283,0.116,0.516,0.276,0.433,0.000,0.000,0.000,0.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.339,0.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.321,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,4800,60.000,2583,32.288,32.325,0.538,0.539,0.626,0.645,0.337,0.444,0.462,0.461,0.000,0.000,0.093,0.003,0.006,0.006,0.237,0.806,0.899,0.466,0.000,0.000,0.000,0.194,0.539,0.319,0.051,0.022,0.000,0.630,0.000,0.000,0.000,0.006,0.000,0.001,0.003,6.000,0.461,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.103,0.347,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-alternatives-strategic,Default pass + strategic policy tournament,4800,60.000,2585,32.313,32.325,0.539,0.539,0.625,0.645,0.337,0.444,0.461,0.461,0.000,0.000,0.108,0.003,0.006,0.006,0.237,0.805,0.899,0.466,0.000,0.000,0.000,0.195,0.539,0.319,0.050,0.022,0.000,0.630,0.000,0.000,0.000,0.006,0.000,0.001,0.003,10.000,0.461,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.103,0.347,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge,Default pass + challenge vouchers,4800,60.000,2774,34.675,60.000,0.578,1.000,0.513,0.516,0.296,0.131,0.422,0.000,0.000,0.500,0.416,0.245,0.374,0.531,0.309,0.807,0.801,0.764,0.000,0.000,0.000,0.193,0.000,0.000,0.168,0.465,0.000,0.395,0.000,0.000,0.000,0.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.362,0.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.298,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-party-proportional,Default pass + proportional party challenge vouchers,4800,60.000,2827,35.338,60.000,0.589,1.000,0.511,0.505,0.301,0.125,0.411,0.000,0.000,0.498,0.421,0.266,0.391,0.542,0.314,0.808,0.754,0.784,0.000,0.000,0.000,0.192,0.000,0.000,0.173,0.496,0.000,0.387,0.000,0.000,0.000,0.391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.364,0.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.298,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-minority-bonus,Default pass + minority-bonus challenge vouchers,4800,60.000,2518,31.475,60.000,0.525,1.000,0.519,0.532,0.272,0.143,0.475,0.000,0.000,0.564,0.398,0.279,0.325,0.510,0.304,0.811,0.791,0.728,0.000,0.000,0.000,0.189,0.000,0.000,0.162,0.412,0.000,0.409,0.000,0.000,0.000,0.325,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.309,0.298,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.279,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-supermajority,Default pass + challenge to 60 percent vote,4800,60.000,2478,30.975,60.000,0.516,1.000,0.507,0.506,0.262,0.131,0.484,0.000,0.000,0.500,0.466,0.368,0.338,0.535,0.302,0.807,0.689,0.759,0.000,0.000,0.000,0.193,0.000,0.000,0.172,0.420,0.000,0.384,0.000,0.000,0.000,0.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.372,0.349,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.261,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-committee,Default pass + challenge to committee review,4800,60.000,2621,32.763,35.550,0.546,0.593,0.510,0.510,0.279,0.128,0.454,0.000,0.408,0.500,0.443,0.305,0.359,0.539,0.306,0.807,0.741,0.760,0.000,0.000,0.000,0.193,0.000,0.000,0.171,0.453,0.000,0.390,0.000,0.000,0.000,0.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.369,0.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.279,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-challenge-info-active,Default pass + challenge to info + active vote,4800,60.000,2765,34.563,60.000,0.576,1.000,0.514,0.515,0.296,0.132,0.424,0.000,0.000,0.500,0.414,0.225,0.373,0.529,0.312,0.813,0.790,0.769,0.000,0.000,0.000,0.187,0.000,0.000,0.171,0.479,0.000,0.392,0.000,0.000,0.000,0.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.363,0.347,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.297,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-adaptive-track,Default pass + adaptive tracks,4800,60.000,1822,22.775,51.450,0.380,0.858,0.552,0.626,0.210,0.183,0.620,0.136,0.006,0.000,0.281,0.228,0.175,0.369,0.233,0.807,0.836,0.457,0.000,0.000,0.000,0.193,0.000,0.000,0.100,0.184,0.000,0.522,0.000,0.000,0.000,0.175,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.273,0.581,0.146,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.238,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-adaptive-track-lenient,Default pass + adaptive tracks lenient,4800,60.000,2530,31.625,57.600,0.527,0.960,0.534,0.583,0.281,0.148,0.473,0.040,0.000,0.000,0.373,0.114,0.304,0.473,0.249,0.813,0.935,0.511,0.000,0.000,0.000,0.187,0.000,0.000,0.123,0.316,0.000,0.471,0.000,0.000,0.000,0.304,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.480,0.480,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.073,0.307,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-adaptive-track-strict,Default pass + adaptive tracks strict,4800,60.000,1228,15.350,40.350,0.256,0.673,0.579,0.649,0.148,0.221,0.744,0.299,0.028,0.000,0.114,0.435,0.096,0.294,0.275,0.814,0.577,0.547,0.000,0.000,0.000,0.186,0.000,0.000,0.098,0.131,0.000,0.552,0.000,0.000,0.000,0.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.568,0.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.166,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-adaptive-track-citizen-high-risk,Default pass + adaptive tracks + citizen high-risk,4800,60.000,1842,23.025,60.000,0.384,1.000,0.552,0.627,0.212,0.183,0.616,0.000,0.000,0.000,0.281,0.226,0.174,0.361,0.240,0.808,0.825,0.471,0.000,0.000,0.000,0.192,0.000,0.000,0.103,0.179,0.000,0.519,0.000,0.000,0.000,0.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.144,0.010,0.257,0.000,0.000,0.000,0.272,0.584,0.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.240,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-adaptive-track-supermajority-high-risk,Default pass + adaptive tracks + supermajority high-risk,4800,60.000,1830,22.875,60.000,0.381,1.000,0.550,0.627,0.210,0.182,0.619,0.000,0.000,0.000,0.280,0.223,0.176,0.366,0.238,0.801,0.827,0.468,0.000,0.000,0.000,0.199,0.000,0.000,0.101,0.170,0.000,0.519,0.000,0.000,0.000,0.176,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.271,0.584,0.145,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.239,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-law-registry,Default pass + law registry,4800,60.000,4077,50.963,60.000,0.849,1.000,0.542,0.492,0.460,0.132,0.151,0.000,0.000,0.000,0.417,0.028,0.855,0.618,0.321,0.792,0.980,0.823,0.000,0.000,0.000,0.208,0.000,0.000,0.185,0.815,0.000,0.378,0.580,0.540,5.124,0.855,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.418,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-law-registry-fast-review,Default pass + law registry fast review,4800,60.000,4121,51.513,60.000,0.859,1.000,0.542,0.491,0.465,0.130,0.141,0.000,0.000,0.000,0.414,0.029,0.858,0.611,0.320,0.791,0.987,0.816,0.000,0.000,0.000,0.209,0.000,0.000,0.184,0.802,0.000,0.377,0.632,0.315,2.068,0.858,0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.421,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-law-registry-slow-review,Default pass + law registry slow partial review,4800,60.000,4074,50.925,60.000,0.849,1.000,0.534,0.493,0.454,0.122,0.151,0.000,0.000,0.000,0.441,0.029,0.796,0.627,0.320,0.792,0.987,0.816,0.000,0.000,0.000,0.208,0.000,0.000,0.184,0.810,0.000,0.378,0.550,0.647,8.097,0.796,0.034,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.418,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-cost,Default pass + proposal costs,4800,60.000,2403,30.038,32.000,0.501,0.533,0.509,0.472,0.255,0.038,0.499,0.467,0.000,0.000,0.504,0.457,0.598,1.080,0.350,0.794,0.484,0.918,0.000,0.000,0.000,0.206,0.000,0.000,0.200,0.553,0.000,0.356,0.000,0.000,0.000,0.598,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.110,0.236,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-cost-public-waiver,Default pass + proposal costs + public waiver,4800,60.000,2581,32.263,34.350,0.538,0.573,0.514,0.494,0.277,0.052,0.462,0.428,0.000,0.000,0.494,0.341,0.606,1.012,0.316,0.796,0.637,0.815,0.000,0.000,0.000,0.204,0.000,0.000,0.185,0.551,0.000,0.379,0.000,0.000,0.000,0.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.102,0.266,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-cost-lobby-surcharge,Default pass + lobby-surcharge proposal costs,4800,60.000,2179,27.238,29.738,0.454,0.496,0.510,0.549,0.231,0.075,0.546,0.504,0.000,0.000,0.509,0.349,0.461,0.907,0.167,0.797,0.806,0.341,0.000,0.000,0.000,0.203,0.000,0.000,0.142,0.268,0.000,0.418,0.000,0.000,0.000,0.461,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.112,0.249,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-member-quota,Default pass + member proposal quota,4800,60.000,3954,49.425,59.663,0.824,0.994,0.524,0.498,0.432,0.104,0.176,0.006,0.000,0.000,0.470,0.036,0.668,0.678,0.320,0.800,0.981,0.812,0.000,0.000,0.000,0.200,0.000,0.000,0.182,0.781,0.000,0.380,0.000,0.000,0.000,0.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.411,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-weighted-agenda-lottery,Default pass + weighted agenda lottery,4800,60.000,1959,24.488,28.000,0.408,0.467,0.528,0.554,0.215,0.121,0.592,0.533,0.000,0.000,0.448,0.411,0.295,0.604,0.268,0.813,0.646,0.593,0.000,0.000,0.000,0.187,0.000,0.000,0.146,0.297,0.000,0.432,0.000,0.000,0.000,0.295,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.113,0.226,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,default-pass-public-objection,Default pass + public objection window,4800,60.000,2012,25.150,60.000,0.419,1.000,0.544,0.600,0.228,0.174,0.581,0.000,0.000,0.000,0.296,0.232,0.197,0.378,0.257,0.807,0.827,0.533,0.000,0.000,0.000,0.193,0.000,0.000,0.111,0.205,0.000,0.493,0.000,0.000,0.000,0.197,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.674,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.252,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,bicameral-majority,Bicameral simple majority,4800,60.000,713,8.913,60.000,0.149,1.000,0.614,0.647,0.091,0.275,0.851,0.000,0.000,0.000,0.000,0.657,0.045,0.224,0.341,0.823,0.281,0.687,0.000,0.000,0.000,0.177,0.000,0.000,0.096,0.073,0.000,0.571,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.096,0,0
high-lobbying,High Lobbying Pressure,Lobby pressure is strong.,presidential-veto,Bicameral majority + presidential veto,4800,60.000,419,5.238,60.000,0.087,1.000,0.623,0.663,0.054,0.297,0.913,0.000,0.000,0.000,0.000,0.790,0.026,0.227,0.351,0.819,0.155,0.671,0.000,0.000,0.000,0.181,0.000,0.000,0.086,0.036,0.000,0.592,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.069,0.058,265,1
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,simple-majority,Unicameral simple majority,4800,60.000,1144,14.300,60.000,0.238,1.000,0.573,0.622,0.137,0.233,0.762,0.000,0.000,0.000,0.000,0.555,0.087,0.288,0.223,0.805,0.568,0.427,0.000,0.000,0.000,0.195,0.000,0.000,0.097,0.098,0.000,0.523,0.000,0.000,0.000,0.087,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.148,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,supermajority-60,Unicameral 60 percent passage,4800,60.000,218,2.725,60.000,0.045,1.000,0.640,0.700,0.029,0.400,0.955,0.000,0.000,0.000,0.000,0.892,0.007,0.092,0.240,0.821,0.107,0.417,0.000,0.000,0.000,0.179,0.000,0.000,0.067,0.007,0.000,0.617,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.032,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass,Default pass unless 2/3 block,4800,60.000,4215,52.688,60.000,0.878,1.000,0.526,0.483,0.462,0.100,0.122,0.000,0.000,0.000,0.459,0.029,0.697,0.662,0.257,0.784,0.997,0.602,0.000,0.000,0.000,0.216,0.000,0.000,0.172,0.819,0.000,0.379,0.000,0.000,0.000,0.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.424,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-constituent-public-will,Default pass + constituent public will,4800,60.000,4178,52.225,60.000,0.870,1.000,0.526,0.482,0.458,0.101,0.130,0.000,0.000,0.000,0.462,0.004,0.687,0.661,0.257,0.878,0.997,0.597,0.000,0.000,0.000,0.122,0.000,0.000,0.160,0.790,0.000,0.376,0.000,0.000,0.000,0.687,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.283,0.428,0.000,0.000,0.000,0.000,0.000,0.077,0.419,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,4800,60.000,2013,25.163,60.000,0.419,1.000,0.545,0.613,0.229,0.170,0.581,0.000,0.000,0.000,0.263,0.008,0.227,0.450,0.209,0.849,0.941,0.391,0.000,0.000,0.000,0.151,0.000,0.000,0.110,0.201,0.000,0.503,0.000,0.000,0.000,0.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.291,0.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.281,0.396,0.000,0.000,0.000,0.000,0.000,0.077,0.257,0,0
weak-constituency,Weak Constituency Pressure,Members are less responsive to public support.,default-pass-proposal-bonds,Default pass + proposal bonds,4800,60.000,4183,52.288,59.875,0.871,0.998,0.527,0.484,0.459,0.101,0.129,0.002,0.000,0.000,0.453,0.036,0.688,0.659,0.255,0.785,0.995,0.595,0.000,0.000,0.000,0.215,0.000,0.000,0.171,0.808,0.000,0.380,0.000,0.000,0.000,0.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.521,0.000,0.077,0.422,0,0
