caseKey,caseName,caseDescription,caseWeight,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,fastLaneRate,middleLaneRate,highRiskLaneRate,challengeExhaustionRate,falseNegativePassRate,publicWillReviewRate,publicSignalMovement,districtAlignment,crossBlocAdmissionRate,affectedGroupSponsorshipRate,averageCosponsors,proposalBondForfeiture,strategicDecoyRate,proposerAccessGini,welfarePerSubmittedBill,vetoes,overriddenVetoes
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-challenge-committee,Default pass + challenge to committee review,7200,60.000,5126,42.717,44.425,0.712,0.740,0.514,0.484,0.366,0.105,0.288,0.000,0.260,0.333,0.446,0.185,0.526,0.602,0.259,0.802,0.846,0.610,0.000,0.000,0.000,0.198,0.000,0.000,0.173,0.664,0.000,0.377,0.000,0.000,0.000,0.526,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.513,0.471,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.344,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-challenge-info-active,Default pass + challenge to info + active vote,7200,60.000,5270,43.917,60.000,0.732,1.000,0.515,0.488,0.377,0.107,0.268,0.000,0.000,0.333,0.434,0.129,0.538,0.599,0.257,0.807,0.902,0.602,0.000,0.000,0.000,0.193,0.000,0.000,0.172,0.666,0.000,0.378,0.000,0.000,0.000,0.538,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.513,0.470,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.357,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-adaptive-track,Default pass + adaptive tracks,7200,60.000,2947,24.558,54.275,0.409,0.905,0.563,0.606,0.230,0.167,0.591,0.094,0.001,0.000,0.240,0.200,0.208,0.408,0.192,0.805,0.904,0.355,0.000,0.000,0.000,0.195,0.000,0.000,0.099,0.218,0.000,0.525,0.000,0.000,0.000,0.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.292,0.613,0.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.061,0.248,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-adaptive-track-lenient,Default pass + adaptive tracks lenient,7200,60.000,3911,32.592,58.850,0.543,0.981,0.547,0.570,0.297,0.138,0.457,0.019,0.000,0.000,0.339,0.099,0.318,0.478,0.207,0.809,0.975,0.399,0.000,0.000,0.000,0.191,0.000,0.000,0.118,0.340,0.000,0.483,0.000,0.000,0.000,0.318,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.513,0.468,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.310,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-adaptive-track-strict,Default pass + adaptive tracks strict,7200,60.000,1971,16.425,42.775,0.274,0.713,0.591,0.642,0.162,0.215,0.726,0.268,0.019,0.000,0.067,0.389,0.113,0.327,0.194,0.820,0.725,0.351,0.000,0.000,0.000,0.180,0.000,0.000,0.084,0.124,0.000,0.569,0.000,0.000,0.000,0.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.090,0.614,0.296,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.176,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-adaptive-track-citizen-high-risk,Default pass + adaptive tracks + citizen high-risk,7200,60.000,2930,24.417,60.000,0.407,1.000,0.565,0.607,0.230,0.168,0.593,0.000,0.000,0.000,0.233,0.200,0.206,0.408,0.193,0.806,0.906,0.360,0.000,0.000,0.000,0.194,0.000,0.000,0.100,0.231,0.000,0.527,0.000,0.000,0.000,0.206,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.099,0.004,0.251,0.000,0.000,0.000,0.290,0.611,0.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.247,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-adaptive-track-supermajority-high-risk,Default pass + adaptive tracks + supermajority high-risk,7200,60.000,2935,24.458,60.000,0.408,1.000,0.564,0.605,0.230,0.168,0.592,0.000,0.000,0.000,0.237,0.205,0.207,0.406,0.191,0.804,0.906,0.352,0.000,0.000,0.000,0.196,0.000,0.000,0.099,0.223,0.000,0.525,0.000,0.000,0.000,0.207,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.291,0.611,0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.247,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-law-registry,Default pass + law registry,7200,60.000,6270,52.250,60.000,0.871,1.000,0.547,0.486,0.476,0.127,0.129,0.000,0.000,0.000,0.401,0.019,0.853,0.622,0.259,0.788,1.000,0.611,0.000,0.000,0.000,0.212,0.000,0.000,0.173,0.806,0.000,0.388,0.573,0.523,5.136,0.853,0.053,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.423,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-law-registry-fast-review,Default pass + law registry fast review,7200,60.000,6224,51.867,60.000,0.864,1.000,0.549,0.486,0.475,0.129,0.136,0.000,0.000,0.000,0.402,0.022,0.850,0.613,0.259,0.789,0.995,0.608,0.000,0.000,0.000,0.211,0.000,0.000,0.172,0.800,0.000,0.391,0.619,0.314,2.124,0.850,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.420,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-law-registry-slow-review,Default pass + law registry slow partial review,7200,60.000,6157,51.308,60.000,0.855,1.000,0.539,0.488,0.461,0.122,0.145,0.000,0.000,0.000,0.432,0.020,0.806,0.633,0.257,0.792,0.998,0.599,0.000,0.000,0.000,0.208,0.000,0.000,0.170,0.774,0.000,0.390,0.546,0.623,8.193,0.806,0.050,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.417,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-cost,Default pass + proposal costs,7200,60.000,3570,29.750,31.400,0.496,0.523,0.510,0.469,0.253,0.034,0.504,0.477,0.000,0.000,0.498,0.472,0.611,1.113,0.275,0.789,0.445,0.656,0.000,0.000,0.000,0.211,0.000,0.000,0.185,0.500,0.000,0.364,0.000,0.000,0.000,0.611,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.233,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-cost-public-waiver,Default pass + proposal costs + public waiver,7200,60.000,3960,33.000,34.900,0.550,0.582,0.522,0.488,0.287,0.050,0.450,0.418,0.000,0.000,0.470,0.334,0.628,1.020,0.254,0.791,0.631,0.597,0.000,0.000,0.000,0.209,0.000,0.000,0.173,0.523,0.000,0.391,0.000,0.000,0.000,0.628,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.075,0.268,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-cost-lobby-surcharge,Default pass + lobby-surcharge proposal costs,7200,60.000,3797,31.642,33.692,0.527,0.562,0.526,0.520,0.278,0.066,0.473,0.438,0.000,0.000,0.456,0.297,0.566,0.952,0.188,0.795,0.843,0.390,0.000,0.000,0.000,0.205,0.000,0.000,0.152,0.397,0.000,0.416,0.000,0.000,0.000,0.566,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.274,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-member-quota,Default pass + member proposal quota,7200,60.000,6022,50.183,59.650,0.836,0.994,0.533,0.491,0.446,0.100,0.164,0.006,0.000,0.000,0.449,0.027,0.684,0.683,0.256,0.797,0.993,0.593,0.000,0.000,0.000,0.203,0.000,0.000,0.169,0.751,0.000,0.391,0.000,0.000,0.000,0.684,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.411,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-weighted-agenda-lottery,Default pass + weighted agenda lottery,7200,60.000,2917,24.308,28.000,0.405,0.467,0.538,0.547,0.218,0.116,0.595,0.533,0.000,0.000,0.430,0.419,0.303,0.618,0.227,0.805,0.624,0.462,0.000,0.000,0.000,0.195,0.000,0.000,0.139,0.310,0.000,0.442,0.000,0.000,0.000,0.303,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.222,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,default-pass-public-objection,Default pass + public objection window,7200,60.000,3114,25.950,60.000,0.433,1.000,0.558,0.587,0.241,0.164,0.568,0.000,0.000,0.000,0.269,0.219,0.214,0.397,0.203,0.809,0.908,0.390,0.000,0.000,0.000,0.191,0.000,0.000,0.103,0.219,0.000,0.507,0.000,0.000,0.000,0.214,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.657,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.254,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,bicameral-majority,Bicameral simple majority,7200,60.000,1194,9.950,60.000,0.166,1.000,0.623,0.668,0.103,0.278,0.834,0.000,0.000,0.000,0.000,0.597,0.049,0.226,0.203,0.827,0.463,0.357,0.000,0.000,0.000,0.173,0.000,0.000,0.072,0.066,0.000,0.603,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.111,0,0
party-system-two-party,Weighted Two-Party Baseline,Classic two-party legislature with ideological left/right sorting.,0.250,presidential-veto,Bicameral majority + presidential veto,7200,60.000,758,6.317,60.000,0.105,1.000,0.636,0.688,0.067,0.305,0.895,0.000,0.000,0.000,0.000,0.732,0.029,0.203,0.202,0.822,0.325,0.345,0.000,0.000,0.000,0.178,0.000,0.000,0.064,0.037,0.000,0.626,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.056,0.072,390,4
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,simple-majority,Unicameral simple majority,7200,60.000,1980,16.500,60.000,0.275,1.000,0.597,0.637,0.164,0.233,0.725,0.000,0.000,0.000,0.000,0.406,0.112,0.329,0.212,0.822,0.746,0.400,0.000,0.000,0.000,0.178,0.000,0.000,0.084,0.127,0.000,0.563,0.000,0.000,0.000,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.175,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,supermajority-60,Unicameral 60 percent passage,7200,60.000,677,5.642,60.000,0.094,1.000,0.666,0.711,0.063,0.370,0.906,0.000,0.000,0.000,0.000,0.741,0.020,0.156,0.214,0.831,0.322,0.383,0.000,0.000,0.000,0.169,0.000,0.000,0.053,0.035,0.000,0.660,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.067,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass,Default pass unless 2/3 block,7200,60.000,6054,50.450,60.000,0.841,1.000,0.532,0.491,0.448,0.108,0.159,0.000,0.000,0.000,0.449,0.019,0.676,0.671,0.254,0.802,0.988,0.588,0.000,0.000,0.000,0.198,0.000,0.000,0.164,0.748,0.000,0.394,0.000,0.000,0.000,0.676,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.413,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-constituent-public-will,Default pass + constituent public will,7200,60.000,6051,50.425,60.000,0.840,1.000,0.526,0.489,0.442,0.109,0.160,0.000,0.000,0.000,0.459,0.001,0.671,0.667,0.254,0.885,0.998,0.581,0.000,0.000,0.000,0.115,0.000,0.000,0.155,0.717,0.000,0.381,0.000,0.000,0.000,0.671,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.281,0.427,0.000,0.000,0.000,0.000,0.000,0.070,0.411,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,7200,60.000,2831,23.592,60.000,0.393,1.000,0.557,0.628,0.219,0.183,0.607,0.000,0.000,0.000,0.238,0.011,0.212,0.444,0.198,0.864,0.971,0.353,0.000,0.000,0.000,0.136,0.000,0.000,0.102,0.174,0.000,0.520,0.000,0.000,0.000,0.212,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.284,0.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.278,0.395,0.000,0.000,0.000,0.000,0.000,0.070,0.247,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-proposal-bonds,Default pass + proposal bonds,7200,60.000,6029,50.242,59.800,0.837,0.997,0.533,0.492,0.446,0.109,0.163,0.003,0.000,0.000,0.449,0.018,0.673,0.670,0.252,0.803,0.993,0.579,0.000,0.000,0.000,0.197,0.000,0.000,0.164,0.734,0.000,0.395,0.000,0.000,0.000,0.673,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.518,0.000,0.070,0.412,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-proposal-bonds-challenge,Default pass + proposal bonds + challenge,7200,60.000,2448,20.400,59.833,0.340,0.997,0.569,0.601,0.193,0.207,0.660,0.003,0.000,0.799,0.161,0.367,0.140,0.331,0.213,0.824,0.784,0.413,0.000,0.000,0.000,0.176,0.000,0.000,0.099,0.183,0.000,0.517,0.000,0.000,0.000,0.140,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.094,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.484,0.000,0.070,0.204,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-cross-bloc-credit-discount,Default pass + cross-bloc credit discount,7200,60.000,2616,21.800,21.992,0.363,0.367,0.586,0.640,0.213,0.210,0.637,0.633,0.000,0.000,0.231,0.213,0.152,0.325,0.173,0.787,0.940,0.307,0.000,0.000,0.000,0.213,0.000,0.000,0.066,0.140,0.000,0.605,0.000,0.000,0.000,0.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.367,0.319,8.371,0.000,0.000,0.108,0.232,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-affected-sponsor-gate,Default pass + affected-group sponsor gate,7200,60.000,1881,15.675,15.692,0.261,0.262,0.602,0.678,0.157,0.225,0.739,0.738,0.000,0.000,0.164,0.312,0.107,0.322,0.156,0.766,0.863,0.274,0.000,0.000,0.000,0.234,0.000,0.000,0.041,0.081,0.000,0.663,0.000,0.000,0.000,0.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.262,0.296,6.647,0.000,0.000,0.122,0.177,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-multiround-mediation,Default pass + multi-round mediation,7200,60.000,6961,58.008,60.000,0.967,1.000,0.532,0.444,0.515,0.198,0.033,0.000,0.000,0.000,0.390,0.011,0.402,0.374,0.259,0.823,0.993,0.688,0.000,0.000,0.000,0.177,0.728,0.279,0.116,0.923,0.236,0.427,0.000,0.000,0.000,0.402,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.429,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,7200,60.000,4576,38.133,60.000,0.636,1.000,0.560,0.474,0.356,0.231,0.364,0.000,0.000,0.680,0.168,0.254,0.230,0.329,0.271,0.841,0.779,0.695,0.000,0.000,0.000,0.159,0.722,0.274,0.109,0.643,0.237,0.462,0.000,0.000,0.000,0.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.149,0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.301,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,7200,60.000,3979,33.158,33.158,0.553,0.553,0.671,0.636,0.371,0.509,0.447,0.447,0.000,0.000,0.011,0.001,0.005,0.005,0.195,0.845,0.961,0.372,0.000,0.000,0.000,0.155,0.553,0.330,0.045,0.017,0.000,0.650,0.000,0.000,0.000,0.005,0.000,0.001,0.003,6.000,0.447,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.351,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-alternatives-strategic,Default pass + strategic policy tournament,7200,60.000,3979,33.158,33.167,0.553,0.553,0.671,0.636,0.371,0.509,0.447,0.447,0.000,0.000,0.013,0.001,0.005,0.005,0.195,0.845,0.961,0.372,0.000,0.000,0.000,0.155,0.553,0.330,0.045,0.017,0.000,0.650,0.000,0.000,0.000,0.005,0.000,0.001,0.003,10.000,0.447,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.092,0.351,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-adaptive-proposers,Default pass + adaptive proposers,7200,60.000,6191,51.592,60.000,0.860,1.000,0.529,0.488,0.455,0.121,0.140,0.000,0.000,0.000,0.442,0.017,0.586,0.610,0.256,0.813,0.993,0.605,0.000,0.000,0.000,0.187,1.000,0.083,0.168,0.781,0.000,0.396,0.000,0.000,0.000,0.586,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.419,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-adaptive-proposers-lobbying,Default pass + adaptive proposers + strategic lobbying,7200,60.000,6232,51.933,60.000,0.866,1.000,0.527,0.486,0.456,0.120,0.134,0.000,0.000,0.000,0.446,0.012,0.591,0.612,0.258,0.813,0.997,0.613,0.152,0.605,1.467,0.187,1.000,0.083,0.168,0.787,0.000,0.395,0.000,0.000,0.000,0.591,0.000,0.000,0.000,0.000,0.000,2.769,0.186,0.162,0.209,0.311,0.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.421,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-strategic-lobbying,Default pass + strategic lobbying,7200,60.000,6051,50.425,60.000,0.840,1.000,0.531,0.490,0.446,0.108,0.160,0.000,0.000,0.000,0.447,0.023,0.674,0.670,0.256,0.803,0.985,0.598,0.149,0.616,1.443,0.197,0.000,0.000,0.165,0.753,0.000,0.392,0.000,0.000,0.000,0.674,0.000,0.000,0.000,0.000,0.000,2.762,0.184,0.162,0.213,0.311,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.412,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-challenge,Default pass + challenge vouchers,7200,60.000,2421,20.175,60.000,0.336,1.000,0.569,0.603,0.191,0.211,0.664,0.000,0.000,0.801,0.161,0.372,0.136,0.325,0.214,0.827,0.779,0.413,0.000,0.000,0.000,0.173,0.000,0.000,0.098,0.182,0.000,0.518,0.000,0.000,0.000,0.136,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.203,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-challenge-party-proportional,Default pass + proportional party challenge vouchers,7200,60.000,2513,20.942,60.000,0.349,1.000,0.566,0.594,0.198,0.202,0.651,0.000,0.000,0.813,0.170,0.366,0.159,0.366,0.221,0.823,0.775,0.443,0.000,0.000,0.000,0.177,0.000,0.000,0.106,0.202,0.000,0.507,0.000,0.000,0.000,0.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.082,0.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.207,0,0
party-system-two-major-minors,Weighted Two Major Plus Minors,Five-party legislature with two large ideological parties and smaller minor parties.,0.400,default-pass-challenge-minority-bonus,Default pass + minority-bonus challenge vouchers,7200,60.000,2312,19.267,60.000,0.321,1.000,0.576,0.609,0.185,0.218,0.679,0.000,0.000,0.823,0.134,0.390,0.123,0.306,0.215,0.827,0.755,0.411,0.000,0.000,0.000,0.173,0.000,0.000,0.094,0.152,0.000,0.527,0.000,0.000,0.000,0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.074,0.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.196,0,0
