historical_scan_rank,current_olrc_scan_rank,triage_rank,source_scan_rank,lineage_review_rank,bill_id,public_law_number,enacted_date,target_reference,target_reference_type,normalized_title,normalized_section,pre_edition,post_edition,pre_olrc_granule_id,pre_olrc_url,pre_fetch_status,pre_http_status,pre_text_sha256,pre_text_bytes,pre_public_law_reference_hits,post_olrc_granule_id,post_olrc_url,post_fetch_status,post_http_status,post_text_sha256,post_text_bytes,post_public_law_reference_hits,annual_text_hash_status,annual_public_law_window_status,historical_review_status,lineage_evidence_status,evidence_layers,missing_links,source_review_notes,claim_boundary
31,67,67,4,4,117-hr-7776,117-263,2022-12-23,10 USC 8696 note,direct_us_code_reference,10,8696,2021,2022,USC-2021-title10-section8696,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title10-section8696,official_olrc_annual_section_page_fetched,200,4aefcf2194f0489168831ad25401ff8c3b444557e576f291befde0c453c96f56,4177,0,USC-2022-title10-section8696,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title10-section8696,official_olrc_annual_section_page_fetched,200,ee6d28d72e5dd65197300a915b647557877b90dec47c12ddfd7281e0c84161c4,152423,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
32,68,68,4,4,117-hr-7776,117-263,2022-12-23,10 USC 9062(j),title_code_section_phrase,10,9062,2021,2022,USC-2021-title10-section9062,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title10-section9062,official_olrc_annual_section_page_fetched,200,3dfcb13bbd8b4d27aa6f6231bf15ef0d857e0043a703ca7f056db09f6d5bbcc1,192175,0,USC-2022-title10-section9062,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title10-section9062,official_olrc_annual_section_page_fetched,200,7d9701af29785a336c7e16db94249aca8ec7289cc5b67f2aa040698976b7cbe6,195633,6,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
33,69,69,5,5,117-hr-6604,117-297,2022-12-27,38 USC 101 note,direct_us_code_reference,38,101,2021,2022,USC-2021-title38-section101,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section101,official_olrc_annual_section_page_fetched,200,ae56e984943470a19d1ae74bebf959547d5e980cf5e99056509e84ec890dbc96,470159,0,USC-2022-title38-section101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section101,official_olrc_annual_section_page_fetched,200,5a496d2e8d1958bdccb5876265b8599652090ea884e26ebba68a234f75f22d3e,503201,1,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
34,70,70,5,5,117-hr-6604,117-297,2022-12-27,38 USC 3319(e),title_code_section_phrase,38,3319,2021,2022,USC-2021-title38-section3319,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section3319,official_olrc_annual_section_page_fetched,200,0c33a2d5ee38806396c010ade2eca9bf1cadecd37109dd4c7ea1c540740ef71a,175843,0,USC-2022-title38-section3319,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section3319,official_olrc_annual_section_page_fetched,200,dac7797dbc7c2d40a35f4b9d790cb40bc19b47a0c4e3abe2192619b4381851e9,180111,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
35,71,71,5,5,117-hr-6604,117-297,2022-12-27,38 USC 3699(c)(2)(A),title_code_section_phrase,38,3699,2021,2022,USC-2021-title38-section3699,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section3699,official_olrc_annual_section_page_fetched,200,bdc7df547086d37151005f512f5f5c8c189d6a4d86066eb7f2e705ec702532f1,166811,0,USC-2022-title38-section3699,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section3699,official_olrc_annual_section_page_fetched,200,74c4d0a1e433dae8b18762ddc981f0c40908b2d741eee7d2449e57bc7e52a8f3,169197,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
36,72,72,6,6,117-hr-7132,117-223,2022-12-07,47 USC 345 note,direct_us_code_reference,47,345,2021,2022,USC-2021-title47-section345,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title47-section345,official_olrc_annual_section_page_fetched,200,9fb3d67b956e04d2b79cfa7bb994988e3132b9b225166f141fedec25ade06ac8,4177,0,USC-2022-title47-section345,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title47-section345,official_olrc_annual_section_page_fetched,200,f76a2169a9fcbbb37c1ea756f0138ce29ad96a2edd8cc7a1f95eba172a40b506,181086,7,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
37,73,73,6,6,117-hr-7132,117-223,2022-12-07,47 USC 345,direct_us_code_reference,47,345,2021,2022,USC-2021-title47-section345,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title47-section345,official_olrc_annual_section_page_fetched,200,9fb3d67b956e04d2b79cfa7bb994988e3132b9b225166f141fedec25ade06ac8,4177,0,USC-2022-title47-section345,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title47-section345,official_olrc_annual_section_page_fetched,200,f76a2169a9fcbbb37c1ea756f0138ce29ad96a2edd8cc7a1f95eba172a40b506,181086,7,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
38,77,77,6,6,117-hr-7132,117-223,2022-12-07,47 USC 609 note,direct_us_code_reference,47,609,2021,2022,USC-2021-title47-section609,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title47-section609,official_olrc_annual_section_page_fetched,200,28febc1df09c9d42ed7710788711007f3a48e78ff008077f493e5834cd4daf3d,214151,0,USC-2022-title47-section609,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title47-section609,official_olrc_annual_section_page_fetched,200,e37c4bb61a7474848de9132eb2c8cae0946bf66d300837827cefaee64502292a,216157,1,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
39,78,78,7,7,117-s-3373,117-168,2022-08-10,38 USC 1710,direct_us_code_reference,38,1710,2021,2022,USC-2021-title38-section1710,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1710,official_olrc_annual_section_page_fetched,200,43c813d712641b892bccb3d81fdf113c579e1becb4333f17f00508c549a226bd,345081,0,USC-2022-title38-section1710,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1710,official_olrc_annual_section_page_fetched,200,62eaeb556f064dfecca9657cebc725f7a9ed911c3475f3f591d0dc510d4f96fe,368469,15,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
40,79,79,7,7,117-s-3373,117-168,2022-08-10,38 USC 101 note,direct_us_code_reference,38,101,2021,2022,USC-2021-title38-section101,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section101,official_olrc_annual_section_page_fetched,200,ae56e984943470a19d1ae74bebf959547d5e980cf5e99056509e84ec890dbc96,470159,0,USC-2022-title38-section101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section101,official_olrc_annual_section_page_fetched,200,5a496d2e8d1958bdccb5876265b8599652090ea884e26ebba68a234f75f22d3e,503201,14,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
41,80,80,7,7,117-s-3373,117-168,2022-08-10,38 USC 1171,direct_us_code_reference,38,1171,2021,2022,USC-2021-title38-section1171,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1171,official_olrc_annual_section_page_fetched,200,9f85ff162854b6622f4e0631db88f444f1488ecbab080eab16f2a7a3fa4b2c5c,4173,0,USC-2022-title38-section1171,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1171,official_olrc_annual_section_page_fetched,200,f038afb370211335c11a391eda86290c0ade819e8dd25001ef3547616266a453,149286,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
42,81,81,7,7,117-s-3373,117-168,2022-08-10,38 USC 1710 note,direct_us_code_reference,38,1710,2021,2022,USC-2021-title38-section1710,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1710,official_olrc_annual_section_page_fetched,200,43c813d712641b892bccb3d81fdf113c579e1becb4333f17f00508c549a226bd,345081,0,USC-2022-title38-section1710,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1710,official_olrc_annual_section_page_fetched,200,62eaeb556f064dfecca9657cebc725f7a9ed911c3475f3f591d0dc510d4f96fe,368469,15,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
43,82,82,7,7,117-s-3373,117-168,2022-08-10,38 USC 1116,direct_us_code_reference,38,1116,2021,2022,USC-2021-title38-section1116,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1116,official_olrc_annual_section_page_fetched,200,c95b579b4f87863224d876ea2fd58ba9f44fba7f27bbb5341ebda9ddd08b707a,233478,0,USC-2022-title38-section1116,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1116,official_olrc_annual_section_page_fetched,200,4f1ad2bcd95a4f212c88b6805f3d6f16397119b6b4d8db77a42571d812b3e99c,242810,15,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
44,83,83,7,7,117-s-3373,117-168,2022-08-10,38 USC 1172,direct_us_code_reference,38,1172,2021,2022,USC-2021-title38-section1172,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1172,official_olrc_annual_section_page_fetched,200,bb477da2bc5fdf88b8e7f673717cdcdcdca62079c316afe0b9173d098e2f9618,4181,0,USC-2022-title38-section1172,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1172,official_olrc_annual_section_page_fetched,200,a117b8bd18d47afd350da8aa4a8742c39959ad8c1ce31f6bebd772b3cf745707,150023,1,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
45,84,84,7,7,117-s-3373,117-168,2022-08-10,38 USC 1173,direct_us_code_reference,38,1173,2021,2022,USC-2021-title38-section1173,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1173,official_olrc_annual_section_page_fetched,200,8a4a63fafe5b112dd3204d0c398bbd4a1d1c4ef9d008ff316d193b2320333ceb,4173,0,USC-2022-title38-section1173,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1173,official_olrc_annual_section_page_fetched,200,05e641153954542227f35d3baeeecf593000f4aa61c359b732ec4de49fb0bb38,147289,1,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
46,85,85,7,7,117-s-3373,117-168,2022-08-10,38 USC 1174,direct_us_code_reference,38,1174,2021,2022,USC-2021-title38-section1174,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1174,official_olrc_annual_section_page_fetched,200,fe6d7acaa719da2a38989bb39617b6e55b0eb911041f4e0ed8a0e002d5f78343,4173,0,USC-2022-title38-section1174,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1174,official_olrc_annual_section_page_fetched,200,d987f37ef4e404857c12e508b3269960d2e310af5a7f97ff8dde2aa00085ec31,148594,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
47,86,86,7,7,117-s-3373,117-168,2022-08-10,38 USC 1175,direct_us_code_reference,38,1175,2021,2022,USC-2021-title38-section1175,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1175,official_olrc_annual_section_page_fetched,200,fa0e91ce70dbcb438d77faceb28f402e13dc0eba87a5c48dc9611be32bf48c11,4173,0,USC-2022-title38-section1175,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1175,official_olrc_annual_section_page_fetched,200,cc86f20c6223764f11de663b57d8c4b1822f8708fda6ce55573c34b6cf2949ee,144977,1,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
48,87,87,7,7,117-s-3373,117-168,2022-08-10,38 USC 1176,direct_us_code_reference,38,1176,2021,2022,USC-2021-title38-section1176,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1176,official_olrc_annual_section_page_fetched,200,94e3d6eae1d401e9df09efdaa98f0d5f3d0ae5246695fb04e4ad8cf9575dab06,4173,0,USC-2022-title38-section1176,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1176,official_olrc_annual_section_page_fetched,200,117ddf6ead83e2fd96948babee311129eefb3b9ba752ec79e113215f4b46464b,150695,2,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
49,90,90,7,7,117-s-3373,117-168,2022-08-10,38 USC 1710(e)(3)(B),title_code_section_phrase,38,1710,2021,2022,USC-2021-title38-section1710,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section1710,official_olrc_annual_section_page_fetched,200,43c813d712641b892bccb3d81fdf113c579e1becb4333f17f00508c549a226bd,345081,0,USC-2022-title38-section1710,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section1710,official_olrc_annual_section_page_fetched,200,62eaeb556f064dfecca9657cebc725f7a9ed911c3475f3f591d0dc510d4f96fe,368469,15,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
50,91,91,8,8,117-hr-4346,117-167,2022-08-09,15 USC 4652,direct_us_code_reference,15,4652,2021,2022,USC-2021-title15-section4652,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title15-section4652,official_olrc_annual_section_page_fetched,200,da45e6e020855ab614c61d31e4ed0f3945df1c8fe1f470a675768502150b4d0a,155485,0,USC-2022-title15-section4652,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title15-section4652,official_olrc_annual_section_page_fetched,200,15c04f2fca0498a08557946279531646d0e36cf89931e812541de1c0f811597c,200521,21,pre_post_hash_changed,public_law_appears_in_post_edition_only,annual_pre_post_pages_fetched_needs_manual_diff_review,historical_edition_scan_not_codified_lineage_or_text_diff_evidence,statutory_lineage_olrc_current_scan; official_olrc_annual_us_code_page; historical_edition_availability_scan,manual_olrc_classification_review; codified_usc_lineage_adjudication; source_reviewed_text_diff; public_law_causal_attribution; law_revision_effective_text; model_validation,Annual OLRC pre/post edition pages are source scaffolding only; manual classification and source-reviewed text-diff adjudication are still required.,"Official OLRC annual-edition availability scan only. Rows compare hashes and public-law mentions for year-before-enactment and enactment-year U.S. Code pages, but they do not establish historical codified U.S.C. lineage, public-law causation, before/after target-section text diffs, implementation outcomes, court review, welfare, causal effects, or model validation."
