caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,vetoes,overriddenVetoes
multi-party,Multi-Party System,Generated legislators sort into five parties.,bicameral-majority,Bicameral simple majority,9000,60.000,1504,10.027,60.000,0.167,1.000,0.627,0.626,0.105,0.252,0.833,0.000,0.000,0.000,0.000,0.602,0.056,0.261,0,0
multi-party,Multi-Party System,Generated legislators sort into five parties.,presidential-veto,Bicameral majority + presidential veto,9000,60.000,990,6.600,60.000,0.110,1.000,0.643,0.645,0.071,0.279,0.890,0.000,0.000,0.000,0.000,0.718,0.033,0.226,458,2
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,simple-majority,Unicameral simple majority,27000,180.000,6565,43.767,180.000,0.243,1.000,0.598,0.593,0.145,0.209,0.757,0.000,0.000,0.000,0.000,0.476,0.100,0.330,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,supermajority-60,Unicameral 60 percent passage,27000,180.000,2034,13.560,180.000,0.075,1.000,0.669,0.674,0.050,0.338,0.925,0.000,0.000,0.000,0.000,0.777,0.016,0.151,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass,Default pass unless 2/3 block,27000,180.000,22671,151.140,180.000,0.840,1.000,0.532,0.467,0.447,0.091,0.160,0.000,0.000,0.000,0.454,0.028,0.701,0.700,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge,Default pass + challenge vouchers,27000,180.000,23167,154.447,180.000,0.858,1.000,0.508,0.450,0.436,0.087,0.142,0.000,0.000,0.167,0.469,0.094,0.665,0.636,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-challenge-info,Default pass + challenge vouchers + info,27000,180.000,23105,154.033,180.000,0.856,1.000,0.509,0.451,0.435,0.087,0.144,0.000,0.000,0.167,0.466,0.092,0.662,0.636,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-cost,Default pass + proposal costs,27000,180.000,13416,89.440,93.433,0.497,0.519,0.512,0.447,0.254,0.029,0.503,0.481,0.000,0.000,0.494,0.458,0.633,1.148,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,default-pass-informed-guarded,Default pass + informed guarded committee,27000,180.000,5147,34.313,34.520,0.191,0.192,0.587,0.611,0.112,0.221,0.809,0.582,0.226,0.000,0.215,0.570,0.064,0.251,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,bicameral-majority,Bicameral simple majority,27000,180.000,4131,27.540,180.000,0.153,1.000,0.625,0.627,0.096,0.259,0.847,0.000,0.000,0.000,0.000,0.621,0.048,0.242,0,0
high-proposal-pressure,High Proposal Pressure,Three times as many potential proposals reach the institutional system.,presidential-veto,Bicameral majority + presidential veto,27000,180.000,2657,17.713,180.000,0.098,1.000,0.639,0.646,0.063,0.283,0.902,0.000,0.000,0.000,0.000,0.740,0.027,0.214,1325,11
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,simple-majority,Unicameral simple majority,45000,300.000,11033,73.553,300.000,0.245,1.000,0.596,0.596,0.146,0.209,0.755,0.000,0.000,0.000,0.000,0.481,0.101,0.329,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,supermajority-60,Unicameral 60 percent passage,45000,300.000,3450,23.000,300.000,0.077,1.000,0.667,0.673,0.051,0.345,0.923,0.000,0.000,0.000,0.000,0.782,0.017,0.151,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass,Default pass unless 2/3 block,45000,300.000,37730,251.533,300.000,0.838,1.000,0.532,0.469,0.446,0.091,0.162,0.000,0.000,0.000,0.455,0.027,0.698,0.696,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-challenge,Default pass + challenge vouchers,45000,300.000,41217,274.780,300.000,0.916,1.000,0.506,0.448,0.463,0.083,0.084,0.000,0.000,0.100,0.478,0.052,0.720,0.644,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-challenge-info,Default pass + challenge vouchers + info,45000,300.000,41149,274.327,300.000,0.914,1.000,0.506,0.448,0.463,0.083,0.086,0.000,0.000,0.100,0.480,0.053,0.719,0.644,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-cost,Default pass + proposal costs,45000,300.000,22371,149.140,156.453,0.497,0.522,0.512,0.453,0.255,0.030,0.503,0.478,0.000,0.000,0.492,0.449,0.627,1.133,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,default-pass-informed-guarded,Default pass + informed guarded committee,45000,300.000,8889,59.260,59.733,0.198,0.199,0.586,0.612,0.116,0.217,0.802,0.572,0.229,0.000,0.213,0.564,0.066,0.252,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,bicameral-majority,Bicameral simple majority,45000,300.000,6980,46.533,300.000,0.155,1.000,0.624,0.626,0.097,0.259,0.845,0.000,0.000,0.000,0.000,0.623,0.050,0.241,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,presidential-veto,Bicameral majority + presidential veto,45000,300.000,4363,29.087,300.000,0.097,1.000,0.638,0.645,0.062,0.287,0.903,0.000,0.000,0.000,0.000,0.746,0.028,0.219,2388,21
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,simple-majority,Unicameral simple majority,27000,180.000,5923,39.487,180.000,0.219,1.000,0.590,0.564,0.129,0.208,0.781,0.000,0.000,0.000,0.000,0.550,0.092,0.338,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,supermajority-60,Unicameral 60 percent passage,27000,180.000,1634,10.893,180.000,0.061,1.000,0.665,0.630,0.040,0.347,0.939,0.000,0.000,0.000,0.000,0.835,0.013,0.148,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass,Default pass unless 2/3 block,27000,180.000,22703,151.353,180.000,0.841,1.000,0.526,0.454,0.442,0.088,0.159,0.000,0.000,0.000,0.472,0.042,0.707,0.703,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-challenge,Default pass + challenge vouchers,27000,180.000,23080,153.867,180.000,0.855,1.000,0.502,0.442,0.429,0.083,0.145,0.000,0.000,0.166,0.488,0.102,0.666,0.639,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-challenge-info,Default pass + challenge vouchers + info,27000,180.000,23140,154.267,180.000,0.857,1.000,0.503,0.442,0.431,0.084,0.143,0.000,0.000,0.166,0.481,0.090,0.666,0.637,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-cost,Default pass + proposal costs,27000,180.000,13859,92.393,96.713,0.513,0.537,0.513,0.441,0.263,0.032,0.487,0.463,0.000,0.000,0.493,0.425,0.639,1.116,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,default-pass-informed-guarded,Default pass + informed guarded committee,27000,180.000,4760,31.733,32.000,0.176,0.178,0.591,0.584,0.104,0.217,0.824,0.583,0.239,0.000,0.213,0.587,0.059,0.247,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,bicameral-majority,Bicameral simple majority,27000,180.000,3511,23.407,180.000,0.130,1.000,0.618,0.596,0.080,0.258,0.870,0.000,0.000,0.000,0.000,0.698,0.040,0.233,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,presidential-veto,Bicameral majority + presidential veto,27000,180.000,2273,15.153,180.000,0.084,1.000,0.632,0.612,0.053,0.280,0.916,0.000,0.000,0.000,0.000,0.787,0.025,0.225,1190,7
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,simple-majority,Unicameral simple majority,27000,180.000,4022,26.813,180.000,0.149,1.000,0.575,0.599,0.086,0.215,0.851,0.000,0.000,0.000,0.000,0.645,0.056,0.295,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,supermajority-60,Unicameral 60 percent passage,27000,180.000,813,5.420,180.000,0.030,1.000,0.646,0.687,0.019,0.356,0.970,0.000,0.000,0.000,0.000,0.901,0.005,0.119,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass,Default pass unless 2/3 block,27000,180.000,22400,149.333,180.000,0.830,1.000,0.517,0.448,0.429,0.075,0.170,0.000,0.000,0.000,0.490,0.042,0.744,0.771,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-challenge,Default pass + challenge vouchers,27000,180.000,22897,152.647,180.000,0.848,1.000,0.491,0.432,0.416,0.070,0.152,0.000,0.000,0.167,0.512,0.111,0.694,0.691,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-challenge-info,Default pass + challenge vouchers + info,27000,180.000,22910,152.733,180.000,0.849,1.000,0.491,0.432,0.417,0.071,0.151,0.000,0.000,0.167,0.514,0.105,0.692,0.688,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-cost,Default pass + proposal costs,27000,180.000,13684,91.227,94.960,0.507,0.528,0.504,0.434,0.256,0.024,0.493,0.472,0.000,0.000,0.515,0.447,0.686,1.238,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,default-pass-informed-guarded,Default pass + informed guarded committee,27000,180.000,3667,24.447,24.740,0.136,0.137,0.556,0.602,0.076,0.202,0.864,0.618,0.245,0.000,0.294,0.674,0.044,0.245,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,bicameral-majority,Bicameral simple majority,27000,180.000,2146,14.307,180.000,0.079,1.000,0.602,0.635,0.048,0.261,0.921,0.000,0.000,0.000,0.000,0.782,0.023,0.211,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,presidential-veto,Bicameral majority + presidential veto,27000,180.000,1354,9.027,180.000,0.050,1.000,0.607,0.651,0.030,0.272,0.950,0.000,0.000,0.000,0.000,0.857,0.014,0.200,776,2
