adversaryId,attackFamily,caseKey,baselineScenario,attackedScenario,mechanismFamily,budgetUnit,budgetValue,informationLevel,runs,legislators,baseBillsPerRun,traceRows,attackSuccessCount,attackSuccessRate,meanConsiderationDecline,highBenefitCrowdoutRate,highBenefitBlockageRate,meanLowSupportFloodEnactedPerRun,meanPolicyYieldLoss,worstPolicyYieldLoss,meanFloodFloorSlots,meanFloodFloorSlotShare,meanProposalLoadAdded,meanAdministrativeBurdenAdded,worstAdministrativeBurdenAdded,recoveryStatus,traceArtifact,claimBoundary
"A5","proposal_flooding","proposal-flooding-pressure","agenda-lottery-benign-majority","agenda-lottery-a5-proposal-flood","fixed_capacity_agenda_lottery_majority","proposal_slots",1,"low",5,101,60,300,300,1.000000,0.103333,0.293333,0.003333,1.200000,-0.014416,0.705284,6.200000,0.221429,20.000000,0.408000,0.440000,"not_modeled","reports/adversarial-failure-traces-a5.jsonl","A5 executable pilot only. Rows use same generated worlds and original bill ids for a fixed-capacity agenda-lottery majority baseline and an attacked agenda pool with synthetic flood proposals. This is not an empirical bill-volume, agenda-control, or lobbying-support estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A5","proposal_flooding","proposal-flooding-pressure","agenda-lottery-benign-majority","agenda-lottery-a5-proposal-flood","fixed_capacity_agenda_lottery_majority","proposal_slots",3,"low",5,101,60,300,300,1.000000,0.206667,0.330000,0.013333,2.600000,0.009629,0.781465,12.400000,0.442857,60.000000,0.976000,1.000000,"not_modeled","reports/adversarial-failure-traces-a5.jsonl","A5 executable pilot only. Rows use same generated worlds and original bill ids for a fixed-capacity agenda-lottery majority baseline and an attacked agenda pool with synthetic flood proposals. This is not an empirical bill-volume, agenda-control, or lobbying-support estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A5","proposal_flooding","proposal-flooding-pressure","agenda-lottery-benign-majority","agenda-lottery-a5-proposal-flood","fixed_capacity_agenda_lottery_majority","proposal_slots",6,"low",5,101,60,300,300,1.000000,0.283333,0.366667,0.030000,1.600000,0.022703,1.000000,17.000000,0.607143,120.000000,1.640000,1.760000,"not_modeled","reports/adversarial-failure-traces-a5.jsonl","A5 executable pilot only. Rows use same generated worlds and original bill ids for a fixed-capacity agenda-lottery majority baseline and an attacked agenda pool with synthetic flood proposals. This is not an empirical bill-volume, agenda-control, or lobbying-support estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A5","proposal_flooding","proposal-flooding-pressure","agenda-lottery-benign-majority","agenda-lottery-a5-proposal-flood","fixed_capacity_agenda_lottery_majority","proposal_slots",1,"medium",5,101,60,300,300,1.000000,0.103333,0.293333,0.003333,2.600000,0.002351,0.705284,6.200000,0.221429,20.000000,0.541000,0.585000,"not_modeled","reports/adversarial-failure-traces-a5.jsonl","A5 executable pilot only. Rows use same generated worlds and original bill ids for a fixed-capacity agenda-lottery majority baseline and an attacked agenda pool with synthetic flood proposals. This is not an empirical bill-volume, agenda-control, or lobbying-support estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A5","proposal_flooding","proposal-flooding-pressure","agenda-lottery-benign-majority","agenda-lottery-a5-proposal-flood","fixed_capacity_agenda_lottery_majority","proposal_slots",3,"medium",5,101,60,300,300,1.000000,0.203333,0.326667,0.013333,4.400000,0.009629,0.781465,12.200000,0.435714,60.000000,1.271000,1.315000,"not_modeled","reports/adversarial-failure-traces-a5.jsonl","A5 executable pilot only. Rows use same generated worlds and original bill ids for a fixed-capacity agenda-lottery majority baseline and an attacked agenda pool with synthetic flood proposals. This is not an empirical bill-volume, agenda-control, or lobbying-support estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A5","proposal_flooding","proposal-flooding-pressure","agenda-lottery-benign-majority","agenda-lottery-a5-proposal-flood","fixed_capacity_agenda_lottery_majority","proposal_slots",6,"medium",5,101,60,300,300,1.000000,0.280000,0.356667,0.030000,8.400000,0.019614,1.000000,16.800000,0.600000,120.000000,2.124000,2.300000,"not_modeled","reports/adversarial-failure-traces-a5.jsonl","A5 executable pilot only. Rows use same generated worlds and original bill ids for a fixed-capacity agenda-lottery majority baseline and an attacked agenda pool with synthetic flood proposals. This is not an empirical bill-volume, agenda-control, or lobbying-support estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
