adversaryId,attackFamily,caseKey,baselineScenario,attackedScenario,mechanismFamily,budgetUnit,budgetValue,informationLevel,runs,legislators,baseBillsPerRun,traceRows,attackSuccessCount,attackSuccessRate,meanPublicBenefitLoss,medianPublicBenefitLoss,worstPublicBenefitLoss,meanPublicSupportLoss,medianPublicSupportLoss,worstPublicSupportLoss,meanConcentratedHarmAdded,medianConcentratedHarmAdded,worstConcentratedHarmAdded,highBenefitBlockageRate,harmfulRiderPassageRate,meanAmendmentOverloadAdded,worstAmendmentOverloadAdded,recoveryStatus,traceArtifact,claimBoundary
"A2","poison_pill_sequencing","poison-pill-sequencing-pressure","multi-round-amendment-benign","multi-round-amendment-a2-poison-pill","multi_round_amendment_majority","amendment_slots",1,"medium",5,101,60,300,44,0.146667,0.002544,0.000000,0.052666,0.024077,0.000000,0.279781,0.017717,0.000000,0.455461,0.066667,0.003333,-0.000441,0.281392,"not_modeled","reports/adversarial-failure-traces-a2.jsonl","A2 executable pilot only. Rows use same generated worlds and bill ids for benign amendment and poison-pill/sequencing attack cells with synthetic amendment-slot budgets. This is not an empirical rider frequency estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A2","poison_pill_sequencing","poison-pill-sequencing-pressure","multi-round-amendment-benign","multi-round-amendment-a2-poison-pill","multi_round_amendment_majority","amendment_slots",3,"medium",5,101,60,300,114,0.380000,0.011764,0.000132,0.176615,0.072883,0.000210,0.706260,0.025069,0.000000,0.665790,0.123333,0.143333,0.021142,0.251323,"not_modeled","reports/adversarial-failure-traces-a2.jsonl","A2 executable pilot only. Rows use same generated worlds and bill ids for benign amendment and poison-pill/sequencing attack cells with synthetic amendment-slot budgets. This is not an empirical rider frequency estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A2","poison_pill_sequencing","poison-pill-sequencing-pressure","multi-round-amendment-benign","multi-round-amendment-a2-poison-pill","multi_round_amendment_majority","amendment_slots",6,"medium",5,101,60,300,173,0.576667,0.031385,0.007457,0.295854,0.172994,0.103984,0.887815,0.045249,0.000067,0.440471,0.253333,0.180000,0.039007,0.392683,"not_modeled","reports/adversarial-failure-traces-a2.jsonl","A2 executable pilot only. Rows use same generated worlds and bill ids for benign amendment and poison-pill/sequencing attack cells with synthetic amendment-slot budgets. This is not an empirical rider frequency estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A2","poison_pill_sequencing","poison-pill-sequencing-pressure","multi-round-amendment-benign","multi-round-amendment-a2-poison-pill","multi_round_amendment_majority","amendment_slots",1,"high",5,101,60,300,59,0.196667,0.003792,0.000000,0.056544,0.038119,0.000000,0.281299,0.031123,0.000000,0.455461,0.066667,0.006667,-0.001661,0.281392,"not_modeled","reports/adversarial-failure-traces-a2.jsonl","A2 executable pilot only. Rows use same generated worlds and bill ids for benign amendment and poison-pill/sequencing attack cells with synthetic amendment-slot budgets. This is not an empirical rider frequency estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A2","poison_pill_sequencing","poison-pill-sequencing-pressure","multi-round-amendment-benign","multi-round-amendment-a2-poison-pill","multi_round_amendment_majority","amendment_slots",3,"high",5,101,60,300,155,0.516667,0.016993,0.003301,0.176614,0.119772,0.019409,0.595228,0.040646,0.000000,0.559765,0.196667,0.160000,0.025263,0.279411,"not_modeled","reports/adversarial-failure-traces-a2.jsonl","A2 executable pilot only. Rows use same generated worlds and bill ids for benign amendment and poison-pill/sequencing attack cells with synthetic amendment-slot budgets. This is not an empirical rider frequency estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
"A2","poison_pill_sequencing","poison-pill-sequencing-pressure","multi-round-amendment-benign","multi-round-amendment-a2-poison-pill","multi_round_amendment_majority","amendment_slots",6,"high",5,101,60,300,199,0.663333,0.045085,0.016452,0.350144,0.250996,0.190593,0.901538,0.074701,0.038334,0.768388,0.333333,0.130000,0.065794,0.411059,"not_modeled","reports/adversarial-failure-traces-a2.jsonl","A2 executable pilot only. Rows use same generated worlds and bill ids for benign amendment and poison-pill/sequencing attack cells with synthetic amendment-slot budgets. This is not an empirical rider frequency estimate, not a full A1-A9 adversarial sweep, and not evidence for real-world institutional ranking."
